,weight
AAPL,0.038667831608786646
AMGN,0.12090312125998444
AMZN,0.038667831608786646
CRM,0.038667831608786646
CSCO,0.02102123478000412
CVX,0.02102123478000412
DIS,0.02102123478000412
HD,0.02102123478000412
HON,0.02102123478000412
JPM,0.02102123478000412
KO,0.02102123478000412
MCD,0.02102123478000412
MRK,0.12090312125998444
MSFT,0.038667831608786646
NKE,0.02102123478000412
NVDA,0.038667831608786646
PG,0.11120700561868412
UNH,0.02102123478000412
V,0.02102123478000412
VZ,0.11120700561868412
WMT,0.11120700561868412
