Date,drawdown
2020-06-01,0.0
2020-06-02,0.0
2020-06-03,0.0
2020-06-04,-0.0014791590081444372
2020-06-05,0.0
2020-06-08,0.0
2020-06-09,-0.010221651550764266
2020-06-10,-0.017156194521094514
2020-06-11,-0.07651562043930071
2020-06-12,-0.06328291654990192
2020-06-15,-0.05621483594607313
2020-06-16,-0.036857887798505184
2020-06-17,-0.040609862612734915
2020-06-18,-0.04020659538551885
2020-06-19,-0.045722334849813584
2020-06-22,-0.04305400628819578
2020-06-23,-0.040976689220131424
2020-06-24,-0.06654202106901386
2020-06-25,-0.055440693857797374
2020-06-26,-0.07699868943626331
2020-06-29,-0.06324855685064168
2020-06-30,-0.049621666030774225
2020-07-01,-0.04629967825865955
2020-07-02,-0.04084643057160153
2020-07-06,-0.027129723785742077
2020-07-07,-0.03604366888513999
2020-07-08,-0.03055187845224072
2020-07-09,-0.038186513036934544
2020-07-10,-0.02639891591022281
2020-07-13,-0.03264943465387038
2020-07-14,-0.01872347271813024
2020-07-15,-0.008198647060217001
2020-07-16,-0.010905649444789445
2020-07-17,-0.005310961342376852
2020-07-20,-0.002235291120345151
2020-07-21,0.0
2020-07-22,0.0
2020-07-23,-0.007328305052979767
2020-07-24,-0.01364805731304275
2020-07-27,-0.007716531022800566
2020-07-28,-0.01117102733844344
2020-07-29,-0.0010625339692158509
2020-07-30,-0.006930361488490022
2020-07-31,-0.007823034461067913
2020-08-03,-0.002621670843017898
2020-08-04,0.0
2020-08-05,0.0
2020-08-06,0.0
2020-08-07,0.0
2020-08-10,0.0
2020-08-11,-0.0036685377357632554
2020-08-12,0.0
2020-08-13,-0.004025879239912045
2020-08-14,-0.004684597347684005
2020-08-17,-0.0016170169063650652
2020-08-18,-0.0009083993506904253
2020-08-19,-0.004802948901396875
2020-08-20,-0.005019587301350992
2020-08-21,-0.003223093060710114
2020-08-24,0.0
2020-08-25,0.0
2020-08-26,0.0
2020-08-27,0.0
2020-08-28,0.0
2020-08-31,-0.0036051997371220335
2020-09-01,-0.00031777405127642044
2020-09-02,0.0
2020-09-03,-0.029048152451664033
2020-09-04,-0.034788308155570435
2020-09-08,-0.056343715436273034
2020-09-09,-0.04035797112844164
2020-09-10,-0.05408191690752595
2020-09-11,-0.0496003792788251
2020-09-14,-0.036406123782474875
2020-09-15,-0.03291833104483344
2020-09-16,-0.033907154712807586
2020-09-17,-0.03934203574360895
2020-09-18,-0.0473007979680532
2020-09-21,-0.05976227967750003
2020-09-22,-0.055172663620534856
2020-09-23,-0.07328251087888893
2020-09-24,-0.07209156533027106
2020-09-25,-0.06029209095804078
2020-09-28,-0.04583864474870758
2020-09-29,-0.050072157803287776
2020-09-30,-0.04108049077689091
2020-10-01,-0.037298844666802444
2020-10-02,-0.043701071916769196
2020-10-05,-0.028360810355362975
2020-10-06,-0.03919308377551589
2020-10-07,-0.021867096082334614
2020-10-08,-0.01267572059103772
2020-10-09,-0.005204634548567233
2020-10-12,0.0
2020-10-13,-0.006541165745666433
2020-10-14,-0.012333753114468604
2020-10-15,-0.016978133467224654
2020-10-16,-0.015065552565048712
2020-10-19,-0.029200841813109335
2020-10-20,-0.02692264027708169
2020-10-21,-0.031710768609955586
2020-10-22,-0.023125908386397054
2020-10-23,-0.021400828574044684
2020-10-26,-0.04008264144360463
2020-10-27,-0.047970422895422304
2020-10-28,-0.07713485220718785
2020-10-29,-0.06805538515246468
2020-10-30,-0.07414804995709867
2020-11-02,-0.06067663030228265
2020-11-03,-0.0423462172588116
2020-11-04,-0.025144621457819594
2020-11-05,-0.00841769819577709
2020-11-06,-0.006615619382502325
2020-11-09,0.0
2020-11-10,0.0
2020-11-11,0.0
2020-11-12,-0.008908436866030711
2020-11-13,0.0
2020-11-16,0.0
2020-11-17,-0.0026945359077381603
2020-11-18,-0.013608325284006684
2020-11-19,-0.010170759299183096
2020-11-20,-0.015759462533252333
2020-11-23,-0.00701846446797505
2020-11-24,0.0
2020-11-25,-0.00326295109478536
2020-11-27,-0.0002760002712475229
2020-11-30,-0.004974567984887379
2020-12-01,0.0
2020-12-02,0.0
2020-12-03,-0.0005332996230886788
2020-12-04,0.0
