,weight
AAPL,0.0
ABBV,4.8170081736376955e-17
ABT,0.0
ACN,6.597476691504214e-18
ADBE,0.0
ADI,0.0
ADP,2.404953129151478e-17
AMAT,0.0
AMD,0.047093105063622034
AMGN,0.0
AMZN,8.620337929539613e-17
ANET,0.005659436867442301
AVGO,0.0
AXP,0.0
BA,0.07728513545656399
BAC,0.008725972724037419
BKNG,0.0
BLK,3.173577861488059e-17
BMY,6.140240445849545e-17
BRK-B,0.0
BSX,0.0
C,4.50536219920998e-17
CAT,0.0
CB,0.0
COP,4.724640036320206e-18
COST,5.373599614217737e-17
CRM,3.1368571274701845e-17
CSCO,0.0
CVX,2.3745452838935095e-18
DE,0.0
DHR,0.034668192151100424
DIS,0.0
DUK,2.4118934737583744e-18
ELV,0.05042748685559784
ETN,0.0
GE,2.6386102764576954e-16
GILD,0.0
GOOG,4.8878791601937055e-17
GS,1.1917072136517496e-17
HD,2.778020985435682e-17
HON,0.0
IBM,0.0
ICE,4.549240583094924e-17
INTU,0.0
ISRG,0.0
JNJ,3.0691918474165e-17
JPM,5.556682723876054e-17
KLAC,0.0
KO,2.5348194710864963e-17
LIN,1.3195627382291361e-17
LLY,0.00017722340041829713
LMT,0.0
LOW,0.0
LRCX,0.0
MA,0.04309686105468161
MCD,0.11122877270192841
MDLZ,0.0
MDT,0.0
META,0.0
MO,0.0
MRK,0.0
MSFT,5.143283465436247e-17
MU,0.0
NEE,0.266389234249124
NFLX,0.02093816932502889
NKE,1.4539615929111468e-17
NOW,0.021169045382593663
NVDA,0.0
ORCL,0.0
PANW,0.0
PEP,0.0
PFE,0.0
PG,1.2252121265421299e-17
PGR,0.19138001120050394
PLD,3.0977710743062703e-17
PM,5.1622333989964474e-17
QCOM,1.9977001419225228e-17
RTX,0.0
SBUX,5.063059368177441e-17
SCHW,5.717772514244078e-18
SO,2.100010654656556e-17
SPGI,1.6912310187821813e-18
SYK,0.0
T,0.0
TJX,0.0
TMO,8.78374337160785e-18
TSLA,0.0
TXN,8.015364507533549e-18
UBER,2.480646728466828e-18
UNH,0.0
UNP,0.0015394160361125722
UPS,8.91967695610852e-18
V,0.0
VRTX,0.0
VZ,7.798487364982415e-17
WFC,4.2733044921316906e-18
WM,0.12022193753124508
WMT,4.178187038917404e-17
XOM,0.0
