Date,drawdown
2020-06-01,0.0
2020-06-02,-0.009794179329623232
2020-06-03,-0.01522129365563163
2020-06-04,-0.024775439669848853
2020-06-05,-0.014114211845964286
2020-06-08,0.0
2020-06-09,0.0
2020-06-10,0.0
2020-06-11,-0.05148005785858123
2020-06-12,-0.06117957081070369
2020-06-15,-0.03071711848091896
2020-06-16,-0.031042149348824544
2020-06-17,-0.01847478481061371
2020-06-18,-0.015102970106245284
2020-06-19,-0.003787468015190365
2020-06-22,0.0
2020-06-23,0.0
2020-06-24,-0.027349690306372132
2020-06-25,-0.00618253326397411
2020-06-26,-0.03410211200224611
2020-06-29,-0.010890480307940598
2020-06-30,0.0
2020-07-01,0.0
2020-07-02,0.0
2020-07-06,0.0
2020-07-07,0.0
2020-07-08,-0.001456733908160146
2020-07-09,0.0
2020-07-10,0.0
2020-07-13,-0.03009840874611258
2020-07-14,-0.009978925575830133
2020-07-15,-0.0033168195225207198
2020-07-16,-0.02153760402499849
2020-07-17,-0.015750408844073194
2020-07-20,0.0
2020-07-21,-0.032277880928213376
2020-07-22,-0.023237244225080667
2020-07-23,-0.0571551426170982
2020-07-24,-0.08881831402958529
2020-07-27,-0.04415681303800012
2020-07-28,-0.06918501702279678
2020-07-29,-0.057242503119288024
2020-07-30,-0.057130667008057245
2020-07-31,-0.07940205197518713
2020-08-03,-0.04838103706340868
2020-08-04,-0.045226119626431194
2020-08-05,-0.04682209283641936
2020-08-06,-0.04280611292088621
2020-08-07,-0.05667208490732567
2020-08-10,-0.06971425773909823
2020-08-11,-0.09300449499763364
2020-08-12,-0.02015207569176336
2020-08-13,-0.004688846783834966
2020-08-14,0.0
2020-08-17,0.0
2020-08-18,0.0
2020-08-19,-0.0074397743149644535
2020-08-20,0.0
2020-08-21,0.0
2020-08-24,-0.009635132347547093
2020-08-25,-0.003397924046061762
2020-08-26,0.0
2020-08-27,0.0
2020-08-28,0.0
2020-08-31,0.0
2020-09-01,-0.01596964623608621
2020-09-02,-0.026110027101158062
2020-09-03,-0.10071047767416752
2020-09-04,-0.09743916208574377
2020-09-08,-0.2030663364055909
2020-09-09,-0.14671907781475124
2020-09-10,-0.15421138325548156
2020-09-11,-0.15251422823895933
2020-09-14,-0.08623799801942444
2020-09-15,-0.05366079662569412
2020-09-16,-0.07041300757775226
2020-09-17,-0.08654163356973532
2020-09-18,-0.07777588791898493
2020-09-21,-0.06722183488836586
2020-09-22,-0.08526168460142025
2020-09-23,-0.1397187009372819
2020-09-24,-0.1295132678342985
2020-09-25,-0.0957940571204402
2020-09-28,-0.07875505679212857
2020-09-29,-0.07585691801209105
