,weight
AAPL,0.35288392954537584
AMGN,0.0
AMZN,0.0
AXP,0.0
BA,0.0
CAT,0.0
CRM,0.0
CSCO,7.956616540465734e-18
CVX,1.1037743286251202e-18
DIS,0.0
GS,0.0
HD,0.0
HON,7.922817598979603e-18
IBM,1.5253626423649322e-18
JNJ,3.167134255545591e-17
JPM,1.4607354334550387e-17
KO,7.409543304117545e-18
MCD,8.532706124026001e-19
MMM,0.0
MRK,9.5856825294606e-19
MSFT,7.347525716307963e-17
NKE,1.4070556497628413e-17
NVDA,0.33753058517386564
PG,0.15557133044150348
SHW,0.15401415483925526
TRV,0.0
UNH,0.0
V,2.0978872981769022e-17
VZ,0.0
WMT,0.0
