,weight
AAPL,0.010768655368993161
AMGN,0.0
AMZN,1.0281739313626468e-16
AXP,0.0
BA,0.0
CAT,4.3060932258616626e-17
CRM,0.0
CSCO,1.915459812791731e-18
CVX,0.0
DIS,3.690808492976139e-17
GS,0.0
HD,0.0
HON,2.2041456272152588e-17
IBM,6.984104969161465e-18
JNJ,0.0
JPM,0.0
KO,5.7106610490896714e-18
MCD,2.2162935383958525e-17
MMM,0.0
MRK,4.903519071640523e-16
MSFT,0.31296282853137886
NKE,0.0
NVDA,7.827089144268205e-17
PG,0.33950915225362316
SHW,0.06890387977357162
TRV,0.0
UNH,6.829573782321674e-17
V,1.6180866883269018e-16
VZ,1.2264137171905266e-16
WMT,0.2678554840724329
