0,drawdown
2019-06-03,0.0
2019-06-04,0.0
2019-06-05,0.0
2019-06-06,0.0
2019-06-07,0.0
2019-06-10,0.0
2019-06-11,0.0
2019-06-12,-0.00421439449089922
2019-06-13,-0.00023333517964485573
2019-06-14,0.0
2019-06-17,0.0
2019-06-18,0.0
2019-06-19,-0.0010946028546594544
2019-06-20,0.0
2019-06-21,0.0
2019-06-24,-0.001697943450261974
2019-06-25,-0.005546334724101154
2019-06-26,-0.010143048832213064
2019-06-27,-0.011477435396720304
2019-06-28,-0.008761561583371713
2019-07-01,-4.907072256354894e-05
2019-07-02,-0.0005655251022659291
2019-07-03,0.0
2019-07-05,-0.0005778108823721873
2019-07-08,-0.00324203444161264
2019-07-09,-0.004603718189791772
2019-07-10,0.0
2019-07-11,0.0
2019-07-12,0.0
2019-07-15,0.0
2019-07-16,0.0
2019-07-17,-0.0024295515670539336
2019-07-18,-0.004548310382585186
2019-07-19,-0.001589227955021033
2019-07-22,-0.008821481339570392
2019-07-23,-0.003064207134185315
2019-07-24,-0.0027844878476952495
2019-07-25,-0.003027259980036945
2019-07-26,-0.0016687967378998803
2019-07-29,0.0
2019-07-30,0.0
2019-07-31,-0.00020726529050441034
2019-08-01,-0.0024524821389900753
2019-08-02,-0.02231548224647817
2019-08-05,-0.04043708324689843
2019-08-06,-0.04040495334792149
2019-08-07,-0.0412464591650169
2019-08-08,-0.02749125893715154
2019-08-09,-0.020967450569835178
2019-08-12,-0.027475955106289085
2019-08-13,-0.01638305278891894
2019-08-14,-0.029981477602484707
2019-08-15,-0.038289923046800234
2019-08-16,-0.02901062812952926
2019-08-19,-0.016426814808534695
2019-08-20,-0.01831886837436103
2019-08-21,-0.015646385488674253
2019-08-22,-0.013222102839341887
2019-08-23,-0.018679106576267035
2019-08-26,-0.029582172678299656
2019-08-27,-0.022785466576357494
2019-08-28,-0.023775237486468703
2019-08-29,-0.009964876601307626
2019-08-30,-0.0059185129999720365
2019-09-03,-0.01516513265658237
2019-09-04,-0.007581897300309004
2019-09-05,0.0
2019-09-06,0.0
2019-09-09,0.0
2019-09-10,-0.008241303961520896
