,weight
AAPL,0.010101010101010102
ABBV,0.010101010101010102
ABT,0.010101010101010102
ACN,0.010101010101010102
ADBE,0.010101010101010102
ADI,0.010101010101010102
ADP,0.010101010101010102
AMAT,0.010101010101010102
AMD,0.010101010101010102
AMGN,0.010101010101010102
AMZN,0.010101010101010102
ANET,0.010101010101010102
AVGO,0.010101010101010102
AXP,0.010101010101010102
BA,0.010101010101010102
BAC,0.010101010101010102
BKNG,0.010101010101010102
BLK,0.010101010101010102
BMY,0.010101010101010102
BRK-B,0.010101010101010102
BSX,0.010101010101010102
C,0.010101010101010102
CAT,0.010101010101010102
CB,0.010101010101010102
COP,0.010101010101010102
COST,0.010101010101010102
CRM,0.010101010101010102
CSCO,0.010101010101010102
CVX,0.010101010101010102
DE,0.010101010101010102
DHR,0.010101010101010102
DIS,0.010101010101010102
DUK,0.010101010101010102
ELV,0.010101010101010102
ETN,0.010101010101010102
GE,0.010101010101010102
GILD,0.010101010101010102
GOOG,0.010101010101010102
GS,0.010101010101010102
HD,0.010101010101010102
HON,0.010101010101010102
IBM,0.010101010101010102
ICE,0.010101010101010102
INTU,0.010101010101010102
ISRG,0.010101010101010102
JNJ,0.010101010101010102
JPM,0.010101010101010102
KLAC,0.010101010101010102
KO,0.010101010101010102
LIN,0.010101010101010102
LLY,0.010101010101010102
LMT,0.010101010101010102
LOW,0.010101010101010102
LRCX,0.010101010101010102
MA,0.010101010101010102
MCD,0.010101010101010102
MDLZ,0.010101010101010102
MDT,0.010101010101010102
META,0.010101010101010102
MO,0.010101010101010102
MRK,0.010101010101010102
MSFT,0.010101010101010102
MU,0.010101010101010102
NEE,0.010101010101010102
NFLX,0.010101010101010102
NKE,0.010101010101010102
NOW,0.010101010101010102
NVDA,0.010101010101010102
ORCL,0.010101010101010102
PANW,0.010101010101010102
PEP,0.010101010101010102
PFE,0.010101010101010102
PG,0.010101010101010102
PGR,0.010101010101010102
PLD,0.010101010101010102
PM,0.010101010101010102
QCOM,0.010101010101010102
RTX,0.010101010101010102
SBUX,0.010101010101010102
SCHW,0.010101010101010102
SO,0.010101010101010102
SPGI,0.010101010101010102
SYK,0.010101010101010102
T,0.010101010101010102
TJX,0.010101010101010102
TMO,0.010101010101010102
TSLA,0.010101010101010102
TXN,0.010101010101010102
UBER,0.010101010101010102
UNH,0.010101010101010102
UNP,0.010101010101010102
UPS,0.010101010101010102
V,0.010101010101010102
VRTX,0.010101010101010102
VZ,0.010101010101010102
WFC,0.010101010101010102
WM,0.010101010101010102
WMT,0.010101010101010102
XOM,0.010101010101010102
