0,NVDA,MSFT,AAPL,AMZN,GOOG,META,AVGO,TSLA,LLY,JPM,V,WMT,MA,NFLX,ORCL,XOM,COST,HD,PG,BAC,ABBV,KO,PM,UNH,CRM,CSCO,WFC,CVX,ABT,MCD,LIN,AMD,MRK,TMO,DIS,PEP,ACN,TXN,VZ,AMGN,ADBE,NEE,DHR,PFE,HON,NKE,UPS,BMY
2020-12-29,0.0007654051621805991,0.00508759794742919,0.010557782408346261,0.014119275517854302,0.0008226705245062416,0.011575941785197275,-0.0032932725260692575,-0.016876995662195138,0.0008948571079812062,-0.0029215385938610172,0.008338859265679233,0.0037854258629232973,0.009143785539674543,0.024615237576846027,-0.006393731793197577,-0.010105826748929125,0.004224085534994648,-0.00657476638942478,0.003945669449123779,-0.009819943394814512,0.014343518264440247,0.0009184497171994543,-0.004068311870181085,0.01006344536645476,-0.01114804575559114,-0.0019848980118917225,-0.010170616871734595,-0.010504300275112621,-0.0014665771851972709,0.004188283106043134,-0.000569613087387344,-0.007300840773371897,0.005546183012173911,0.006105615760991556,0.001556277915786719,0.00792712340096191,0.0025349044699998213,-0.0065949091460796305,0.001013765248078391,0.011326502465008215,-0.0013635333763238888,-0.0001317582248424598,0.0013313950324109758,-0.010111943992898054,0.0008047779059188187,0.000979569692941329,-0.006870535464949423,0.0032395845104282728
2020-12-30,0.010805064949905852,-0.006822573073446581,-0.020174609793340292,-0.0025517764615766714,-0.011579653576695437,-0.00866290522125679,0.004978977901987758,0.03985666715114866,0.003815165181707547,-0.0034050200459999624,0.023926728267424036,-0.00479953941940503,0.02600735938262244,-0.0061317269633658356,-0.00551539278336588,0.007122585638505319,0.006965578687339935,-0.011683722702561239,-0.007288919316242648,-0.0009917266744688957,0.008161778197866676,0.002569502150909786,-0.012375594029572001,-0.006490440430459432,-0.007368027869194993,-0.004199026470198541,-0.004308854876318047,0.010032636644153659,0.001652181702131994,-0.011215100753824148,-0.003228445394222179,0.004218033674131094,0.0017156751201137244,0.0005793108953857651,0.01775793682372706,-0.005243134672249461,-0.006819213967880655,0.002766200411912889,-0.0050641128574955285,-0.0019173756460595381,-0.0019392717413510008,0.005403899093024966,-0.003545240043895892,0.0010753836554382445,0.0008988600796753232,-0.0031454313906327247,-0.012731652079016609,0.003551741183236201
2020-12-31,-0.004748896371100986,-0.011656432682927598,-0.009191657852225976,-0.017707427721751934,-0.005803963245890498,-0.0035599951783993333,0.0011417489135117087,0.031754250167521425,0.004453888147998075,0.011759961046950096,-0.0025862886439024235,-0.006062883541049557,0.004443454635350896,0.022953137325550932,-0.0021569331856321483,-0.017444625567726302,0.0031394134676046015,-0.005050317152638262,0.0026635603099873784,0.005625253605054281,0.00988407503787947,0.0054913162246692515,0.008759332047979962,0.005959838186011757,-0.0038007563098668706,-0.004882204008502922,0.006657684896198557,-0.015938778449083868,0.004765404732857137,0.00735841294701034,0.00533468603168985,-0.005923483375356087,0.0025694901908395185,-0.000793154090116488,8.465422585146598e-08,0.0031758665481049775,0.007984592969337179,0.007723635609626411,-0.0023753918448686795,0.00532662964290731,-0.007355694214553954,0.011930236695094187,-0.011118788861588791,-0.00859293942493744,0.006663745382633257,-0.00574989293119299,-0.007891042987316799,0.007165776580393413
2021-01-04,0.03813416557515925,-1.096798111221986e-07,-0.008386628791783535,-0.003326246166385549,0.0028391735561359432,-0.007542461084937835,0.008529161406153563,0.03585539427023465,0.0020101741685982777,0.004162379624877088,0.00195617420041172,0.01816062314722644,-0.003561326454861513,-0.00861597104863654,-0.001080717962537947,0.013675512673075874,0.011961495304364078,0.0018425956580747638,0.004092281803976583,0.005923120945271032,0.0006523611891267045,-0.0054613441407158625,-0.0008440857294720328,0.002819817734323493,0.004308943768329021,-0.0024568047194371,0.006613792594998058,0.008802294933293764,0.005563735983446394,-0.0009771879698919905,0.01311466501490921,0.04073666719953972,0.0018308076274331508,0.02177043612706564,-0.004416652142692157,-0.004580553906429419,0.00130113627409556,0.020986775475647867,0.005952519830783487,0.004343173301140091,0.0002596670032788406,0.004015865617410519,0.014886369131122512,0.0005417242349836648,4.69999132381993e-05,0.008322069588248882,0.00035629859993657753,0.0006439882870541425
2021-01-05,-0.015308657173201401,-0.020089451853514295,-0.01399613661846466,-0.014859411156263658,-0.008885080448151284,-0.009454778228144778,-0.02905664751079129,-0.004902656430002872,-0.016639000976846563,-0.005087003771317877,-0.008127146753482584,0.0012252550661864259,-0.014324448000832879,-0.02592448005280079,-0.014064855187489456,0.0603552036307311,-0.003511920830117643,0.00033755274282909475,-0.006721241516444043,-0.0009810872335402898,-0.0030737427194886813,-0.0367931505826099,0.002896579318038661,-0.0020450166723255947,-0.0033519235647714307,-0.006761372136012911,0.01675432033050006,0.03804581933174833,0.005986480315910203,-0.012900343228070987,-0.015152268588309092,-0.029668941771341273,-0.00840552105433845,0.013686616345879532,-0.012322707312056647,-0.017593536713892743,-0.011541669151613254,-0.02567938807937431,-0.0010144400542793086,-0.010162102002618356,-0.02937363310301888,-0.029935411651515476,0.01644080340898335,0.011640606724768965,-0.013238799800163181,-0.009162772803658958,-0.02687803496738006,-0.00707982489215786
2021-01-06,-0.014765381380032472,-0.009289967986170655,-0.0052373816973898535,-0.008025754063575863,-0.0016373530913323942,-0.017070482609106152,0.012086720525315675,0.044759985805643776,0.0037199947845236725,0.05122741908664863,-0.010482484608323017,0.007003470641880893,0.0029179557504595,-0.02596919577455714,-0.003097581297492047,0.00669625833120624,-0.011598768046644392,0.012156008247969696,0.01526062059491018,0.06810708124310882,0.0015883620571717216,-0.011402325646458045,0.0019256974496928425,0.02313843213075284,-0.01139008685459919,0.018152917745379415,0.0662358566379515,0.017484830194182344,0.001081763726727747,-0.0011323452398351863,0.04307857386291114,-0.009977473600583986,0.01646181054488771,0.01461981533524126,0.007042260959954749,-0.010883010057836762,0.019138483783608384,0.02397128947123428,0.00761550910703912,0.020227060176122302,-0.021004755877889303,0.05573275102059205,0.036055348608507565,0.0029433106054490565,0.018031347994086344,0.013482907976742453,-0.005365385991898508,0.005509910485150371
2021-01-07,0.01002271684607492,0.013164649185596566,0.004425943473974181,0.003449549185925216,0.019409896045020858,0.014416506247524774,0.023033822346331334,0.05554258361343267,-0.0009563740525873055,0.04082222208511088,-0.004394721659037426,-0.002295739967193011,-0.003427241744966336,0.006509504997840976,0.006156298929581139,0.01042150101236805,-0.01104311605621977,-0.003669794785820857,-0.006451840101779571,0.030656008185727668,-0.0012128961588729892,-0.033833413320184746,0.001321472820622338,0.01936093279631801,0.0009071901130732751,0.005348932043915733,0.03636367219968384,0.00044069497346455044,0.005314086805188412,0.007132484011512785,-0.0029862131850696416,0.03500220415757371,0.019700339572858105,0.03169654049935278,-0.009140473105277436,-0.0031337358214705846,0.005045630709735072,0.007464740384593993,-0.0025352288555307023,0.007879162019549302,0.007922372853790938,0.01625302802915396,0.022765486139143976,-0.008804695190552825,0.00014017619389927738,0.014418160989573492,-0.007723877344054886,0.009347110328091324
2021-01-08,0.0032328783604571587,0.005653368287308558,0.007597110974597587,-0.0055788879774892886,0.012115917588993552,-0.009793342884156453,0.012145840400432428,0.0826203543840347,-0.0015559431181573213,-0.01331484590894072,0.004181792026002551,-0.005143337787393176,0.007407140938030965,-0.006196290356873191,-0.003137632532967727,0.005486006166302904,-0.003740001394297643,0.007255271765951088,-0.007635805067308876,-0.018441295097084143,0.004390051538563089,0.017310010703281753,0.004678504390867255,0.00283807824128246,0.007522824491401181,0.006650365197193642,-0.016081911672808813,0.017727297209250148,0.00833191746238593,0.013600828047333202,-0.005040803102963065,0.00931838938061147,3.212697485821536e-08,0.026726494190199235,0.00038903513678878454,0.008731879740642379,0.006077449129243906,0.024007429895719135,-0.006807349244371541,0.014827740689981717,0.012300879235042306,0.006818633212662739,0.007858524933445743,0.010229045119966695,-0.0028035833161426105,0.008102067896666343,-0.012170309128265333,0.008781734852450596
2021-01-11,0.04023538358170531,-0.0075709284827802925,-0.018548190029369138,-0.010737641736000558,-0.008325214814305815,-0.020375685758269313,-0.0026887848401689896,-0.0339856509514711,0.1344842876598631,0.013567947399078406,-0.005830014792192806,0.006734652248990836,-0.004394778705719804,-0.004890459231169153,0.0004720961883111219,0.02880834169676927,0.001998260545221786,0.00975113265854688,0.0027327924286297822,0.003939319710395628,0.01887865164015823,-0.0052805285675844305,-0.0007163906958560506,-0.008707638747731061,-0.00782662375651344,0.011891664779552613,-0.0026744713884366833,-0.003570365901742756,-0.005064499401664313,4.3622840006918295e-08,-0.012079047460875403,0.029356865002693633,0.014578799184923552,-0.0006742211186967495,0.006888146223330116,-0.0006229622115521138,-0.006828713005037068,-0.00411005589323743,-0.005311736479597706,0.006238026933981233,-0.006075734553516843,-0.002585758536341465,-0.003021100319640979,0.00799360974752683,-0.01775933760646331,0.0019072277310181462,0.012757833682262909,0.03276359723217537
2021-01-12,-0.014791138324339315,-0.008268161628470105,-0.0036872585497583765,-0.0045115329214665545,-0.009235797029550241,-0.014233119909747183,0.013325147084791489,0.0158819774096417,-0.026730107220702237,0.0250364163083574,-0.00963416546118645,0.013108959073784954,-0.015335876263461001,-0.018874971983378397,-0.008652016711383492,0.02184985639064685,-0.01598346835702924,0.01671752956856931,-0.008534180852343365,0.02535463624441503,0.011135233214296658,-0.009634318613680026,-0.016011698587809153,-0.011556870169506683,-0.0103362230401981,-0.00043535292611540655,0.028605217150667217,0.0197610540225015,-0.01125205632547388,-0.008282474558909736,-0.005574167903589222,-0.00262019678962655,-0.005374219164393068,-0.0056878717746682295,-0.016219737030870762,-0.01600734637133583,-0.013183986660690428,0.009416400107342016,-0.010336035768245155,-0.006532156668787814,-0.015727628826720297,-0.005555831509739817,0.004217856643061735,-0.0010575145715271406,-0.0006677680187734403,-0.0016995800215996448,0.015499642361588295,0.01609221324952448
