,weight
AAPL,0.03072718112251299
AMGN,0.0363812452256604
AMZN,0.031269034513102006
AXP,0.026812539323348494
BA,0.01992460707380237
CAT,0.02927568647325071
CRM,0.029176411312725137
CSCO,0.03237695639040151
CVX,0.027353914028590432
DIS,0.03256472508278014
GS,0.02880183231801332
HD,0.03324562869375543
HON,0.035570297245758185
IBM,0.03465978408635986
JNJ,0.04275594122130884
JPM,0.030188039756708262
KO,0.044437420725518144
MCD,0.03622494111110697
MMM,0.034708582278973214
MRK,0.04138393138090304
MSFT,0.032302586955017656
NKE,0.03171293699953863
NVDA,0.019973721333213266
PG,0.04188709023366456
SHW,0.032877473269999555
TRV,0.033354756660360786
UNH,0.030067539087607644
V,0.03356821909716143
VZ,0.04609975768707427
WMT,0.04031721931178248
