,weight
AAPL,0.010052368076067311
AMGN,0.05141699522660082
AMZN,0.010052368076067311
AXP,0.010052368076067311
BA,0.010052368076067311
CAT,0.010052368076067311
CRM,0.010052368076067311
CSCO,0.010052368076067311
CVX,0.010052368076067311
DIS,0.08533050553902227
GS,0.010052368076067311
HD,0.010052368076067311
HON,0.010052368076067311
IBM,0.010052368076067311
JNJ,0.05141699522660082
JPM,0.010052368076067311
KO,0.062471614941171545
MCD,0.18278955480558698
MMM,0.010052368076067311
MRK,0.05141699522660082
MSFT,0.010052368076067311
NKE,0.08533050553902227
NVDA,0.010052368076067311
PG,0.062471614941171545
SHW,0.010052368076067311
TRV,0.010052368076067311
UNH,0.05141699522660082
V,0.010052368076067311
VZ,0.062471614941171545
WMT,0.062471614941171545
