0,cumulative_return
2022-01-03,0.009973410237602343
2022-01-04,0.007796907302273004
2022-01-05,-0.010390663809871081
2022-01-06,-0.030745263122051503
2022-01-07,-0.03592087099703711
2022-01-10,-0.0540295740264245
2022-01-11,-0.047675992761181285
2022-01-12,-0.03770916223001797
2022-01-13,-0.0403293508617899
2022-01-14,-0.06371943266397151
2022-01-18,-0.07812725372072571
2022-01-19,-0.06865607338582513
2022-01-20,-0.08398846743879029
2022-01-21,-0.0986412963262775
2022-01-24,-0.12774544844587055
2022-01-25,-0.14032015227059802
2022-01-26,-0.11882385050601296
2022-01-27,-0.11766601698807166
2022-01-28,-0.13286691519932425
2022-01-31,-0.10228785716831346
2022-02-01,-0.0912711894712388
2022-02-02,-0.0754414602292568
2022-02-03,-0.08478738128879915
2022-02-04,-0.09528253923606034
2022-02-07,-0.09092184389739999
2022-02-08,-0.09184917698465478
2022-02-09,-0.0659053880306989
2022-02-10,-0.06693541242029977
2022-02-11,-0.08389193186606658
2022-02-14,-0.11115758482049354
2022-02-15,-0.07747900532368557
2022-02-16,-0.07792773836888489
2022-02-17,-0.08949474127137447
2022-02-18,-0.10265702054032544
2022-02-22,-0.12174611088638732
2022-02-23,-0.1261052030564973
2022-02-24,-0.1373302538977731
2022-02-25,-0.12320074403229542
2022-02-28,-0.11849928431687728
2022-03-01,-0.12446927853870082
2022-03-02,-0.12251266517661974
2022-03-03,-0.1212052674699391
2022-03-04,-0.13695537254777823
2022-03-07,-0.1507370427243413
2022-03-08,-0.16724809296440013
2022-03-09,-0.15571966852408925
2022-03-10,-0.16929160345294225
2022-03-11,-0.1663084228087881
2022-03-14,-0.1841095727528551
2022-03-15,-0.16172842520797526
2022-03-16,-0.12972719722214054
2022-03-17,-0.12709513907432746
2022-03-18,-0.09560317889133785
2022-03-21,-0.08525452767186625
2022-03-22,-0.07773388644026302
2022-03-23,-0.08757330609789549
2022-03-24,-0.06443231430505014
2022-03-25,-0.058469088683361536
2022-03-28,-0.058461237048776926
2022-03-29,-0.03918753954914822
2022-03-30,-0.049972310355487104
2022-03-31,-0.055760282319334276
2022-04-01,-0.06865217395372325
2022-04-04,-0.06582280152969677
2022-04-05,-0.06359638499207643
2022-04-06,-0.10025263374575766
2022-04-07,-0.10640577914309846
2022-04-08,-0.11777984080623694
2022-04-11,-0.14666607558544453
2022-04-12,-0.14119150198483865
2022-04-13,-0.14571217277295312
2022-04-14,-0.14115750048175635
2022-04-18,-0.15968022909349444
2022-04-19,-0.15111723157273704
2022-04-20,-0.13625606947891655
2022-04-21,-0.13596905428249795
2022-04-22,-0.17677534017292207
2022-04-25,-0.1900454192398927
2022-04-26,-0.19336907099886447
2022-04-27,-0.20468722425710162
2022-04-28,-0.18237422838820116
2022-04-29,-0.18184845687935147
2022-05-02,-0.19877118318423725
2022-05-03,-0.1979390864238032
2022-05-04,-0.1842799447035105
2022-05-05,-0.19611108017852263
2022-05-06,-0.211058734877009
2022-05-09,-0.23611049634024284
2022-05-10,-0.23645479362782662
