0,return
2022-01-03,0.009973410237602405
2022-01-04,-0.0021550101351849884
2022-01-05,-0.018046861406659398
2022-01-06,-0.020568317787444338
2022-01-07,-0.005339780841986607
2022-01-10,-0.018783419829983432
2022-01-11,0.006716469237084447
2022-01-12,0.010465797832883851
2022-01-13,-0.0027228656128992904
2022-01-14,-0.024373030292409253
2022-01-18,-0.01538835853204587
2022-01-19,0.010273847852783064
2022-01-20,-0.01646265532509009
2022-01-21,-0.01599633669078074
2022-01-24,-0.032289200737699114
2022-01-25,-0.014416323540327389
2022-01-26,0.025005008342770085
2022-01-27,0.0013139637501605747
2022-01-28,-0.017228054800023648
2022-01-31,0.035264550006231056
2022-02-01,0.012271937931377732
2022-02-02,0.017419640555658464
2022-02-03,-0.010108522778730554
2022-02-04,-0.01146745328100959
2022-02-07,0.004819952667850632
2022-02-08,-0.0010200807059652598
2022-02-09,0.028567709565922503
2022-02-10,-0.0011026981382853303
2022-02-11,-0.01817293215440833
2022-02-14,-0.029762485347351805
2022-02-15,0.037890382953885554
2022-02-16,-0.00048642041513286585
2022-02-17,-0.012544573114072345
2022-02-18,-0.014456016747591373
2022-02-22,-0.021272903207596446
2022-02-23,-0.004963362216943316
2022-02-24,-0.012844853729002707
2022-02-25,0.016378816956684344
2022-02-28,0.005362070831400564
2022-03-01,-0.006772534741729714
2022-03-02,0.00223477407944691
2022-03-03,0.0014899334210263207
2022-03-04,-0.017922393586149964
2022-03-07,-0.015968664583716492
2022-03-08,-0.019441622996279627
2022-03-09,0.013843768285502262
2022-03-10,-0.01607515231952342
2022-03-11,0.0035911285555244947
2022-03-14,-0.021352200779142776
2022-03-15,0.027431560412339764
2022-03-16,0.0381752512528821
2022-03-17,0.003024405840802657
2022-03-18,0.036077196488050293
2022-03-21,0.011442600170559572
2022-03-22,0.008221567046910098
2022-03-23,-0.010668742473530259
2022-03-24,0.025362028475822
2022-03-25,0.00637391149017612
2022-03-28,8.339221251480791e-06
2022-03-29,0.020470423797758455
2022-03-30,-0.011224636700983451
2022-03-31,-0.006092424491346079
2022-04-01,-0.013653197798177062
2022-04-04,0.0030379331382966194
2022-04-05,0.0023832914582652114
2022-04-06,-0.03914577877123101
2022-04-07,-0.006838747884261242
2022-04-08,-0.012728441386104166
2022-04-11,-0.032742660069801525
2022-04-12,0.006415511494356471
2022-04-13,-0.0052638868834698795
2022-04-14,0.005331543006975682
2022-04-18,-0.021567084328183737
2022-04-19,0.01019016547893423
2022-04-20,0.01750673078374994
2022-04-21,0.0003322919979832113
2022-04-22,-0.047227806009353133
2022-04-25,-0.016119632604006406
2022-04-26,-0.0041035038728377835
2022-04-27,-0.014031390133096684
2022-04-28,0.02805562358539741
2022-04-29,0.0006430466444487985
2022-05-02,-0.020684097521026398
2022-05-03,0.0010385257531562687
2022-05-04,0.017030055310125927
2022-05-05,-0.014503916384294107
2022-05-06,-0.018594179282637534
2022-05-09,-0.031753645766429035
2022-05-10,-0.0004507160864683591
2022-05-11,-0.015030064463906236
2022-05-12,-0.038907155892200486
2022-05-13,0.03362755939233595
2022-05-16,0.0018467822531900875
2022-05-17,0.02020410239574876
2022-05-18,-0.01538081401262327
2022-05-19,-0.03949096731398618
2022-05-20,-0.009427742130581935
2022-05-23,-0.0026489373807397397
2022-05-24,-0.004451149625431296
2022-05-25,0.014264062169510197
2022-05-26,0.02995343587987785
2022-05-27,0.028492198753127734
2022-05-31,0.00910282838385751
2022-06-01,-0.0036455503536620176
2022-06-02,0.010098641609916604
2022-06-03,-0.008705538590128188
2022-06-06,0.001582150794691373
2022-06-07,-0.009523081119073552
2022-06-08,0.002917387768985985
2022-06-09,-0.005093613730807504
2022-06-10,-0.04767558052348304
2022-06-13,-0.0503991287582815
2022-06-14,-0.015521418065265573
2022-06-15,0.02257446086099824
2022-06-16,-0.03187123349038883
2022-06-17,0.0016887197253583673
2022-06-21,0.03847656339066736
2022-06-22,-0.0016372538413708532
2022-06-23,0.006270438710034196
2022-06-24,0.027988661448335863
2022-06-27,0.0052850811354949925
2022-06-28,-0.005214388526884157
2022-06-29,-0.04328527212970922
2022-06-30,-0.006118724372169835
2022-07-01,-0.009273525025258921
2022-07-05,0.0005928467297679599
2022-07-06,0.017364869448773423
2022-07-07,0.017426793328480662
2022-07-08,0.004207109190743976
2022-07-11,-0.015499009891309257
2022-07-12,-0.0005669162069283697
2022-07-13,-0.008913521265728122
2022-07-14,0.0021806556199181963
2022-07-15,0.013602291834327455
2022-07-18,0.030851488832436803
2022-07-19,0.004875415133479384
2022-07-20,0.023871160281350702
2022-07-21,0.0023380383070627925
2022-07-22,0.0010130237396220815
2022-07-25,-0.020833478879119915
2022-07-26,-0.007925315368091096
2022-07-27,0.037212926206138704
2022-07-28,0.01380980075195585
2022-07-29,-0.004776955701685152
2022-08-01,0.018253206896654023
2022-08-02,-0.0008260207523418078
2022-08-03,0.009098614563603325
2022-08-04,0.01029872050278293
2022-08-05,-0.005110009025886133
2022-08-08,-0.016306725718840887
2022-08-09,-0.02323169165795348
2022-08-10,0.023255536249947518
2022-08-11,0.017609174226412252
