,weight
DBC,2.5308117642948614e-17
EEM,1.2999293132466081e-17
EFA,2.4284532789079386e-17
GLD,4.05579612862017e-16
HYG,0.27402035123397744
IEF,0.06263393183310732
IWM,7.28475208039858e-18
LQD,0.15068131026392642
QQQ,0.12904834499282886
SPY,5.321942719937421e-16
TIP,0.38361606167615825
TLT,7.873461330280555e-16
VNQ,0.0
