,weight
AAPL,0.0036880778718696465
ABBV,0.015462622131372427
ABT,0.015116445590984327
ACN,0.004984123130313087
ADBE,0.0007286054394839078
AMD,0.033231340214969096
AMGN,0.024087052661608106
AMZN,0.006716728857930515
AVGO,0.006748833639981116
BAC,0.005229490432456698
BMY,0.04689830586089381
COST,0.08947378972175822
CRM,0.0011361302229247754
CSCO,0.00512408251579779
CVX,0.012197189554488373
DHR,0.030867955178630866
DIS,0.00816715949137502
GOOG,0.002736409419464328
HD,0.006204554870625354
HON,0.0020374258646926654
JPM,0.006491004686653499
KO,0.00945889994972439
LIN,0.03490753425093614
LLY,0.021760140991644392
MA,0.0014935540221476952
MCD,0.02189822636622642
META,0.02171287946457185
MRK,0.01960964490860808
MSFT,0.0010555071922235548
NEE,0.012751187082262114
NFLX,0.08074918407953557
NKE,0.0016068763406955518
NVDA,0.003339958471799171
ORCL,0.010633942667455121
PEP,0.012660922704401905
PFE,0.02053157577269527
PG,0.028069758942667406
PM,0.024904113732311977
TMO,0.01641891989647648
TSLA,0.03230220891471369
TXN,0.008597115658242019
UNH,0.027158090109088262
UPS,0.08196339621756683
V,0.0020677677715680107
VZ,0.08582862409042767
WFC,0.011248060073322541
WMT,0.0656459485629825
XOM,0.014298634407431779
