,weight
AAPL,0.009836883811001323
ABBV,0.009739165223767337
ABT,0.011675814858052143
ACN,0.011525860700203259
ADBE,0.008810934720046628
ADI,0.008667589552566904
ADP,0.010609912723343587
AMAT,0.006899189228967539
AMD,0.005321584508107437
AMGN,0.01164695455653627
AMZN,0.010010350710700626
ANET,0.006579884850690429
AVGO,0.007906483601738604
AXP,0.008583665157896284
BA,0.0063785885201570885
BAC,0.008727790225228958
BKNG,0.009469427166288161
BLK,0.009603990665542635
BMY,0.011869238468831788
BRK-B,0.01301331084136166
BSX,0.00994524268007972
C,0.007925885881257588
CAT,0.009372207791416112
CB,0.010963617989936806
COP,0.00727088253909924
COST,0.013197092562907074
CRM,0.009340426216154947
CSCO,0.010365036639592314
CVX,0.008756978813074962
DE,0.009227010975535108
DHR,0.012856542995240139
DIS,0.010425148200197493
DUK,0.01242821480377937
ELV,0.008699687045038379
ETN,0.009389622236626203
GE,0.0068507917277956555
GILD,0.010680423133171192
GOOG,0.010762977023706365
GS,0.009220509910317113
HD,0.010643130112724695
HON,0.01138734073048245
IBM,0.011095852483588669
ICE,0.01214632172780959
INTU,0.009594288789405379
ISRG,0.009016213782792123
JNJ,0.01368772567672553
JPM,0.009664285128682235
KLAC,0.007207574602918298
KO,0.014226028179891636
LIN,0.01147969972879536
LLY,0.012060216122057658
LMT,0.011340099679194941
LOW,0.008714798964840622
LRCX,0.006615915676087088
MA,0.009609428212751112
MCD,0.011596915947139816
MDLZ,0.013169025835223364
MDT,0.011881839857042834
META,0.008965878939899346
MO,0.011144112767451841
MRK,0.013248495623899957
MSFT,0.010341228289192584
MU,0.00616950180243594
NEE,0.01219610849342513
NFLX,0.007662301281371188
NKE,0.010152459977576796
NOW,0.007832977277580722
NVDA,0.006394311773824974
ORCL,0.010555197422159506
PANW,0.008929125202617029
PEP,0.012892553058683354
PFE,0.01357177738763289
PG,0.013409575000278723
PGR,0.01163038733783041
PLD,0.010521780910749179
PM,0.010532459822394627
QCOM,0.00798245118362677
RTX,0.009270374421874896
SBUX,0.010374912087528752
SCHW,0.008707928696192233
SO,0.010872452365227577
SPGI,0.010224159550958335
SYK,0.009919693170998537
T,0.011782249390397488
TJX,0.009956110901981384
TMO,0.011683335756710638
TSLA,0.005143229072009539
TXN,0.009406571364936911
UBER,0.0072597656094843315
UNH,0.00962570849920345
UNP,0.010269196106243281
UPS,0.011254929212268798
V,0.010746402987128522
VRTX,0.008647089823790043
VZ,0.014758202461689966
WFC,0.008967915203060057
WM,0.01367022515572923
WMT,0.012907002447487373
XOM,0.010728241668359962
