,weight
AAPL,0.0267252925500589
AMGN,0.03375811074369494
AMZN,0.022823619135629605
AXP,0.0364468435073092
BA,0.025267492977832397
CAT,0.024995733903265444
CRM,0.024940784225394055
CSCO,0.031365190660751115
CVX,0.034494507676291565
DIS,0.034369888312058054
GS,0.029871050483439618
HD,0.03643240788552675
HON,0.04351354593040797
IBM,0.032539653508313386
JNJ,0.03977701379707216
JPM,0.036336275903955884
KO,0.04896494487984975
MCD,0.0406133988075775
MMM,0.03157935228488787
MRK,0.03818701224558797
MSFT,0.029704058327568898
NKE,0.027328708429431477
NVDA,0.01585076167099754
PG,0.04324136766835272
SHW,0.033999790131327756
TRV,0.04037609646395713
UNH,0.032285643974908566
V,0.03409261602222785
VZ,0.03680861655149271
WMT,0.0333102213408315
