,weight
AAPL,0.0423711078654389
AMGN,0.05294721877966158
AMZN,0.0439088200398856
CRM,0.040546121842581766
CSCO,0.04814039435187974
CVX,0.03942802160088069
DIS,0.03974285182999263
HD,0.045448668180711006
HON,0.04500727229532673
JPM,0.04067852665397146
KO,0.05792300899584955
MCD,0.05005717771562313
MRK,0.06193732418565158
MSFT,0.05149631996143523
NKE,0.039969895567504285
NVDA,0.02880179795615461
PG,0.05986634740644957
UNH,0.04066747675718331
V,0.04838214518675389
VZ,0.06725287340718794
WMT,0.05542662941987685
