0,drawdown
2022-01-03,0.0
2022-01-04,0.0
2022-01-05,-0.0004583592335145603
2022-01-06,-0.010840792818003098
2022-01-07,-0.009788745065988924
2022-01-10,-0.012083302623375536
2022-01-11,-0.010827962535226776
2022-01-12,-0.009792673575021671
2022-01-13,-0.006234042498269088
2022-01-14,-0.013133309360281231
2022-01-18,-0.022446378449543003
2022-01-19,-0.019199595064925634
2022-01-20,-0.022740855951203343
2022-01-21,-0.036457474956885005
2022-01-24,-0.051979549973092176
2022-01-25,-0.0547478089266743
2022-01-26,-0.05295161449372654
2022-01-27,-0.05133948264035881
2022-01-28,-0.05313862482634202
2022-01-31,-0.038523547574116246
2022-02-01,-0.03174031225993057
2022-02-02,-0.024734602751732893
2022-02-03,-0.030395179223312474
2022-02-04,-0.035536397856441915
2022-02-07,-0.03812321181213829
2022-02-08,-0.034684062519216186
2022-02-09,-0.029382503365724788
2022-02-10,-0.035840838047475065
2022-02-11,-0.04179837805110731
2022-02-14,-0.0558652500144492
2022-02-15,-0.04723572065556203
2022-02-16,-0.049140529398540855
2022-02-17,-0.04460978695616691
2022-02-18,-0.04888591047329982
2022-02-22,-0.05647438535696525
2022-02-23,-0.06192853856409419
2022-02-24,-0.07469411688994365
2022-02-25,-0.05591157684771708
2022-02-28,-0.05890873247754369
2022-03-01,-0.055202309254198
2022-03-02,-0.05451781163149072
2022-03-03,-0.044571268041252554
2022-03-04,-0.047778259417277535
2022-03-07,-0.05015068004973011
2022-03-08,-0.061105041770246116
2022-03-09,-0.0645289197072687
2022-03-10,-0.06541207695898177
2022-03-11,-0.059650096221056104
2022-03-14,-0.06418397387165753
2022-03-15,-0.05706072455749012
2022-03-16,-0.044080850763893786
2022-03-17,-0.041704956093113976
2022-03-18,-0.031848337525067216
2022-03-21,-0.025345101545866222
2022-03-22,-0.02585317252734498
2022-03-23,-0.030311471808667334
2022-03-24,-0.02992206217455895
2022-03-25,-0.024186222541010993
2022-03-28,-0.019394504716000238
2022-03-29,-0.005954930868040664
2022-03-30,-0.003423175756497976
2022-03-31,-0.004797351809995631
2022-04-01,-0.008168065011558645
2022-04-04,-0.00041836460273847464
2022-04-05,0.0
2022-04-06,-0.0067654462640782675
2022-04-07,-0.002551617681569307
2022-04-08,0.0
2022-04-11,-0.0027481058407924364
2022-04-12,-0.01085072692427691
2022-04-13,-0.009152797275550073
2022-04-14,-0.0035325342131812265
2022-04-18,-0.012201171544098166
2022-04-19,-0.008136524605553808
2022-04-20,0.0
2022-04-21,0.0
2022-04-22,-0.02186742679159659
2022-04-25,-0.039227250275294834
2022-04-26,-0.041044487826601195
2022-04-27,-0.049425640197829135
2022-04-28,-0.03796085368143509
2022-04-29,-0.04502733508559975
2022-05-02,-0.0628740483759278
2022-05-03,-0.06305459641262767
2022-05-04,-0.05117112099049437
2022-05-05,-0.056257304346870374
2022-05-06,-0.06821467619793942
2022-05-09,-0.07576521493330424
2022-05-10,-0.07461725929380458
2022-05-11,-0.08144313461017749
2022-05-12,-0.09321626757024992
2022-05-13,-0.08706899237723953
2022-05-16,-0.08004968287699965
2022-05-17,-0.08896122187130506
2022-05-18,-0.11136298449143744
2022-05-19,-0.14125294873007344
2022-05-20,-0.14132087449508823
2022-05-23,-0.12931968379807113
2022-05-24,-0.128169685031001
2022-05-25,-0.12259539840307487
2022-05-26,-0.11027500289941938
2022-05-27,-0.09996687714818708
2022-05-31,-0.09261507617556464
2022-06-01,-0.09028183593687289
2022-06-02,-0.09349743762023588
2022-06-03,-0.09746597323471295
2022-06-06,-0.09723032352000971
2022-06-07,-0.10561367095721286
2022-06-08,-0.10391188058685319
2022-06-09,-0.10649511037084791
2022-06-10,-0.13022273530034
2022-06-13,-0.15217842255509106
2022-06-14,-0.16117332303666587
2022-06-15,-0.15589236513553095
2022-06-16,-0.1673313438310695
2022-06-17,-0.1657333662700956
2022-06-21,-0.14874144585080662
2022-06-22,-0.14429711024616665
2022-06-23,-0.13688293152978004
2022-06-24,-0.1206920310938433
2022-06-27,-0.11875215346491186
2022-06-28,-0.1192352231671725
2022-06-29,-0.13714787391108563
2022-06-30,-0.14435093964501522
2022-07-01,-0.14043798037630573
2022-07-05,-0.1350934947621928
2022-07-06,-0.12494382743838117
2022-07-07,-0.12330028043117347
2022-07-08,-0.12004125621414319
2022-07-11,-0.12334843044686661
2022-07-12,-0.12210527449436048
2022-07-13,-0.13047224054701378
2022-07-14,-0.13250137902890757
2022-07-15,-0.1173553767095844
2022-07-18,-0.11156338214804962
2022-07-19,-0.11156727903063368
2022-07-20,-0.10216053744871556
2022-07-21,-0.10573599141389767
2022-07-22,-0.10363184201911735
2022-07-25,-0.11078674909498354
2022-07-26,-0.1271403656632779
2022-07-27,-0.11308427743639315
2022-07-28,-0.10068099259410268
2022-07-29,-0.09068491535329082
2022-08-01,-0.08616473411193393
2022-08-02,-0.0900335894560198
2022-08-03,-0.08824917017434586
2022-08-04,-0.09050850004913347
2022-08-05,-0.1004030712175239
2022-08-08,-0.09413434211821847
2022-08-09,-0.09824252067126926
2022-08-10,-0.08732702367109146
2022-08-11,-0.07957958653818287
2022-08-12,-0.07615856311671232
2022-08-15,-0.0692627505383765
2022-08-16,-0.05169461062757874
2022-08-17,-0.05097873536723452
2022-08-18,-0.056751257487537954
2022-08-19,-0.06063057718891307
2022-08-22,-0.07550494551139186
2022-08-23,-0.08502257299059457
2022-08-24,-0.08730982306630852
2022-08-25,-0.0839047143644176
2022-08-26,-0.08052842451881104
2022-08-29,-0.10718763050039115
