,weight
AAPL,0.006884657046046608
AMGN,0.025758096728343432
AMZN,0.0031690419273160747
CRM,0.0011883462637265777
CSCO,0.01832614516333009
CVX,0.049074919287360894
DIS,0.09096574589578936
HD,0.020151128928418704
HON,0.025518404298315
JPM,0.018137511227846435
KO,0.17621183746770908
MCD,0.10906424017618518
MRK,0.03259949201285467
MSFT,0.003613523414219528
NKE,0.011847963433625366
NVDA,0.007510688631113461
PG,0.12385320665299704
UNH,0.030945582068564285
V,0.0025219849456867933
VZ,0.16929474713882342
WMT,0.0733627372917281
