,weight
AAPL,0.04195739916546636
AMGN,0.04958516678675815
AMZN,0.04467426576325264
CRM,0.034421442674935354
CSCO,0.05124476338244214
CVX,0.034829226267661745
DIS,0.034735019089196205
HD,0.04746748006743496
HON,0.04206903413340037
JPM,0.0371030277129722
KO,0.05760996495785346
MCD,0.05278215200483809
MRK,0.055508993252960076
MSFT,0.051594445329369396
NKE,0.038377826257239143
NVDA,0.03063882373667427
PG,0.06983816583267873
UNH,0.042454315159250904
V,0.046197811024527274
VZ,0.07805068735099677
WMT,0.058859990050091696
