,weight
AAPL,0.047619047619047616
AMGN,0.047619047619047616
AMZN,0.047619047619047616
CRM,0.047619047619047616
CSCO,0.047619047619047616
CVX,0.047619047619047616
DIS,0.047619047619047616
HD,0.047619047619047616
HON,0.047619047619047616
JPM,0.047619047619047616
KO,0.047619047619047616
MCD,0.047619047619047616
MRK,0.047619047619047616
MSFT,0.047619047619047616
NKE,0.047619047619047616
NVDA,0.047619047619047616
PG,0.047619047619047616
UNH,0.047619047619047616
V,0.047619047619047616
VZ,0.047619047619047616
WMT,0.047619047619047616
