,weight
AAPL,0.0
AMGN,2.4400924194430182e-17
AMZN,0.24370785449526233
AXP,0.0
BA,0.0
CAT,0.0
CRM,0.0
CSCO,2.993713153768429e-17
CVX,0.0
DIS,1.1376505609169642e-17
GS,7.26818021879253e-17
HD,2.3030886781815764e-18
HON,0.0
IBM,5.50826135059184e-18
JNJ,0.0
JPM,1.1657285463191233e-17
KO,0.0
MCD,4.0926718096261544e-17
MMM,0.0
MRK,0.0
MSFT,0.393284965002149
NKE,0.07879279101897455
NVDA,0.0
PG,2.5078550552233622e-17
SHW,0.03888299054018579
TRV,0.0
UNH,0.0
V,0.0
VZ,0.04826173524018445
WMT,0.19706966370324397
