,n_assets,max_weight,top_5_weight,herfindahl,effective_n
equal_weight,49.0,0.02040816326530612,0.1020408163265306,0.020408163265306117,49.000000000000014
markowitz,10.0,0.4447598048783565,0.7956808032946014,0.2407817727205935,4.1531382907476715
naive_risk_parity,49.0,0.03152284046971102,0.14238031282482885,0.02159993820973611,46.29642873465503
hrp_style_deprado_nrp,49.0,0.11007254239928868,0.34874211181880843,0.041988117002624156,23.816262109051053
hrp_style_corr_ew_nrp,49.0,0.21445719936941904,0.5600243762115188,0.09440970488066215,10.592131404965645
hrp_recursive,49.0,0.14752549614071123,0.5093872536671563,0.07136983869412415,14.011521089262732
