equal_weight,markowitz,naive_risk_parity,hrp_style_deprado_nrp,hrp_style_corr_ew_nrp,hrp_recursive
2.4003188921685834,2.532308561427015,1.609270570917926,1.619388669718035,1.6835627035440932,2.04153436043983
1.6926362006785058,2.2563785037461566,1.323486960950826,1.8454550008529875,1.7399896295491046,1.4642800696849252
1.5185570756918092,4.156885641027648,1.859927934303425,1.2205363151579687,1.5449854692432206,1.2926743063984214
2.4785851778305426,2.85829186411731,1.8336430699905284,2.3445954282397437,1.531015046213154,1.5652756458240369
1.777314544889726,4.706134050982503,2.1000911757602787,1.6129615681709017,1.2933729002446472,1.6805551970616974
1.2795167892823887,3.6984581542120467,1.716599783668127,1.979253598761173,1.3424639310162163,1.4086541604623872
1.2466995114360753,4.212853631573944,1.760825579004623,2.280133477641355,1.3057485578176715,1.7129702504209876
2.2796254009443917,3.1116580148323525,2.074100228984779,1.8683726960353086,1.9680801738446778,1.2796067735333818
1.9168032610276142,2.933152188318329,1.4800587647934533,1.7186898111939277,1.6139039536065294,1.4357778391211873
2.430961778445534,3.263720050136951,2.231759022913864,1.2253185267540176,1.3704000897694666,0.9112615072823274
1.4755691412815406,2.224040503638988,1.4917899380538504,1.8232827149450417,1.7075058594420036,1.9529650183444274
3.4019137509329016,2.9877674855937566,1.543962331850886,1.327835786005333,1.0902686763824996,1.9900542736611473
1.3489259157120834,2.923357344988636,1.7636430196012878,2.1918430619270004,1.7607329061552173,1.627273208622409
2.3374467867950965,5.336705831554902,2.235917806696878,1.3377883553796988,2.1197978807964986,2.0637915195767675
2.3276520334641737,3.390071718431289,1.6281431319450146,1.2679945882478714,2.210474428387674,1.467833700029577
2.5167860928964574,4.037826047655203,1.4484958385357867,1.9238443876017366,1.2561006013596856,1.6718899786479657
1.6891313768822938,2.62108740648213,1.2572862321550522,2.227899775262571,1.9378174432522774,1.892093783871954
2.476662569385365,3.5152178690904643,1.2131739001250235,1.7986823115179618,1.2635069945756652,1.8861727194540592
1.6459668673869474,3.666215454137475,1.8839518461933606,2.7079188169129607,1.6581357880064107,1.7023175032923292
1.9343813154865066,2.9247895839076317,1.5610037799703793,1.7339848177485555,1.2063861157447682,1.7617221279169248
1.7240444222305644,3.641280579429929,2.3246431548004995,2.2910749799473358,1.4123757398283618,2.4213323029210327
1.4449953750341773,2.4492737574858703,2.0783455570676783,1.423595961583933,1.4012570642972682,1.7352787089438653
1.7774327910114422,5.043327044884483,2.6230938623121256,1.4909786522581843,1.3311566606595355,2.4427818193655
2.448546477804949,2.6571008968839154,1.5960371369354567,1.3733302183506941,1.8389979903376699,2.1858660487290256
2.631967997884681,3.552854640165474,2.3627450631090596,1.5013499941409418,1.5316598893324138,1.5603468220738324
1.6909040593986184,2.4899757218113554,1.2709591125471131,1.5682718812377157,1.6798412424630123,1.7856821543308878
2.316651336170084,2.9567137972041997,2.1079139062204026,1.5646716050954166,1.001161659291898,1.423261425653142
2.5423910002260994,2.5977727802791164,1.6062083283135267,1.5862356583538801,1.3447862445337646,1.3152842706264127
1.8048329703999388,3.3829618240533272,1.604572226835797,1.8031924327609756,1.2051706548458627,1.7118524865431473
2.3680139858807725,3.5130729535152976,1.1190501471321268,2.3129032338990805,1.7512837881788328,2.080871489588986
1.441044327720169,3.243190882434035,2.3012291663152675,2.097621566385999,1.9284900043681747,1.3831812652061237
1.874190035499466,2.349012228947297,1.4477023448119064,1.524656525624469,1.3275094638321472,1.7401495092734627
2.122552684824552,4.128226859130339,1.4432173512245392,2.0698093534387465,1.6894823848404539,1.4009270280100312
1.8969300574670074,3.1717528943275086,1.9743451171710256,2.0612615922435156,1.7230679114207754,1.4825806636229315
2.0052734835362713,3.0650864338058263,2.82258069590104,1.770737459887006,1.6740077775401128,1.7973054021570933
1.9880838247213881,2.204217040756204,2.2881942546769496,1.8364848460348397,1.5135390754826168,1.8105382627136382
1.577378870432666,2.559448056006532,2.3667728007715256,1.9228942285836217,1.5614965245509191,1.2971154216807166
2.266730409691122,2.860573381931857,1.6414129944070683,1.5957746231935317,1.8632889641326895,1.4196458690656149
1.553197394473742,3.6928571518174413,1.4808772513579807,1.510147144032614,1.695284443241631,2.5999538209036572
1.7169342083146095,3.128554219285895,1.3401073893011606,1.650761395301588,1.9305299179357267,1.3946404526842369
2.027897579766116,3.424357944647385,1.5228380388801448,2.0891501774649672,1.685701010533453,1.3857628408771012
3.069365363813147,2.53357691354785,1.6065665932089916,1.981486065942248,1.4096938968817283,1.7483050127603297
2.4784506716945947,4.131882968565611,1.5750816713410847,2.3173589224547086,1.330141147527286,1.8352456720430401
2.3642862760073777,2.524326937944671,1.8489424903021088,1.6648132854086077,1.6255196915933754,1.6097300568128532
2.3295183276095206,2.6269065556940356,2.2765585623728883,2.385476170593701,1.971614195241619,1.3022466323134192
1.4096590648319647,3.7163687102795846,1.7521771561251471,1.5857456089635709,1.274463522033868,1.8110559514401616
1.506021669077939,3.883763428521297,2.156032354440311,1.284672541641392,1.8719269962272111,1.5454025627082657
1.3584283314022378,2.9954149315914393,2.313423354924425,2.9728394967480516,1.089261260927504,1.4175812501988552
1.719589597077904,2.5245093326686834,1.9217200014278293,2.0953857779895397,1.628221521176878,1.825862163229667
1.8862771686504396,2.4731568690806784,1.0607142385636712,1.3457080238163939,1.055149303394338,1.8968355960767216
1.8327348784151074,4.3015050300224775,2.2177338526173407,1.15939900128254,1.4443002258198623,1.378649585718413
2.0870318856317702,3.219623165066337,2.0428062754440575,2.5681043881269545,1.3896599520148447,1.6408575911401306
2.6682343404482056,3.0896519078757962,1.5480368769913766,1.6519485129426723,1.6488647151567442,1.3006246099366936
2.722825673867997,3.7619804408106026,1.7580773498071598,2.082108069805282,1.3291371457113115,1.7241363456834649
1.4326882408049655,2.480132766668679,2.4231292811752767,1.902306963454658,1.0887588292995931,1.8640976907897457
1.610427900625105,2.238240610956903,2.2114319930766766,1.3545076186356735,1.867664957221965,1.3670122734249042
1.7049208906097835,4.359569284044985,1.4690628878829273,1.2512851741964,1.5248423199640735,1.9296299809243975
0.8249994011555858,3.4727234414953583,1.5199821970134038,1.5768577656447922,1.4387415917543422,1.888822531052828
2.0286180224163077,4.026967900242004,2.37893231311002,1.3054390952236314,1.8144698034790663,2.5576981674626937
1.3575005448029012,2.577361245306346,1.6240300052227519,1.8528692680675305,1.6819486441990799,1.5993244291404862
2.2312946345874343,2.7240218274914034,2.078997639485543,2.0350552960377737,1.4309621821387402,1.8011904473961053
2.2522417067887144,3.6584553861037477,2.14962413940506,1.7453659774513592,2.3037708027652464,1.2314287125150571
2.58580933807278,3.1297931714268294,1.7275749854640812,1.45388607203176,1.584431134494073,1.9214017282278986
1.6074977190042727,2.6966941941687357,2.2019751291740195,2.044909206657925,1.60012088247471,1.8833219680606024
1.7798964910108295,2.76761924767196,1.451067405384846,1.6286020248367148,1.5155737988857207,1.4056658058880187
2.951268853047181,3.1478179525665944,1.4868387351111507,1.0874327596470048,1.9029662897136392,1.5372062587018507
1.612202574240569,3.0209115634291144,2.4557166668066044,2.4273337396329757,0.9479864643172115,1.1343491660846599
1.4628866453562803,4.1290254299151945,1.8176854409894887,2.288525228027827,1.6411523691983316,1.9221889250913224
2.1542873434799574,3.033986578605835,2.27327828889845,1.8346517912946794,1.1679277164607162,1.2204638638937897
1.5877605169730342,2.86660791212706,1.6573057913959448,2.6377027999930074,1.484089930172758,1.615709380873624
2.6330212048125032,5.820553341378619,1.3631069326909988,1.9079363955677364,1.9828338875069034,1.3837238501179696
3.368423707387782,3.5363484137025676,1.6804411928136718,2.060070830629237,0.9827128790347405,1.8086375431898871
1.4139239310619776,3.09373707508515,1.4407828912056884,2.237725616692082,1.4160062895923569,1.3917750888395621
2.0026587283658692,4.484405454833532,1.57465175033598,2.195180182019739,1.8436576438275294,1.2031005758710154
1.840647623950303,3.947672101855427,1.6233745296316444,2.015555045487797,1.3014960566727518,1.417454242358953
2.361738917407306,3.273391782193578,2.0211293174635934,1.5130924019236285,1.530151230010699,1.9065978324341322
1.3613991555107154,3.6138101108166327,1.8996326590269106,2.090708788416814,1.3205741993629296,1.131240067695936
1.7478248487409846,4.320758711872066,2.656574143387762,2.3959345377437584,1.3797624794909278,1.6145985684718942
2.6629004098011957,2.3115458801254705,1.2078530292760923,2.008072636476925,2.1004867020658913,1.4498651812371772
1.864821438596452,5.069581192648376,1.5599027764835716,1.8645200077628918,1.6395168374157427,1.6014535891606174
3.0866831038384377,2.312306122818754,1.776081029521766,1.5150039663805834,1.1829050771001806,1.4693969137914398
1.7520884324237005,3.0479219240273148,2.449945077697088,2.1284096448429595,1.5151003493165,2.0686415945268077
2.0292789661001716,3.664393411715597,2.2663124335459224,1.7520422708907344,2.918393799161604,1.6713684637548296
2.812081503298407,3.3711433965811537,2.060929094898378,2.2958999649379828,1.6307249682420524,1.2190297730030886
1.268985795172518,2.547042488088574,1.9208206084952353,1.6412099202809307,1.6872442506007272,2.105513310550499
2.209357044826604,3.0607708083074834,2.332718778397962,1.6843859538479458,1.7172776082248113,1.8531920948234692
1.48355622550001,3.5230074763093846,1.8835232311815129,1.8914122957412554,2.1783840369218033,2.420889908962235
2.997690886488394,4.129570562892684,2.5203917360298322,1.7549906264453452,1.3020534967147646,2.2846520783649296
2.6697831480987717,2.648094191834306,1.8394278656806575,1.8576043728440872,1.8520622894272452,1.7657291977209213
1.6152891377172105,2.8238296938821636,2.0642143261655175,2.1940550126505958,1.1993962706871524,1.5207655663005455
1.1742784868829435,3.9689560570489255,2.2099014405306647,1.2614038435696504,2.6611085910969936,2.080202838785541
1.3574874446301102,5.31709416580591,2.2703862700986246,1.8842686069873908,1.219044512655647,2.713134333107134
1.5673468843923144,4.814205629366883,2.347245505026298,1.34366868604807,1.7371594268728698,2.301831808773309
1.4950440405706806,3.460076212593327,1.633783494687986,1.7232172608500316,1.6478808155052052,1.8502838594515043
2.0435636131331703,3.1335865044323135,1.8616794268558094,1.942813853614271,2.000978996505765,1.992660961674452
1.6403260802907578,2.34166626169091,2.4037506231513994,1.6802892180814937,1.2914874526166562,1.8677035799543842
3.0491623780831705,2.9615610503582217,1.9403119188926679,1.7457179984539604,2.020149627813943,1.6295389067744463
2.26656894464013,2.9894781176202185,2.1275996533476653,1.7840276951364078,1.5120215076096875,2.020135391341268
1.6866012109145896,2.3416933033229843,1.75826849940412,1.8450253693283294,1.6833730414054124,1.6312701240909684
1.5572248094954053,4.573778118530478,1.388171048914394,1.7591260676626044,1.7005538569270788,1.5685542550867715
1.7133781738005647,2.8672664268833556,1.7972794307829694,1.970153358407514,1.6940857642311586,1.8892272311408194
2.383891613572259,2.860122503317851,1.527355777533898,1.6324253671756088,1.2570137009507594,1.3462945849869428
1.153623385011032,3.4618566212234847,1.7936897440661708,2.383972930682705,1.891088875784282,1.7801658006945182
1.3731607855711996,2.844534961399422,1.5809064498714747,1.5377005566886286,1.4361799146387801,1.9224803677237032
2.8543981825446245,3.5102341153726915,1.2111631032265582,1.577381295571238,1.7561315571984175,1.146257415119504
2.006989498167062,3.06912088062716,1.32312714715343,2.622211756602865,2.143469093588571,1.2319710014022227
2.0436868624619016,2.017395899349309,1.98643347333027,0.9840287349609903,1.0405434185273634,2.5345948085031407
1.3269968532568055,2.2738474027801914,1.8337685039069742,2.0281412586520027,2.336639030447561,1.4805977479372028
2.5726759703567197,2.237633784846766,2.804988217390154,1.6719647886262439,1.2207316852583812,2.1071880517720345
2.2941615349159976,3.1541882426080825,2.8007393493714496,2.8451117091111073,1.6851895829282593,1.4725191911582838
1.7862799610462212,3.1738261415829996,1.8763841393016525,1.674738517643797,1.8159279343794072,1.2631766670554856
1.9458910472666426,3.046299349110108,1.204616299219892,1.3786769150762515,1.3531612817791416,2.628072003358685
1.2982180275842372,2.9973501822872763,2.762790446521672,1.4070131157704648,1.1021847855281115,1.769368425242495
1.9991948073835548,2.4412621146852067,1.866502533130327,1.6168476275118204,1.4775068807934386,1.7622964680026951
2.0104478104660752,2.6246185374597295,1.1575971356957466,2.181275469081547,1.5111913193546334,1.2224163416836442
1.8529044318856933,3.2281293467711416,1.2976346013969762,1.7536916188946514,1.4328392140344648,1.826771449373955
3.0525762528693576,2.363484276985522,1.5135204840687373,1.606261331408829,1.7373554405497247,1.9069779128066502
2.605224839076992,4.083935465306535,2.259979697413413,1.9723285554077972,2.735036396432876,1.6693085316269942
1.5795915811095256,3.45033775049406,0.9857788787894787,1.3331390860559438,2.0908685036888066,1.6163148153425757
1.3675225836655267,2.4522649773769936,1.4040578399830725,2.597040498590505,1.5797790895527217,2.0116773430976633
1.4155783356788154,3.101045090544301,1.8052820625401764,2.291279270049505,1.7892243353225141,1.3523384683862008
2.4077370694507194,2.967708438915923,1.9342041713755675,2.1468683298014217,1.7716203266536201,1.9215015615672575
1.7852413285273157,2.9519748303559026,1.957914475776704,1.1595797205090297,1.5701003822273456,2.016596740840697
1.5423230917375446,3.3924819570133153,1.6972118981464142,1.5484436461085225,1.2951393803956956,2.173968151818144
1.7770841495503045,3.212527669119941,2.3159075123740287,2.5431926354606977,1.576231494259669,2.2087329067305195
1.6130556867301773,3.799387683706351,1.3191416477658537,2.452515237545669,1.7164857322249927,1.8526231583287283
1.4114472849309847,4.1785943262898755,2.4027752943397607,1.0770881938706105,1.6122193346619293,2.2875613231747036
0.9241722708393165,3.0462743748211283,2.1157852809744937,1.2827354104769952,1.6878111945722565,2.1547676912113936
2.527146558795463,3.929923301221665,2.043467573122585,1.5188104270358707,2.8409854552924414,1.3778368281156061
1.8790263922427364,2.232811412285481,1.5479233221859254,1.7867511143466583,1.2355489981390846,2.144505822023841
1.8183194970693102,3.8894622599667428,1.781477243863791,1.9988646056592345,1.6752716992185421,1.3433592444677798
2.4321875578339536,3.3821662736296467,1.5707225612512254,2.5099004620612444,1.410185010067936,1.3435786894438055
2.871259104815592,5.316631413108027,2.0021116822259684,1.4074108832425478,2.022262360514729,1.9182483001990012
1.9885488916206606,2.84301978052547,2.3522550327839182,1.2873190205436353,1.3621866124993733,1.8893179911057056
1.2755274996238435,4.182561692800686,2.1341603179624116,2.373304675344086,1.8737770117970722,1.2070721598249037
2.064538706085666,3.7876907608347823,1.728925495675809,1.539922734947833,1.637119269934223,2.1852156531509452
2.3633849723325975,4.391116764405668,1.617272346843413,1.819521381203828,1.3380748921206698,1.408343274716225
1.1981016866379934,4.937676199034096,2.1598127407063585,2.259084791618829,1.203461572390617,1.6828020308098097
1.9098077330888412,3.2521366953001216,1.5496807589607668,1.71908680585431,1.6454014126851186,1.62684081694974
2.5888974526759387,1.6518699273107522,1.366463458758725,1.4349454750509216,1.629562851922597,1.9311127485879516
1.4206891547085614,5.544036163209367,1.7678205602599595,1.3198054202381182,2.0498026772524702,2.3322953364221104
2.045699534574148,2.595495014629386,1.7493263079849155,1.012219971659179,1.5267884165671206,1.7192296235014803
2.717562793476042,3.7058143677829887,1.921145326384691,2.363825674255066,1.825194855681841,1.8490988653977685
2.424867531555925,2.401312205974163,1.3304210594304309,1.9833696157939578,1.7268363994313525,2.750075778591326
1.732034428768023,3.5296106735662707,1.7982415814610835,1.4669744236115785,1.7230653431873182,1.6306997920280573
1.3306268783698592,2.442029543023442,1.9355461338847149,1.4537704910834883,1.4021597903621152,2.011345691723513
1.3839960270169587,2.4291740961949504,1.6285631385121186,1.5202403312227468,1.468743162006749,2.2939585269087286
2.3783947886686594,2.631277361639198,2.302102839853598,1.1351054949358328,2.4603451233440685,1.5950168770793351
1.6089573002775333,2.0301544070488604,2.681106184963488,1.703284357755319,1.5883698700869728,1.9598085954346225
2.0620067884140667,3.9532977322030103,1.924832796233888,1.446978039795588,1.4043793538837355,1.7887095508769337
1.5632675151239075,2.8154871426852113,1.2023741612622578,1.8085499930152407,1.5003082623575674,1.8964243135021719
2.498627156367461,2.994515256006591,1.102483080973034,2.229439186731855,2.068270226363794,1.9962873090357283
1.80603613103558,3.345384744919238,2.102178449174839,1.0304724138994987,1.8317982140654026,1.5645665616234912
1.4446922898312706,2.8942159023225424,2.050517145613451,1.7205526728682639,2.0771920489281506,1.6878358802666098
2.237579203815526,2.702126152191401,1.7100012613704372,1.982731466788765,1.7207898241116082,2.108696835070793
2.39750202322384,3.1948522914544184,2.0066195633693535,2.2330568421176595,1.710975459061413,1.4055487437219205
2.7324207513923815,4.519312568700544,2.177122455947446,1.7443996376633952,1.8405314572708944,1.7875593947872344
2.263125418956789,3.0135614385157923,1.656094195831261,2.2985695775665533,1.458194886525231,1.712374983093592
1.1694559804467997,3.5613004672077313,2.050572825333375,1.4795960613627284,1.6495338011497878,1.528165070903153
1.265601714047029,2.23109963037509,2.2468816653268187,1.982475110700542,1.0916528996648165,1.4620571175457833
1.4365684345157441,2.953973061040162,1.3084447106194608,2.3628437104249844,2.0223817514664244,1.4955473484124884
1.941200927509932,4.126029534652402,1.77759368239112,1.7496423747094534,1.9596355262939422,2.5757589595319006
2.0545376978132777,2.5975710279042405,1.6543167245839525,1.3124538312523872,1.827591398730085,1.5657743498968375
1.8202060192600755,2.8433526609503104,1.213748862836945,1.5750637891528054,1.1134749897529148,1.3744357313656905
1.1491867963590239,3.31062904532441,2.032556883311669,1.91053360816261,1.8003497352773086,1.547922811106514
1.7454369632272262,3.0560864601677626,1.8531581573288154,1.5898995303068737,1.9589448295391212,1.5077275706403181
1.7136972850369785,4.307795039511531,1.7630646106337364,2.3815700474549684,1.5546044862085615,1.7555328372772683
1.3542395990170182,4.392309053648954,2.4039814799226806,1.0768988537286797,1.071181207241785,1.5778620435456283
2.329713069352598,1.9601607801410188,3.63656099035836,2.2493408366819825,1.34737685661943,2.4343555630649636
1.1361021300277387,3.348196806223034,1.2793897754721575,1.6075053803044328,2.0687656320741845,2.2209211386461867
1.2285916207837786,2.8314366749723243,2.2589345880720857,1.5167471464791409,1.4660102011012988,1.9951912753132248
1.4219481711761806,2.3105133055514377,1.1675389467406792,1.2689955118821612,1.6162229336534464,2.0240497768421704
1.2365612965133224,3.2923984228166256,1.198422705099877,2.4163167397068297,2.7578086264796715,1.9198333745887703
2.1625635448034717,2.529288675058959,2.7648297264026316,1.5213865889329992,1.958040850764359,1.6582206510190327
1.2638440045637904,2.725830558789059,2.739045586150755,1.6033288801404815,1.5915216051440013,1.964884430602896
1.6663017369682498,4.117578970053468,1.815786747846962,1.3988942099908943,1.1551161322326082,1.6417505820623413
1.6717815138359235,2.5157361428804896,1.5108277178989382,1.8175189632374764,1.9231399045285533,2.8019164463546113
2.9056514034075756,2.31304687187385,1.7366884145321577,2.640140881526745,1.3806564763708553,1.8613152838828455
2.239627218080613,2.46889412585692,1.3530248790974346,2.0031181214265876,1.721721863782378,2.0164004822167194
1.3630792479230371,3.9372028875248093,2.3467845989144833,1.5604175249199785,1.6156579614955084,1.5718344678174938
1.5880671037517267,3.52229254321865,1.8175591000158997,1.0865356691620613,1.4095474868779543,1.7907865572601689
1.7512715916221189,2.702079457971626,1.320925256090022,1.1158073953754775,1.628392309765803,1.6716903403244783
1.5874592834030645,3.08888226695698,1.4444908002840815,1.12181464427243,1.2311459088069667,1.743647962293248
1.3187105326375905,2.884489977327228,1.900007477906572,1.6477783837320625,1.668259730710232,2.286124795180905
4.3672655120974255,3.8886105862168425,1.4856257047539647,2.5667951563136997,1.8235278856587396,1.9732848156053189
1.2367767818574544,3.6280723013100964,1.8350247889271212,1.0403048765056775,1.713164903294281,1.6727493139618999
2.4469518714251746,3.3444781377053987,1.821162627233919,2.709178401495076,1.792659952866645,1.4848904265502807
1.6626250926308623,2.5419647093294153,2.7647295086906283,2.47890416284425,1.7900116905999026,1.5433686983666868
1.6402523326192024,2.9812900988863893,2.5700019566819474,2.291337445490937,1.2343226290903067,1.5810616913599909
2.4092780307945203,3.088952536922437,1.2602833666917028,1.3559582501193337,1.8618488285718977,1.6651013329159217
2.6980814391162222,3.676191293549163,1.9574793221359839,1.6009395336594319,1.700055391780712,1.4186817242006389
1.8402596957192208,2.7432632480566537,1.8447985370254265,1.5084862749088093,1.2128790701371124,2.06377145848616
2.1430264782874473,3.843106985282664,1.9857250322321744,1.3572998609025448,1.6268314186938333,1.2083484002307618
1.819887941337352,3.3497801587334814,1.8363601143576664,1.535869406362697,1.7213515195497897,1.557639422299787
1.3220175667901153,3.9285105335565387,1.7857457311490723,2.504330976228326,1.5127387856029024,1.5078028112482116
3.028479955604133,3.385817439713648,1.534606509829742,1.5294035162178776,1.2308469846601096,1.1919374165335899
1.4196207414746185,4.015530173989434,2.1562865086761653,1.5418227987750137,1.7459911236863048,2.004226491922591
1.0970869764874618,3.6265126306199176,2.1886773468564673,1.3799744206692262,2.415949913350904,1.3258857989822925
1.8018336036866072,3.464410453312433,1.6613285926802446,1.434739167457576,1.4189050515143835,1.194175734238574
1.6674277492770966,4.084201733170752,2.642931171620847,1.9599943509262734,1.6005919254373788,1.3422140278629504
1.8868358462128496,4.096728577533739,1.3444117039689243,2.0299263882168597,1.6087892462584996,1.8599764481699868
1.9390649420575183,2.6580879693136032,2.0743872808768926,1.8327173976647226,1.4481847399925862,1.2207996746105203
2.182331959527284,4.669118824769699,1.549104134952293,2.725662761856109,0.998662696627811,1.7867579419755473
1.685637578856722,4.262711293717183,1.7508647462540352,1.9807233589824056,1.6198942817675954,1.3104400103807423
1.5570018635335785,2.1042814245326076,2.18757734060832,1.7846266650156952,1.3032955846532035,1.6898400399549434
1.085543855094123,3.5838532142007313,2.049303417246974,1.7222513953336338,1.4394100459429926,1.8371678395068252
1.14149347432093,4.426496331505727,1.4711747946310219,2.064512844658795,2.1107132797996484,2.8502621696756174
1.4396531062559819,3.297258857401075,2.293202180195588,2.1298385992728694,2.6752459029143503,0.9444688585447716
2.3168431971987355,3.737903310623476,2.8134319909120933,2.0202549858724765,1.733177181075042,2.6468598435957538
1.4302451246721102,3.3827101708410696,1.4876188522874467,1.7089708773662309,1.761253197493651,1.7694009422900714
0.9775124911528892,3.1503186352685,1.0576060332157062,2.453098081722439,1.7457870100597863,1.8126191867847847
1.5696218983288877,3.437408122956253,1.58069429663118,1.7839117401585747,1.608811817150046,1.748667524431775
1.4287033317019888,3.070187905236975,2.613837465462881,2.0244818926538564,1.4522412866262013,1.6209341074153962
1.2848535799100325,2.717839857952366,1.4071591039772027,1.7529344832243865,1.2684637141769581,1.7085335277923275
2.645401856112954,2.831333748148733,1.6627793701497011,1.6567333439544993,2.2905759642968246,1.6234181517631248
2.6984329553846464,3.46184332076128,2.0119938960585873,1.4903571528160648,1.7723491831161677,1.7728917355902414
1.117235332954742,3.3721716594585502,1.8725826953165954,2.530027755556866,2.059136543883788,2.1797709413000494
1.7632502063285302,4.700831915840563,2.136346023854025,1.774645092770833,1.4700142613568876,2.132858092702059
2.2624450230070092,3.281196025069722,1.4368883820387819,1.742112499488233,1.8830159301072065,2.593539675155148
3.1024903830088317,3.5121619442032306,1.616499591518343,1.7595912520099382,1.384610112452881,2.2737443054329862
1.6475494663642343,2.9126513639862437,1.151523099060308,2.541250218462325,1.238915830275086,2.167635736854861
1.3531008565796216,3.9196893080872472,1.3328543161362987,1.8810635879723434,1.6463735888034936,1.9396858901242404
1.8184499063098265,3.5902686793730334,3.1713769858146055,1.464679149665376,1.311951264239588,1.917628877992478
1.634394190514921,2.8586785570288344,2.407550148561858,1.5898306121488015,1.2935937005651228,1.9935363687222918
1.8887711579830466,2.893675348414263,1.373879409237348,2.0675712045924435,2.3216694503569664,1.5166529923799164
