,weight
AAPL,4.373580253607501e-16
ABBV,3.872692475136572e-17
ABT,0.0
ACN,1.3258450138908913e-18
ADBE,0.0
ADI,6.438080075677576e-17
ADP,0.0
AMAT,0.0
AMD,0.0
AMGN,1.2488519055667488e-16
AMZN,0.0
ANET,0.0
AVGO,4.3429611857403594e-17
AXP,0.0
BA,1.0174186513797887e-16
BAC,4.90149489484011e-17
BKNG,3.1927201887844104e-18
BLK,2.548109936605366e-18
BMY,0.06276073776130389
BRK-B,0.0
BSX,9.4528347667783e-17
C,0.0
CAT,0.0
CB,1.1090538448074749e-17
COP,5.317929777635486e-17
COST,3.851988583590372e-17
CRM,1.5677969245156686e-17
CSCO,6.224874165787553e-17
CVX,5.433064956015589e-17
DE,0.0
DHR,0.0
DIS,3.830740388957536e-17
DUK,0.0
ELV,0.0
ETN,0.0
GE,5.819475098905237e-17
GILD,0.04046892900439235
GOOG,1.3648808963797621e-17
GS,3.4630466950228664e-17
HD,0.0
HON,0.0
IBM,5.3307794861612e-17
ICE,0.0
INTU,5.719200630974487e-18
ISRG,0.0
JNJ,0.0
JPM,2.361751797728898e-17
KLAC,0.0
KO,5.306646923296973e-18
LIN,5.3865478246246924e-18
LLY,0.0
LMT,0.0
LOW,0.0
LRCX,0.0
MA,0.0
MCD,0.0
MDLZ,0.0
MDT,0.0
META,0.0
MO,0.0
MRK,0.0
MSFT,1.7229273350245322e-17
MU,0.0
NEE,0.0
NFLX,4.061511963809508e-18
NKE,6.904912492662541e-18
NOW,0.0
NVDA,0.267994982860466
ORCL,0.0
PANW,0.0
PEP,0.0
PFE,0.0
PG,8.152353660727599e-17
PGR,0.0
PLD,1.2740556953900191e-17
PM,2.0371870771281936e-17
QCOM,0.0
RTX,4.2926614228723026e-18
SBUX,2.3279672791767592e-17
SCHW,1.707403348504559e-17
SO,0.0
SPGI,0.0
SYK,0.0
T,6.591421494159943e-17
TJX,0.0
TMO,0.0
TSLA,0.44590216298045554
TXN,6.736807510806889e-19
UBER,0.0
UNH,2.729748156136192e-17
UNP,4.099756354837609e-17
UPS,0.0
V,3.8474845570473104e-17
VRTX,0.18287318739338243
VZ,0.0
WFC,0.0
WM,0.0
WMT,1.2750269383552878e-16
XOM,5.3668528143338827e-17
