0,cumulative_return
2020-06-01,0.00015489395805334816
2020-06-02,-0.0011115712817778567
2020-06-03,0.0065491304254641225
2020-06-04,0.0063236914580975245
2020-06-05,0.015737563019035505
2020-06-08,0.019871300459835206
2020-06-09,0.028864613630290137
2020-06-10,0.0363292852291599
2020-06-11,0.021374398901304215
2020-06-12,-0.0012816411877812905
2020-06-15,-0.014480775477431096
2020-06-16,0.00804740361996159
2020-06-17,0.00790924308296237
2020-06-18,0.004809623837274124
2020-06-19,0.021103233925101605
2020-06-22,0.014092526089486634
2020-06-23,0.025846036652314552
2020-06-24,0.013518714995311099
2020-06-25,0.007528331442652192
2020-06-26,0.010440070762058218
2020-06-29,4.9609151949292496e-05
2020-06-30,0.015598724572992273
2020-07-01,0.03721360982172639
2020-07-02,0.047705663375560814
2020-07-06,0.05786889477831347
2020-07-07,0.06278521022730765
2020-07-08,0.06005243311240771
2020-07-09,0.06724783036937088
2020-07-10,0.06680703080489914
2020-07-13,0.08757746424242807
2020-07-14,0.07386563942883595
2020-07-15,0.08054145843082727
2020-07-16,0.07079200894486659
2020-07-17,0.07680349093566785
2020-07-20,0.08941834251313274
2020-07-21,0.09599535439207263
2020-07-22,0.08659440196680612
2020-07-23,0.08492945069405589
2020-07-24,0.07523443860917212
2020-07-27,0.08048648097869293
2020-07-28,0.08478917618212001
2020-07-29,0.08105696673870999
2020-07-30,0.07915899797848591
2020-07-31,0.09205139842044119
2020-08-03,0.09788311953013573
2020-08-04,0.09815957363468897
2020-08-05,0.10377744498243291
2020-08-06,0.10555120169936338
2020-08-07,0.10573078128300128
2020-08-10,0.10503209879553688
2020-08-11,0.10870501150102396
2020-08-12,0.11155385721778499
2020-08-13,0.11021421892301775
2020-08-14,0.10846950316064974
2020-08-17,0.1171065106668907
2020-08-18,0.1283165389363723
2020-08-19,0.12445548898203462
2020-08-20,0.11766932124261031
2020-08-21,0.11809389536659265
2020-08-24,0.1268889414494776
2020-08-25,0.13102367666983294
2020-08-26,0.1430497019144754
2020-08-27,0.15787087517789322
2020-08-28,0.15606252250878616
2020-08-31,0.16092127965903935
2020-09-01,0.16662236406716446
