Date,drawdown
2019-06-03,0.0
2019-06-04,0.0
2019-06-05,0.0
2019-06-06,0.0
2019-06-07,0.0
2019-06-10,-0.002986537896746966
2019-06-11,-0.0006689000369917153
2019-06-12,-0.0002400145162470002
2019-06-13,0.0
2019-06-14,-0.00027670312757077653
2019-06-17,0.0
2019-06-18,0.0
2019-06-19,0.0
2019-06-20,0.0
2019-06-21,-0.002097757617737561
2019-06-24,0.0
2019-06-25,-0.009714092166108634
2019-06-26,-0.010289419190384175
2019-06-27,-0.013087552235598987
2019-06-28,-0.011303076366366627
2019-07-01,-0.013566587746589143
2019-07-02,-0.004190679385840279
2019-07-03,0.0
2019-07-05,-0.00149943955063081
2019-07-08,-0.00340920215493834
2019-07-09,-0.003216987539328753
2019-07-10,0.0
2019-07-11,0.0
2019-07-12,0.0
2019-07-15,0.0
2019-07-16,-0.00392665314755225
2019-07-17,-0.0034154046943452032
2019-07-18,-0.0021325881724751916
2019-07-19,-0.0014112942792421368
2019-07-22,-0.0006658374590230443
2019-07-23,-0.0006860595910644918
2019-07-24,-0.004279164207687813
2019-07-25,-0.010467577591025568
2019-07-26,-0.005562590652404498
2019-07-29,-0.007499519852242953
2019-07-30,-0.009245111507111603
2019-07-31,-0.026839353708615454
2019-08-01,-0.02886070176054034
2019-08-02,-0.029133021700733397
2019-08-05,-0.05664535540275861
2019-08-06,-0.04306967321903532
2019-08-07,-0.0370050769910526
2019-08-08,-0.020703499602780395
2019-08-09,-0.020962232642705025
2019-08-12,-0.03436656382612435
2019-08-13,-0.02187088188604336
2019-08-14,-0.04615748823562227
2019-08-15,-0.041897366098430644
2019-08-16,-0.03318638826745102
2019-08-19,-0.023760453544006244
2019-08-20,-0.030826323010223144
2019-08-21,-0.01890643515443924
2019-08-22,-0.015616143559387452
2019-08-23,-0.03538816474967099
2019-08-26,-0.02364976463640922
2019-08-27,-0.024730432617548703
2019-08-28,-0.017589592602144877
2019-08-29,-0.007327494310038762
2019-08-30,-0.00978506643887922
2019-09-03,-0.018579044032410952
2019-09-04,-0.008884897291993155
2019-09-05,0.0
2019-09-06,0.0
