Date,return
2019-06-03,-0.002874785158554076
2019-06-04,0.015534340770156328
2019-06-05,0.01454352336682158
2019-06-06,0.00971888321297579
2019-06-07,0.012996905508591169
2019-06-10,-0.002986537896746941
2019-06-11,0.0023245803069359564
2019-06-12,0.0004291725943087767
2019-06-13,0.0007199304085213758
2019-06-14,-0.00027670312757074265
2019-06-17,0.0014765836765237785
2019-06-18,0.012344076302482217
2019-06-19,0.0006785047236021755
2019-06-20,0.010362583339286552
2019-06-21,-0.0020977576177376323
2019-06-24,0.002730937726104797
2019-06-25,-0.009714092166108624
2019-06-26,-0.0005809706264870607
2019-06-27,-0.002827223533293743
2019-06-28,0.0018081399958776879
2019-07-01,-0.002289388513422125
2019-07-02,0.009504856835020052
2019-07-03,0.009546866342117493
2019-07-05,-0.0014994395506307307
2019-07-08,-0.0019126304780921217
2019-07-09,0.00019287215577875672
2019-07-10,0.00597570736073882
2019-07-11,0.005616842506109296
2019-07-12,0.005586515070987701
2019-07-15,0.0013171548790346871
2019-07-16,-0.003926653147552284
2019-07-17,0.0005132638623677368
2019-07-18,0.0012872128747651473
2019-07-19,0.000722835403465088
2019-07-22,0.0007465103660280234
2019-07-23,-2.02356056656317e-05
2019-07-24,-0.003595571392862966
2019-07-25,-0.006215008424940212
2019-07-26,0.0049568733954973385
2019-07-29,-0.0019477638126156004
2019-07-30,-0.0017587816729405742
2019-07-31,-0.017758420781822024
2019-08-01,-0.0020770959652222313
2019-08-02,-0.0002804128518809394
2019-08-05,-0.028337902428425897
2019-08-06,0.014390857416639268
2019-08-07,0.006337552545108943
2019-08-08,0.01692799930589112
2019-08-09,-0.00026420296592470166
2019-08-12,-0.013691332071490384
2019-08-13,0.012940398987831789
2019-08-14,-0.024829652752193704
2019-08-15,0.004466274132939813
2019-08-16,0.009091904690322089
2019-08-19,0.00974948491525002
2019-08-20,-0.007237843920447471
2019-08-21,0.012299021464147356
2019-08-22,0.003353698070142591
2019-08-23,-0.02008568208521459
2019-08-26,0.0121690401095022
2019-08-27,-0.0011068445953074872
2019-08-28,0.007321914119159216
2019-08-29,0.010445836296958456
2019-08-30,-0.002475712901036201
2019-09-03,-0.008880877570595573
2019-09-04,0.009877664300392101
2019-09-05,0.011043427489623966
2019-09-06,0.003103450004704534
2019-09-09,-0.010505777333041578
2019-09-10,-0.008259495630109123
2019-09-11,0.007962515362338453
2019-09-12,0.004906210142504908
2019-09-13,-0.0022337505792450274
2019-09-16,-0.007826416555129653
2019-09-17,0.007156967052661832
2019-09-18,0.0018082053022774706
2019-09-19,0.0017114692325144224
2019-09-20,-0.005639733677670906
2019-09-23,0.002736076593736026
2019-09-24,0.0007780520402080741
2019-09-25,0.006655718883175618
2019-09-26,0.0005236927336784289
2019-09-27,-0.004229734139275889
2019-09-30,0.0013650268380401578
2019-10-01,-0.0127798552466729
2019-10-02,-0.019146438542830033
2019-10-03,0.012730134516440585
2019-10-04,0.012606009907699653
2019-10-07,-0.001247450889281669
2019-10-08,-0.010237584199033319
2019-10-09,0.009327205801866273
2019-10-10,-0.0015939540865519942
2019-10-11,0.0028488717009836294
2019-10-14,-0.0032673761462480057
2019-10-15,0.0021964380515746185
2019-10-16,0.00045261619946006975
2019-10-17,-0.0020879020768992443
2019-10-18,-0.012862207687172982
2019-10-21,-0.0006166859640072611
2019-10-22,-0.01371099217210347
2019-10-23,0.0007474152482657556
2019-10-24,0.004065824812798104
2019-10-25,-0.001262744958542271
2019-10-28,0.00247037343165775
2019-10-29,0.00019139826776086194
2019-10-30,0.009498224941716203
2019-10-31,-0.005958542288298114
2019-11-01,0.000803080921187496
2019-11-04,-0.006019765357814177
2019-11-05,0.004946524067014515
2019-11-06,0.0034594738135888784
2019-11-07,0.00440731048672513
2019-11-08,-0.001904136180688062
2019-11-11,0.005498286164944388
2019-11-12,-0.00025057960407238664
2019-11-13,0.0036680736720556655
2019-11-14,-0.00426430212227701
2019-11-15,0.0038421038995408567
2019-11-18,0.0007457978687312279
2019-11-19,0.0011804373691882573
2019-11-20,0.00022298278059700748
2019-11-21,-0.006824275791297356
2019-11-22,0.003196456199310311
2019-11-25,0.0027753809589579383
2019-11-26,0.005977669348045526
2019-11-27,0.0023241025458357895
2019-11-29,-0.0015823724525114162
2019-12-02,-0.00982440853267639
2019-12-03,-0.004932445065117725
2019-12-04,0.0004677952641446501
2019-12-05,0.0003800444109061489
2019-12-06,0.009273222463283496
2019-12-09,-0.0018494126013037472
2019-12-10,-0.0013073880049767534
2019-12-11,0.0011227972844850085
2019-12-12,0.005664873743648449
2019-12-13,0.0018621503979950678
2019-12-16,-0.0020621020746244365
2019-12-17,-0.0007344588092913604
2019-12-18,-0.0016089056994031347
2019-12-19,0.0083986650943537
2019-12-20,0.001508632935870428
2019-12-23,0.0019289292416832745
2019-12-24,-0.0015724873241846895
2019-12-26,0.0018035573284361586
2019-12-27,0.002565715988521874
2019-12-30,-0.0075683628071404
2019-12-31,0.0017586407918795343
2020-01-02,0.013189005248531914
2020-01-03,-0.007412706093253882
2020-01-06,0.002775221940880967
2020-01-07,-0.00208662738812421
2020-01-08,0.006225068541986747
2020-01-09,0.008361271948612815
2020-01-10,-0.004973138758698207
2020-01-13,0.00476915199407295
2020-01-14,0.0014475279747448613
2020-01-15,0.006161683226234416
2020-01-16,0.008735538354072467
2020-01-17,0.0021981927730397462
2020-01-21,-0.004647454754253109
2020-01-22,-0.0007609870479180974
2020-01-23,0.005315995441389379
2020-01-24,-0.0024804386932886936
