Date,cumulative_return
2020-06-01,0.007451400068817726
2020-06-02,0.013234665770877063
2020-06-03,0.01980139254055069
2020-06-04,0.01596394271089907
2020-06-05,0.029057870119797213
2020-06-08,0.03689900755826647
2020-06-09,0.03401538726257791
2020-06-10,0.03520425305197006
2020-06-11,0.0027291772071498244
2020-06-12,0.012301046099859603
2020-06-15,0.018936244418240378
2020-06-16,0.02599646432799374
2020-06-17,0.024040568599978718
2020-06-18,0.0248238727700425
2020-06-19,0.02395601066437969
2020-06-22,0.02936737721694338
2020-06-23,0.03134307771055811
2020-06-24,0.017367613240629076
2020-06-25,0.023660055843004013
2020-06-26,0.01410076870457
2020-06-29,0.022317085254840663
2020-06-30,0.027563536209816775
2020-07-01,0.03191963379443408
2020-07-02,0.0373388877284222
2020-07-06,0.04741728501561249
2020-07-07,0.04203375239881457
2020-07-08,0.04795497428686013
2020-07-09,0.04598288926828187
2020-07-10,0.04902346103324007
2020-07-13,0.04276955172514785
2020-07-14,0.049703000708502865
2020-07-15,0.05671727739007415
2020-07-16,0.05227614315835205
2020-07-17,0.05602412290222292
2020-07-20,0.0605091854625337
2020-07-21,0.06505657518594976
2020-07-22,0.06942921234960364
2020-07-23,0.06634045524601917
2020-07-24,0.06335621014578252
2020-07-27,0.07127171820387446
2020-07-28,0.07017864151608677
2020-07-29,0.07986918250064878
2020-07-30,0.07612582905724641
2020-07-31,0.0766763308569578
2020-08-03,0.08152130401637869
2020-08-04,0.08929013823761345
2020-08-05,0.09299136102015981
2020-08-06,0.0980796335027867
2020-08-07,0.09373943923381978
2020-08-10,0.09457347599599131
2020-08-11,0.08203455665935588
2020-08-12,0.08880157063343086
2020-08-13,0.0871782618474981
2020-08-14,0.08507214963692533
2020-08-17,0.09349698846947319
2020-08-18,0.09557574684214609
2020-08-19,0.08750962501185078
2020-08-20,0.09079163323439121
2020-08-21,0.09068932839495836
2020-08-24,0.09563606877053954
2020-08-25,0.09744919106130201
2020-08-26,0.1005228598235346
2020-08-27,0.09615503616202314
2020-08-28,0.10280043493385072
2020-08-31,0.10030461717395367
2020-09-01,0.10762879418674154
