,weight
AAPL,0.001660874418424352
ABBV,0.003267672840238822
ABT,0.0007599161460843336
ACN,0.000602616161603906
ADBE,2.831369753799237e-05
ADI,0.0007494378032315797
ADP,0.0020775145165434655
AMAT,0.00022383520390212655
AMD,0.0006297076851984933
AMGN,0.0007693184827146643
AMZN,8.799673626631299e-05
ANET,0.0031683563300277714
AVGO,0.0026079328884037996
AXP,0.010951415379844742
BA,0.0003351479527421806
BAC,0.0002016574627783325
BKNG,0.009125351866911975
BLK,0.003131703715908725
BMY,0.006972994992689306
BRK-B,0.004882952650465058
BSX,0.0008731068056162735
C,0.00043271357692524503
CAT,6.228413750942364e-05
CB,0.003101121949478237
COP,0.0037737341390193116
COST,0.005572763228006277
CRM,5.0085666084668154e-05
CSCO,0.0004952347274617954
CVX,0.00470504472974071
DE,0.00011250872011685951
DHR,0.004604736057868452
DIS,0.0064349172782739925
DUK,0.059074759697867865
ELV,0.007425381658668016
ETN,0.00010631193428945446
GE,0.010585902829239565
GILD,0.004124466358285966
GOOG,0.00013872915969006006
GS,0.0007550866008566299
HD,0.0034737489760853263
HON,0.00031133971499403663
IBM,0.0031382066071948722
ICE,0.0026235579332395402
INTU,0.00039444659232496854
ISRG,0.001117968178974792
JNJ,0.005538381526740097
JPM,0.0003156836763395268
KLAC,0.0005146342190213108
KO,0.002402382100148282
LIN,0.0013596583151818532
LLY,0.002263633121996409
LMT,0.0036706952480489905
LOW,0.0017653299723460589
LRCX,0.000217748704734244
MA,7.413780885833312e-05
MCD,0.012581763740871247
MDLZ,0.0032823389721735982
MDT,0.0024591369978625138
META,0.0027505451102578554
MO,0.0026520747331059092
MRK,0.0015558355819629644
MSFT,4.449788452924617e-05
MU,0.0007533851060025739
NEE,0.09393455827456976
NFLX,0.0010201638303094366
NKE,0.0027138627254648913
NOW,0.0003039316127815688
NVDA,0.0011148976736539953
ORCL,0.0029936248613173268
PANW,0.00874816562505182
PEP,0.002197536788236065
PFE,0.0012256877331757864
PG,0.0032049095122836085
PGR,0.0021141459943711635
PLD,0.005425008635267963
PM,0.002556715415864326
QCOM,0.00995981758918943
RTX,0.00022689061292092895
SBUX,0.008983059971863912
SCHW,0.0010957974828537617
SO,0.05344752785964513
SPGI,0.0008934407188302512
SYK,0.0020639232823569426
T,0.007265799188701848
TJX,0.004295186770180483
TMO,0.000691575115691791
TSLA,0.004762437333599897
TXN,0.0007898329247936212
UBER,0.5100820761510889
UNH,0.01021282290073519
UNP,0.0006802742228315584
UPS,0.0020697262845612635
V,9.001011068266288e-05
VRTX,0.0018595361081322223
VZ,0.008402991635004901
WFC,0.00316642899554707
WM,0.010038571392407037
WMT,0.0055642111533726205
XOM,0.005880116503149601
