,weight
AAPL,0.2215948633538968
AMGN,4.0419840711800365e-17
AMZN,0.0
AXP,0.0
BA,0.0
CAT,0.0
CRM,0.0
CSCO,2.43845252651412e-17
CVX,0.0
DIS,0.0
GS,1.1988913809262408e-17
HD,0.0
HON,4.64736107031928e-17
IBM,4.9665038816041963e-17
JNJ,0.0
JPM,0.0
KO,2.566208146103817e-17
MCD,3.0236593527841524e-17
MMM,6.689926013821267e-17
MRK,0.0
MSFT,2.030887148763756e-17
NKE,1.584360172541619e-17
NVDA,0.7784051366461031
PG,1.0196687161920669e-16
SHW,0.0
TRV,0.0
UNH,4.957559547113537e-19
V,0.0
VZ,0.0
WMT,2.664437494464553e-16
