,weight
AAPL,1.9751492072274887e-16
ABBV,0.0
ABT,1.6714154025173335e-17
ACN,0.0
ADBE,0.0
AMD,2.720860057799451e-17
AMGN,0.13223325704941308
AMZN,1.2982833620374752e-16
AVGO,0.0
BAC,6.22423941301783e-17
BMY,0.05704279175364237
COST,0.03504883106839092
CRM,5.553389318792424e-17
CSCO,8.281988340093858e-17
CVX,2.1462329063821337e-17
DHR,0.0
DIS,4.028730013734683e-17
GOOG,0.0
HD,0.0
HON,0.0
JPM,5.59852973751903e-17
KO,0.0
LIN,0.0
LLY,0.14899432147630842
MA,1.3049306487231218e-18
MCD,0.0
META,2.2926001996676765e-17
MRK,0.0
MSFT,2.000492433009337e-16
NEE,5.70600388290707e-18
NFLX,8.005516786110055e-17
NKE,2.858266972235121e-17
NVDA,0.2924809050184218
ORCL,0.0
PEP,0.0
PFE,7.982828445126629e-18
PG,6.565763097350764e-17
PM,2.4552305255405018e-17
TMO,0.0
TSLA,0.1961907853852998
TXN,0.0
UNH,4.569424761887236e-17
UPS,4.276741260690742e-17
V,0.0
VZ,0.0
WFC,6.490694059215404e-17
WMT,0.13800910824852305
XOM,0.0
