,weight
AAPL,7.26111652645235e-17
ABBV,3.2970273321784004e-18
ABT,1.6040488150669996e-16
ACN,1.6373193567320355e-17
ADBE,0.0
ADI,0.0
ADP,0.0
AMAT,9.49772788542706e-17
AMD,0.1306247618654236
AMGN,1.708347070120345e-17
AMZN,0.06422118971561122
ANET,3.914945402713968e-18
AVGO,1.1292779896032862e-17
AXP,0.0
BA,1.3810050913086547e-17
BAC,7.140646943784598e-17
BKNG,0.0
BLK,0.0
BMY,3.1633208426250718e-18
BRK-B,0.0
BSX,6.905232243543371e-18
C,2.538585183603595e-17
CAT,0.0
CB,0.0
COP,3.81653434409918e-17
COST,0.0
CRM,1.9172952399458883e-17
CSCO,0.0
CVX,0.0
DE,0.0
DHR,0.0
DIS,9.130405337472399e-18
DUK,0.0
ELV,0.0
ETN,2.807309725636335e-17
GE,1.2493057555399489e-16
GILD,1.2148422850785483e-17
GOOG,8.342883599819643e-17
GS,0.0
HD,0.0
HON,0.0
IBM,0.0
ICE,1.3308454831816653e-17
INTU,0.0
ISRG,0.0
JNJ,1.9920359081666696e-17
JPM,0.0
KLAC,7.906984338045967e-18
KO,0.0
LIN,0.0
LLY,0.15936910106702437
LMT,0.0
LOW,4.105396639957983e-17
LRCX,1.0678447246497296e-17
MA,0.0
MCD,9.028012945459258e-18
MDLZ,1.416288000323028e-17
MDT,0.0
META,6.574702332802621e-17
MO,0.0
MRK,3.188418688980366e-17
MSFT,2.749692251787041e-17
MU,0.0
NEE,0.17942885098146374
NFLX,0.03674803015166477
NKE,1.0382136501229758e-17
NOW,0.17429788732084298
NVDA,6.19855869454012e-17
ORCL,3.582084321593075e-17
PANW,1.0064895765420883e-16
PEP,2.5683893353530758e-17
PFE,0.0
PG,2.5257016016428798e-17
PGR,0.11752918070076727
PLD,1.4971102914875824e-17
PM,1.5617874449745735e-17
QCOM,0.0
RTX,3.267141868378738e-17
SBUX,4.2682503903592195e-17
SCHW,0.0
SO,0.0
SPGI,1.243003217571513e-16
SYK,0.0
T,1.5397650327532813e-17
TJX,1.9021313776463864e-18
TMO,3.1961752632612527e-17
TSLA,0.05389108679375957
TXN,4.2990338043871613e-17
UBER,1.2274010413266641e-17
UNH,4.198784379272641e-17
UNP,0.0
UPS,0.0
V,8.12478040073665e-17
VRTX,0.0010787556504006507
VZ,0.0
WFC,1.369349232859817e-16
WM,3.187222681103702e-17
WMT,0.08281115575304157
XOM,0.0
