Date,cumulative_return
2022-01-03,0.004914088617499868
2022-01-04,0.002950035661163808
2022-01-05,-0.001478428127646647
2022-01-06,-0.0038463869497085135
2022-01-07,-0.0005070558795409186
2022-01-10,-0.002754465984207255
2022-01-11,-0.00048562600446122595
2022-01-12,-0.0011165426550466817
2022-01-13,-0.004618898628538259
2022-01-14,-0.006352748582367562
2022-01-18,-0.019647251136727384
2022-01-19,-0.023062779805498645
2022-01-20,-0.03451840652109672
2022-01-21,-0.04677691874623413
2022-01-24,-0.04648833867862168
2022-01-25,-0.05296662632848681
2022-01-26,-0.059192981805540446
2022-01-27,-0.05896268542697913
2022-01-28,-0.041813533526154134
2022-01-31,-0.028653786507361168
2022-02-01,-0.022871970349986892
2022-02-02,-0.01799929989443605
2022-02-03,-0.03233839300457364
2022-02-04,-0.03184339131506719
2022-02-07,-0.03443349170800958
2022-02-08,-0.02682286392877886
2022-02-09,-0.020696958454423875
2022-02-10,-0.03445534229488301
2022-02-11,-0.047172183118359357
2022-02-14,-0.051340361119161515
2022-02-15,-0.03990019756434193
2022-02-16,-0.041627452085003736
2022-02-17,-0.04537806652944232
2022-02-18,-0.050731383245450234
2022-02-22,-0.061246931351711664
2022-02-23,-0.07410565470791952
2022-02-24,-0.07274716930391756
2022-02-25,-0.04985585962812811
2022-02-28,-0.05485327754230862
2022-03-01,-0.06499938346411449
2022-03-02,-0.05348742449013999
2022-03-03,-0.05024434902012298
2022-03-04,-0.04910672460701093
2022-03-07,-0.06814887266690117
2022-03-08,-0.07978968351475246
2022-03-09,-0.06438076507602108
2022-03-10,-0.06365349581258606
2022-03-11,-0.06953864783088393
2022-03-14,-0.06857024946325418
2022-03-15,-0.05002870122449854
2022-03-16,-0.039653563943444325
2022-03-17,-0.030777036136800273
2022-03-18,-0.023657808930529378
2022-03-21,-0.027244276260736666
2022-03-22,-0.0223899960627445
2022-03-23,-0.03335513877787222
2022-03-24,-0.02312580720441526
2022-03-25,-0.018605895846305787
2022-03-28,-0.010671722812727436
2022-03-29,-0.0010672275727915403
2022-03-30,4.9780150299660875e-05
2022-03-31,-0.01188655532710381
2022-04-01,-0.004279986596020691
2022-04-04,0.0002317171406573948
2022-04-05,-0.006188396587769152
2022-04-06,-0.004360720752042302
2022-04-07,7.873699477567442e-05
2022-04-08,0.001105331200862203
2022-04-11,-0.013098368336122546
2022-04-12,-0.017646079316028906
2022-04-13,-0.00402420432835926
2022-04-14,-0.00955948504864046
2022-04-18,-0.01387085647977604
2022-04-19,0.0006001135406548119
2022-04-20,0.006661282540845415
2022-04-21,-0.0013766402126783595
2022-04-22,-0.026319880268763085
2022-04-25,-0.020821636017708034
2022-04-26,-0.03943413201803603
2022-04-27,-0.04147015255169351
2022-04-28,-0.02266471531009928
2022-04-29,-0.05160365875943884
2022-05-02,-0.05157138249605098
2022-05-03,-0.04966750977379519
2022-05-04,-0.027025512293491594
2022-05-05,-0.0526412211979419
2022-05-06,-0.05849599887953283
2022-05-09,-0.06984613255650463
2022-05-10,-0.0732082736350631
2022-05-11,-0.08434833999053981
2022-05-12,-0.08438399012186282
2022-05-13,-0.07096162315147703
2022-05-16,-0.07009743723994244
2022-05-17,-0.0816797688575962
2022-05-18,-0.12047172380528437
2022-05-19,-0.13248663304848862
2022-05-20,-0.130453362363112
2022-05-23,-0.11349470188554223
2022-05-24,-0.11123404220156774
2022-05-25,-0.10724509667189164
2022-05-26,-0.09281737822323866
2022-05-27,-0.07551198894867817
2022-05-31,-0.07843964651653323
2022-06-01,-0.08531376573946425
2022-06-02,-0.07182471193156748
2022-06-03,-0.08361285854581091
2022-06-06,-0.08345476556923126
2022-06-07,-0.08018977090671442
2022-06-08,-0.08787551848625874
2022-06-09,-0.10484189784464415
2022-06-10,-0.12204851208612388
2022-06-13,-0.1463743888827217
2022-06-14,-0.15051833165855977
2022-06-15,-0.1424592224739033
2022-06-16,-0.15546370260540954
2022-06-17,-0.1564127252312385
2022-06-21,-0.13583371103026365
2022-06-22,-0.13764283131813793
2022-06-23,-0.12512241535484392
2022-06-24,-0.10754601610739578
2022-06-27,-0.11044664629854328
2022-06-28,-0.1281272509906537
2022-06-29,-0.12712051927817336
2022-06-30,-0.13343285386086812
2022-07-01,-0.12413364554734208
2022-07-05,-0.12011792875370586
2022-07-06,-0.11680432430008347
2022-07-07,-0.10895676456394077
2022-07-08,-0.11034311008197539
2022-07-11,-0.11416201263342807
2022-07-12,-0.11928478249730123
2022-07-13,-0.12098455351606197
2022-07-14,-0.119247831309234
2022-07-15,-0.10572050280891243
2022-07-18,-0.11249805051423034
2022-07-19,-0.09717895991310699
2022-07-20,-0.0937433419161956
2022-07-21,-0.08791815674537384
2022-07-22,-0.09438081846565538
2022-07-25,-0.09393652527773133
2022-07-26,-0.11374522259242659
2022-07-27,-0.09681655704574044
2022-07-28,-0.08485232389220276
2022-07-29,-0.074584774585571
2022-08-01,-0.07327419190979001
2022-08-02,-0.08071449490922922
2022-08-03,-0.07391859159286007
2022-08-04,-0.08208026366164145
2022-08-05,-0.08057383599215451
2022-08-08,-0.08066919057666
2022-08-09,-0.08180290103323962
2022-08-10,-0.0682899297198204
2022-08-11,-0.06798189563053258
2022-08-12,-0.0542627327476044
2022-08-15,-0.049260851460155575
2022-08-16,-0.03512594260350799
2022-08-17,-0.039343977873774305
2022-08-18,-0.03909489204458394
2022-08-19,-0.048517210499072316
2022-08-22,-0.06606399380086969
2022-08-23,-0.07096905068273207
