,weight
AAPL,0.0036057383488224347
ABBV,0.045137973748931644
ABT,0.009193738770077604
ACN,0.001499919619624244
ADBE,0.0037773939852670984
ADI,0.0011724015858662585
ADP,0.0012709980254765661
AMAT,0.00037953775644119136
AMD,0.009570673631585104
AMGN,0.0016341834522539292
AMZN,0.015516531076680249
ANET,0.03126507116496124
AVGO,0.009645275238466028
AXP,0.0004386919306898605
BA,0.0018326803643359069
BAC,3.488739441197783e-05
BKNG,0.006594379645784898
BLK,0.0010329012060428491
BMY,0.06704158962258755
BRK-B,0.0018568870085966026
BSX,0.003878310434679469
C,5.5640689111677954e-05
CAT,0.0018698285963870964
CB,0.0025404316401785834
COP,0.0018965678986136649
COST,0.05676561414884913
CRM,0.004245039205213202
CSCO,0.013007496241600315
CVX,0.002751076936073133
DE,0.001812341579205049
DHR,0.006411027293237084
DIS,0.0025895917384585083
DUK,0.0013611290935482794
ELV,0.012549083134728712
ETN,0.0005449198805531005
GE,0.05589496549041132
GILD,0.053802988891831736
GOOG,0.0023862597161807293
GS,0.00014401735445380767
HD,0.0008683003949220744
HON,0.0008014585089355676
IBM,0.00524110774604176
ICE,0.0051000082624808474
INTU,0.0010139431822722357
ISRG,0.003187573443296108
JNJ,0.006557488149008322
JPM,4.277592460787236e-05
KLAC,0.0007925517953310126
KO,0.0019734220478584965
LIN,0.005609999162323455
LLY,0.0010257997595340168
LMT,0.007444213792326686
LOW,0.0005821648793786602
LRCX,0.0003490107426371852
MA,0.0005291675497307747
MCD,0.001901682953297789
MDLZ,0.002964078697990743
MDT,0.005381270406887959
META,0.02109061338466661
MO,0.036577773788537375
MRK,0.0035835846614535594
MSFT,0.002202911928171667
MU,0.0019570801988070033
NEE,0.0013107636030592858
NFLX,0.01984170685546879
NKE,0.0023928751770818436
NOW,0.005339452775208823
NVDA,0.003639332503920867
ORCL,0.004348021844540538
PANW,0.038366178979942114
PEP,0.0016208040063523787
PFE,0.0012990499986609493
PG,0.005393769087888241
PGR,0.005278947627267477
PLD,0.0034123867352182555
PM,0.03267276550734438
QCOM,0.016846499904791857
RTX,0.0038710796155867065
SBUX,0.0015220255583573944
SCHW,0.002811307888167302
SO,0.0019509669770571983
SPGI,0.00385694347694736
SYK,0.003750713611314991
T,0.008536536811701334
TJX,0.001362267832700128
TMO,0.005294353409531994
TSLA,0.02291377119688517
TXN,0.0013808370514387996
UBER,0.04565307502535504
UNH,0.015362791893477227
UNP,0.0039622059091733814
UPS,0.06691176855772013
V,0.0006617963315332637
VRTX,0.035267073721227934
VZ,0.013393442677222523
WFC,0.0002580187917632372
WM,0.003949581307612171
WMT,0.054297470755621025
XOM,0.007483652092144214
