Date,SPY,QQQ,IWM,EFA,EEM,TLT,IEF,LQD,HYG,TIP,GLD,DBC,VNQ
2019-05-28,252.3689117431641,169.961181640625,136.97674560546875,51.91212463378906,34.11037826538086,106.05260027634684,91.9491481749063,94.6702765119385,59.92603445882767,91.2997888397679,120.83000183105467,13.497161865234377,66.83634948730469
2019-05-29,250.67535400390625,168.56309509277344,135.83218383789062,51.580345153808594,34.33159255981445,106.37394144857032,91.91501268626104,94.70980058730628,59.76493410425195,91.46001862301324,120.87000274658205,13.445775985717772,65.94713592529297
2019-05-30,251.35992431640625,169.2717742919922,135.4567108154297,51.77455520629883,34.51878356933594,107.28864799486637,92.24759446888164,95.25500939693652,59.8909774296432,91.7644109192748,121.69000244140624,13.308749198913574,66.22309875488281
2019-05-31,247.9728240966797,166.5713653564453,133.56129455566406,51.30521011352539,34.637901306152344,108.63182730038038,92.86148973014043,95.4762517650188,59.45677934672755,92.3412060655099,123.33000183105467,12.95761775970459,66.60635375976562
2019-06-03,247.34214782714844,162.9038543701172,134.02833557128906,51.6046142578125,34.95271682739258,109.35843729869477,93.30826731543463,95.7702862313613,59.55248233673992,92.59014184256796,125.11000061035156,12.914795875549316,66.76736450195312
2019-06-04,252.71127319335935,167.49063110351562,137.498779296875,52.19536209106445,35.02928924560547,108.1116182393934,92.96656793537592,95.80197483213864,60.15047272212686,92.40484131399828,125.1500015258789,12.991873741149902,66.46839904785156
2019-06-05,254.90025329589844,168.73548889160156,137.52621459960938,52.17917251586914,34.74851608276367,107.50056857448494,92.96656793537592,95.73856681259144,60.291152067953206,92.46120658090013,125.47000122070312,12.726383209228516,67.8558578491211
2019-06-06,256.5577697753906,170.07614135742188,137.16905212402344,52.38957214355469,34.76552200317383,107.8473414411486,92.9494427754523,95.92089376065758,60.417827885400165,92.40484131399828,125.87999725341795,12.949052810668944,67.9861831665039
2019-06-07,259.1250915527344,173.360595703125,138.1396942138672,53.05313491821289,35.03779983520508,108.7804518987734,93.3168337231032,96.34890174485017,60.5725608961713,92.74313219036785,126.58999633789062,12.991873741149902,68.23912811279297
2019-06-10,260.31427001953125,175.38113403320312,138.95468139648438,53.19880294799805,35.40365982055664,107.75655442598722,92.85551085222345,96.0001499328425,60.66402927473763,92.2437486022663,125.33000183105467,12.95761775970459,68.0168685913086
2019-06-11,260.251220703125,175.62054443359375,138.54261779785156,53.465850830078125,35.803565979003906,107.82258343397837,92.85551085222345,96.08734173809349,60.74845153753717,92.12287752185416,125.18000030517578,13.043258666992188,68.20081329345703
2019-06-12,259.7919006347656,174.60548400878906,138.6982421875,53.06932830810547,35.42068099975586,107.90518667991738,93.09472721221168,96.23000592982558,60.60774905175756,92.1712091536414,125.83000183105467,12.863411903381348,68.43080139160156
2019-06-13,260.8637390136719,175.6396484375,140.1633758544922,53.11788558959961,35.361122131347656,108.27677114251136,93.3253618537044,96.47568696595204,60.74845153753717,92.20345060559364,126.5999984741211,13.026131629943848,68.72207641601562
2019-06-14,260.5755615234375,174.89276123046875,138.93634033203125,52.729454040527344,34.969730377197266,108.54926233212714,93.39371704054308,96.51535742678416,60.7062404061374,92.05844807369664,126.55999755859376,13.077516555786133,68.7603988647461
2019-06-17,260.6745300292969,175.94610595703125,139.89479064941406,52.76747894287109,35.10776901245117,108.73908137596943,93.37663781310025,96.56288647570112,60.61477588422996,91.88121936291796,126.4800033569336,13.017566680908203,69.49630737304688
2019-06-18,263.404052734375,178.50282287597656,141.52122497558594,53.47016525268555,35.95652389526367,109.2841173439611,93.55601946143754,97.20493312223157,61.03690648152204,92.25980059942488,127.12000274658205,13.17172145843506,69.42731475830078
2019-06-19,263.99859619140625,179.17315673828125,142.02662658691406,53.80084228515625,36.256595611572266,109.44105585570811,93.81233035969554,97.82318057406194,61.325338285553656,92.79148673176093,127.88999938964844,13.146029472351074,69.80293273925781
2019-06-20,266.52099609375,180.83935546875,142.6974334716797,54.27204513549805,36.78813552856445,109.73000645021445,93.96611230540223,98.3541899936526,61.63486987029685,93.31510104630595,131.11000061035156,13.411519050598145,70.15554809570312
2019-06-21,266.133544921875,180.57122802734372,141.466064453125,54.04058837890625,36.668113708496094,108.5244890138826,93.581649785722,97.9975333665714,61.43790258817267,92.89619890352051,131.97999572753906,13.445775985717772,69.16668701171875
2019-06-24,265.8077392578125,180.5769500732422,139.74774169921875,54.15630722045898,36.61666870117188,109.33364101383872,93.90631587081866,98.24317588020725,61.43084875908814,93.07344288736977,133.94000244140625,13.505725860595703,68.92904663085938
2019-06-25,263.2007141113281,177.47715759277344,138.89315795898438,53.83390808105469,36.23944091796875,109.6721841780571,94.0515543750972,97.94998120416004,61.17053971158162,92.91235017563776,134.1999969482422,13.548545837402344,67.90953063964844
2019-06-26,262.93817138671875,178.30242919921875,138.57150268554688,53.90003967285156,36.58237838745117,108.97033984245012,93.66709185541696,97.75179069445996,61.14240152842103,92.8237129106426,132.97000122070312,13.617058753967283,66.5527114868164
