0,drawdown
2020-06-01,0.0
2020-06-02,0.0
2020-06-03,0.0
2020-06-04,0.0
2020-06-05,0.0
2020-06-08,0.0
2020-06-09,0.0
2020-06-10,0.0
2020-06-11,-0.02723768049551112
2020-06-12,-0.04200763571981747
2020-06-15,-0.049009930436627824
2020-06-16,-0.023944387515608456
2020-06-17,-0.028925419487776383
2020-06-18,-0.032838519093554175
2020-06-19,-0.019882429687276826
2020-06-22,-0.030873741624800277
2020-06-23,-0.018068658390818504
2020-06-24,-0.03273133581341048
2020-06-25,-0.039825984332462316
2020-06-26,-0.041824487585714776
2020-06-29,-0.050239854326589506
2020-06-30,-0.035594581165086736
2020-07-01,-0.022585482394456013
2020-07-02,-0.01535789991192682
2020-07-06,-0.008794854674982866
2020-07-07,-0.007316181937566779
2020-07-08,-0.00924577566663165
2020-07-09,-0.004328688916363843
2020-07-10,-0.005908354648140435
2020-07-13,0.0
2020-07-14,-0.008463702865175726
2020-07-15,0.0
2020-07-16,-0.010187175692136119
2020-07-17,-0.007447709057161966
2020-07-20,-0.001061785106118207
2020-07-21,0.0
2020-07-22,-0.003944050385179199
2020-07-23,-0.0027149410576859934
2020-07-24,-0.012618767828735722
2020-07-27,-0.012178278784756413
2020-07-28,-0.009938820390287595
2020-07-29,-0.009487192689638602
2020-07-30,-0.014224465940143038
2020-07-31,-0.009103701647642626
2020-08-03,0.0
2020-08-04,-0.0002466802918368316
2020-08-05,0.0
2020-08-06,0.0
2020-08-07,0.0
2020-08-10,0.0
2020-08-11,0.0
2020-08-12,0.0
2020-08-13,-0.0025829360607073637
2020-08-14,-0.005755668285015503
2020-08-17,0.0
2020-08-18,0.0
2020-08-19,-0.0005121365895704999
2020-08-20,-0.005400086554000705
2020-08-21,-0.0003662037989139444
2020-08-24,0.0
2020-08-25,0.0
2020-08-26,0.0
2020-08-27,0.0
2020-08-28,0.0
2020-08-31,0.0
2020-09-01,0.0
2020-09-02,0.0
2020-09-03,-0.007078190613845292
2020-09-04,-0.028532739960342002
2020-09-08,-0.049107585646820606
2020-09-09,-0.042781726660545805
2020-09-10,-0.040268189643776764
2020-09-11,-0.053812245789042756
2020-09-14,-0.04412275408222899
2020-09-15,-0.04017044097482969
2020-09-16,-0.039384458031107794
2020-09-17,-0.055214269410499006
2020-09-18,-0.05571315828127843
2020-09-21,-0.07389633039889243
2020-09-22,-0.06650754568253714
2020-09-23,-0.06216614485537619
2020-09-24,-0.0787088296828794
2020-09-25,-0.0739485231729744
2020-09-28,-0.057273662547140614
2020-09-29,-0.05883359164919311
2020-09-30,-0.04913388758400461
2020-10-01,-0.04636807360600215
2020-10-02,-0.05300979376333037
2020-10-05,-0.04806491369823973
2020-10-06,-0.040485312802878815
2020-10-07,-0.04066080135722472
2020-10-08,-0.034652136531397204
2020-10-09,-0.030877469680971492
2020-10-12,-0.0173019393980125
2020-10-13,-0.016078730610101677
2020-10-14,-0.019932673836349113
2020-10-15,-0.032068267564225095
2020-10-16,-0.025135541809402473
2020-10-19,-0.030228215153838667
2020-10-20,-0.038660229532185064
2020-10-21,-0.04058984604588822
2020-10-22,-0.0409655888821181
2020-10-23,-0.03886647311622571
2020-10-26,-0.047893604288745006
2020-10-27,-0.0542347957949485
2020-10-28,-0.07541005617172858
2020-10-29,-0.07979222981654421
2020-10-30,-0.08937622473616325
2020-11-02,-0.07827746203926556
2020-11-03,-0.06281109816656305
2020-11-04,-0.03738492340471433
2020-11-05,-0.025398730380934653
2020-11-06,-0.02705854142431041
2020-11-09,0.0
2020-11-10,-0.029898732273621054
2020-11-11,-0.025303981244466867
2020-11-12,-0.03093175869406395
2020-11-13,-0.02731264491083829
2020-11-16,-0.013238379892586805
2020-11-17,-0.017756840057253087
2020-11-18,-0.017986896856326595
2020-11-19,-0.03026837376623981
2020-11-20,-0.03125008784073091
2020-11-23,-0.025927056540737903
2020-11-24,-0.015912619129004102
2020-11-25,-0.016071243479315545
2020-11-27,-0.017057311525670027
2020-11-30,-0.02039397806838339
2020-12-01,-0.010541042448486526
2020-12-02,-0.013949575678801951
2020-12-03,-0.014896171560454086
2020-12-04,-0.012232035045698142
2020-12-07,-0.013138102234555138
