Date,AAPL,AMGN,AMZN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,GS,HD,HON,IBM,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,NVDA,PG,SHW,TRV,UNH,V,VZ,WMT
2018-12-28,0.0005121804093000115,0.0021013483868934646,0.011206593086295902,-0.002746528990437258,-0.002396533859408856,-0.00836818494601621,-0.003846196129663526,-0.003262422659515818,-0.006128598108699701,0.007322643560478959,-0.014388346293054188,-0.0005868695463655538,-0.006156559750214563,-0.0065917294067663335,-0.001098790370598124,-0.002164062081198903,-0.006942849969958975,-0.0008535562738338776,-0.006974282831602285,-0.00013240385605173266,-0.007807732418385727,-0.004479606381229129,0.01890688882767555,-0.009128427933141059,-0.004064836863693855,-0.0036232837752764313,0.0010978178950136197,-0.008105313187827479,0.002175550759562661,0.005895935043657152
2018-12-31,0.009665476509081783,0.020657803969971855,0.016204139597652434,0.00953227360080433,0.019343803285321703,0.011623194585526297,0.017003158410967778,0.013093403724894204,0.0012886863865384512,0.021901131160885656,0.024657642865954843,0.00939949929784012,0.01040077067576406,0.0056622113303368415,0.013986068879718427,0.008158701979805949,0.0031779963565568004,0.011449296764801442,0.006178324408171898,0.01379830874986121,0.011754139821037901,0.010908444691639652,-0.0011224111792671465,0.008115890587395924,0.009959785624462425,0.012770434218847937,0.011696072295428683,0.007636895973607949,0.017188616413319258,0.011071320510900984
2019-01-02,0.0011412224899138845,-0.014229289378774324,0.024740760502233394,0.0037765709912953582,0.004062002335084136,-0.005430099709225256,-0.010367166622412327,-0.008769906339304523,0.017464632256168233,-0.006201480869744147,0.029811876807203763,0.0034336713420475284,-0.002194835838681186,0.013547927592157283,-0.010073823772765333,0.01731169832712065,-0.008870099732914083,-0.00850400518624439,0.002151594221124098,-0.010731714918353896,-0.004430520915708724,-0.001078925922264884,0.020374432598746495,-0.00696284827589444,-0.0031265596256220274,-0.01987466914938396,-0.022599575175084707,0.00742782488695215,-0.003557651453515831,0.002039713000961285
2019-01-03,-0.09960780675913383,-0.015216367446668988,-0.025241497784936007,-0.019519383972754656,-0.039868996920746747,-0.038534457958484425,-0.037993372602148634,-0.03636778511220773,-0.01915274643727949,-0.02422691951194511,-0.014648959582888588,-0.02204064996088051,-0.013350601099196835,-0.01996340530617391,-0.015890205234080024,-0.014211451593281188,-0.006179508526018562,-0.006588758839695119,-0.037653583075524466,-0.020505097749358048,-0.036787888809844516,-0.017688638785080757,-0.0604169289201929,-0.00701136797149704,-0.0301860407632899,-0.017977393825329924,-0.027270089481264748,-0.036036645405168266,0.00357035352693047,-0.005142609986586444
2019-01-04,0.04268977652298389,0.03418351506598927,0.05006399867375011,0.04506051286510315,0.05204232530789521,0.054645513879866714,0.057975655413368576,0.04504494986526808,0.020724118590949914,0.030847392258929407,0.0326822070829218,0.029713785897404588,0.034981386963216066,0.03905728996514379,0.016783249917767584,0.03686553616083299,0.01993985005102039,0.01932549617759549,0.041140562296509975,0.030118876146654205,0.046509245277509326,0.02611695263358893,0.06406748489030423,0.020410507572075742,0.026498996336710823,0.029671735401861854,0.011694963344073939,0.04308083574830324,0.0024898189599344978,0.006246082659240537
2019-01-07,-0.002226112921032364,0.013456764717231007,0.03435341415874271,0.005428165191977641,0.00314909822063858,0.000624491640307312,0.030878308320035464,0.006756709238213032,0.012993875224914131,0.008667039548019284,0.005541863283928361,0.019698085419734834,0.005571012345565229,0.0070748334672772195,-0.0064146267103881716,0.000695021744014257,-0.013033383694997402,0.010881890463899646,-0.002299873204358871,-0.01101385142139888,0.001275263425485118,0.014333610530204988,0.05294077935599617,-0.004000470130123834,0.014111025824370627,-0.003201638274188512,0.0019198999159153463,0.018032049489017155,0.006387746685588613,0.011772390592851512
2019-01-08,0.019063476477350516,0.012823800234843308,0.01661235994563981,0.004889090983854594,0.03785318294671325,0.012009532369614995,0.024609748076051874,0.008100067061233451,-0.004364800156493653,0.007778524186650149,-0.003692949752333141,0.004801156762219927,-0.0020684183138400813,0.014219082084826473,0.023226290877151667,-0.0018855991711668185,0.011288747523785503,0.0021082896506470217,0.004191097506480501,0.007424492927488036,0.007250734674809189,0.013338890787796931,-0.024895465776279546,0.0036907060469442143,0.007096531365158976,-0.0038885037321089166,0.013370450088542096,0.005438774026797821,0.029266433348348775,0.006981073304165086
2019-01-09,0.0169814471102685,-0.0011965613835039912,0.0017143547179709895,0.001824978193756488,0.009690697841287399,0.003853266660909016,0.0018530076204938961,-0.005510077049696971,0.013420270881973506,0.011218897584168941,0.006272273391024097,0.010343536814987786,0.004663587455842277,0.007176954807290414,-0.00792562697459065,-0.0016903071461146224,-0.019166313854772632,-0.0017165730120852762,0.0032348571110147883,-0.007632853046692811,0.014299531640948437,-0.0018249077649594714,0.01966710040586772,-0.016331510838876295,-0.001630139378754114,0.007128143229249595,0.0014385817183311111,0.011769557679822462,-0.012582771892578837,-0.0032565080679500813
2019-01-10,0.003196436687649795,0.011529072925905437,-0.0019284287379283116,-0.005767437863410496,0.02553595769866268,0.020649452520675293,0.007192046465191115,-0.001846469541526785,0.0015889989731954213,0.0011537186044894288,-0.0026631038572649812,-0.003727956138683153,0.014957221567324375,0.009114141560573996,0.006049878091418881,-9.945655420084965e-05,0.010736767834784278,0.006988955125622587,0.00675957235887692,-0.012332544223875308,-0.0064255682735147035,-0.0022196654781212466,0.018585930316386667,0.0024191993957902724,0.003541620356944497,0.013397660540259926,0.005048470354817036,0.0018783025146960064,0.009640770538236865,0.0007378100833372869
2019-01-11,-0.00981839366024806,-0.010460061557519107,-0.009455231305329326,0.002951180775516704,0.0008224595405841306,-0.00646825979656418,0.0034684706645196073,0.005781764144860091,-0.008020769111709014,-0.0013296796982050774,0.0052840096185182706,0.001954752761371026,-0.002831331664788772,-0.0027095830290527756,0.00030830141325566274,-0.0047816132661197,0.005735990415188352,0.004516547347819921,-0.007179303460968289,0.005639041306555237,-0.007721987619386472,-0.004972519735165992,0.024788238516353145,0.0065808233942974415,-0.009060136377871952,0.0016630094025331665,0.011434747299359449,-0.004399188401434495,0.0072917431372261365,-0.0012636357865141168
2019-01-14,-0.01503658522693474,-0.018847241292904715,-0.014232985793521946,-0.0011160930984808193,-0.007197415145987152,-0.002270924618291703,-0.010165981438880811,-0.006438246707783812,-0.007286388091982343,-0.002041697157867839,0.01011695251805933,-0.003344438074408984,0.0018202131240099284,-0.008809319326889664,-0.011329445360900081,0.010309342627722762,-0.004013323610528419,-0.006305942507093487,-0.00020820627801843017,-0.020427290650311014,-0.007295611264531265,0.0006576039117640597,0.010817640885029567,-0.006755615976888785,0.0047231878014251105,0.000912896536201302,0.0015746740937774284,-0.006953025591218243,0.00017238623261750519,0.0011598543013580098
2019-01-15,0.020466538078171892,0.013212515386036516,0.035462313843586335,-0.004571324512717467,0.00536579637601009,-0.008421944588044239,0.021499537794814838,0.018745492140388453,0.003580421726207872,-0.005870858136549639,0.006658495415617027,-0.013086159169126588,0.0011626256953607417,0.011130135670035068,0.008419406464415413,0.007331097246739748,0.008907624389009161,-0.0011034719115787794,-0.01680796530574602,0.0154017248338989,0.029005294228212408,0.023524714103195565,-0.0037885442165807026,0.009435055080677879,-0.041126367495827765,0.010283708854259999,0.035515514023577,0.0017499880262128453,0.0012063013310801285,0.01369120852030914
2019-01-16,0.012216773726134056,-0.002457267171619315,0.005505997778829874,0.014491236827063325,-0.0005109883902831847,0.007422077693670426,-0.004356960457857051,-0.0013630444597632074,-0.006421654340608818,-0.007605533290165889,0.09543660739329107,0.0032297862336796435,0.0018146594910501967,-0.0009033415588097782,-0.010204141289420487,0.008064568484734025,-0.013664039368615377,-0.009225405816323251,0.002858399475147211,0.0014761975814883144,0.003523443248958369,-0.0025678370629164116,-0.006872881121545604,-0.006955937751495722,0.014419025325695278,0.003940220448383158,0.017869214778191367,0.0,-0.017556078169554956,0.001039291419390409
2019-01-17,0.005937470777612752,0.015234343358131452,0.005606434395265758,0.0008047126512273906,0.019968174242010583,0.021874493140064066,0.008617279608849948,0.005686960641559047,0.005026932413481511,0.0009015588915373129,0.010199016916309533,-0.012257005327932058,0.013476354907150379,0.004686762853595372,0.008200305817868125,0.004097762140763184,0.002983763312340626,0.009813227255490498,0.011768920538958838,0.013269212084711102,0.007022221925789607,0.01866615483882561,0.019349757481075036,-0.00014347066893272142,0.01961558002227859,0.005233008059149613,-0.00646371700233328,-0.00043649893254149585,-0.004379936664118622,0.0040477334575612645
2019-01-18,0.0061593527037149265,0.009707122662320211,0.0017598946424279838,0.009951028928985028,0.015706477043548883,0.021843211285993647,0.017954772244943795,0.018547861524292664,0.02152565880202051,0.00027029524985300313,0.0173285353735273,0.026934242161658295,0.014083445339929446,0.013339880623336242,0.012394468475525278,0.01622587000766962,0.011687186031250851,0.008061252158240384,0.021647119817947535,0.0035713829581460743,0.01498319703353479,0.016680982353107554,0.03433940925016654,0.008605559206711355,0.010138682594581505,0.008703422105801772,0.022057796539780572,0.008886877876739252,0.0045751016689259405,0.010233734573165565
2019-01-22,-0.02244590359724241,-0.009319294441245796,-0.03774908655967102,-0.006469122599616406,-0.01872626248266096,-0.03191787726432582,-0.023342493144354548,-0.005551722740225418,-0.01774957668434929,-0.003962570949347155,-0.0239950502180728,-0.013754276020345069,-0.01431098329408298,-0.010499287019230419,-0.014461525865620772,-0.015775583753935507,0.0023106948603122124,0.010954902427121382,-0.01838060967990951,-0.0005271180962136413,-0.018847099774090492,0.0037294435589469987,-0.05199787810788803,-0.010719602058679722,-0.011442133328823267,-0.013305426455387348,0.0007157566154714079,-0.003249104001235237,-0.0017515493943645044,-0.0024559650770299424
2019-01-23,0.004044214029735427,-0.002079614040529698,0.004809570602366753,-0.0012019905730579206,0.0019837242646087994,-0.003176097284111612,0.005370700804316231,0.015185376286736219,-0.008456465996657836,0.004701604120001646,-0.003945899060643354,-0.0012420471590617321,0.00657992150162845,0.08463956083172963,0.0,-0.0025260387101342374,0.011525242155959736,0.008234990188265456,0.00015609875052779998,-0.005143332457198668,0.009746284329151589,-0.003096026847167699,0.0034956282990097343,0.04865066027642828,-0.001472119668842642,0.0053939392440716105,0.005005609348546436,-0.007533734628558886,0.013511069674825071,0.012513914724612496
2019-01-24,-0.007925922176751143,-0.0029268994140154714,0.009091336230296898,0.00010016017210690009,-0.000948035980352091,0.00690320160148894,-0.01923187869661891,0.0032996705724266384,0.019032010844476366,-0.005129530059359011,0.004570926614392068,0.002260907159862491,0.003126533826795619,-0.0027092162509716466,-0.013742364145066799,0.0005843943174850263,-0.012015434529613511,0.006878526739062307,0.0011960582491734595,-0.030089867534315418,-0.004779195148949422,-0.0007452370156821875,0.05727112672653867,-0.005693526147534156,-0.007956410827368532,0.011055168417648975,-0.003333152937161854,0.005036163516300984,-0.011946046786210585,-0.003545513166566039
2019-01-25,0.03313628725724538,-0.010947139646624748,0.009450615167288179,0.010529567014751606,0.01655180381920074,0.03111626502115028,0.019541001621020015,0.011401099781751967,-0.0025544308368121715,0.004884700867485492,0.014863813336120302,0.017541929794413047,0.003753924968271427,0.01086548265968812,0.00944667173580127,0.006326758197261695,-0.006710098839089906,-0.01798565760976034,0.017557032276658724,-0.003006812556479832,0.009133626793080163,0.00211300989007035,0.014634840949404593,-0.007423273282084364,0.006584920481411238,0.004823956911079286,0.007214427221560182,0.007044540218996254,-0.011739672154987058,-0.014437026696836996
