,weight
AAPL,0.1260114737100124
AMGN,0.0
AMZN,0.0
AXP,1.0848914621317804e-17
BA,9.79173461543911e-18
CAT,7.317255103116461e-05
CRM,5.025705248287367e-18
CSCO,0.0
CVX,6.583564519687752e-18
DIS,0.0
GS,0.0
HD,0.026096180054406764
HON,0.0
IBM,0.0
JNJ,1.2924338002963394e-18
JPM,2.666523328683338e-18
KO,0.0
MCD,8.718954644346387e-18
MMM,0.0
MRK,1.4206075287055e-17
MSFT,6.672435496208253e-20
NKE,0.0
NVDA,0.7835352953072254
PG,0.0
SHW,0.06428387837732448
TRV,0.0
UNH,0.0
V,0.0
VZ,1.4560386227697365e-19
WMT,0.0
