Date,drawdown
2022-01-03,0.0
2022-01-04,-0.004277609505325297
2022-01-05,-0.02249389844971117
2022-01-06,-0.025523354683007815
2022-01-07,-0.031766575828573895
2022-01-10,-0.03023825924451673
2022-01-11,-0.022325191606331618
2022-01-12,-0.021505913423553125
2022-01-13,-0.036557726544822366
2022-01-14,-0.0370145934226036
2022-01-18,-0.06015434530584696
2022-01-19,-0.0701877235221835
2022-01-20,-0.0805527843501217
2022-01-21,-0.1029534568903736
2022-01-24,-0.1010149489527784
2022-01-25,-0.11462599903386117
2022-01-26,-0.11959780048416857
2022-01-27,-0.12597354411741202
2022-01-28,-0.1063548053352108
2022-01-31,-0.08089182463164923
2022-02-01,-0.0656266975749944
2022-02-02,-0.06994056615271471
2022-02-03,-0.09374437858436202
2022-02-04,-0.08847505133122746
2022-02-07,-0.09089491288632046
2022-02-08,-0.0838048761877882
2022-02-09,-0.06857522716741216
2022-02-10,-0.08877378824008597
2022-02-11,-0.1093732687321386
2022-02-14,-0.11273970853991155
2022-02-15,-0.09202959416331036
2022-02-16,-0.09368592685538568
2022-02-17,-0.11663934515619323
2022-02-18,-0.1267084106177151
2022-02-22,-0.13810788052726986
2022-02-23,-0.15158319328002556
2022-02-24,-0.13064644867517894
2022-02-25,-0.11717190462201976
2022-02-28,-0.11490480672240566
2022-03-01,-0.12633691598838248
2022-03-02,-0.11306092070365026
2022-03-03,-0.12219117587068384
2022-03-04,-0.13087324815134116
2022-03-07,-0.15329316379114288
2022-03-08,-0.15492744462367414
2022-03-09,-0.13515796583029271
2022-03-10,-0.13979792456731865
2022-03-11,-0.15032104578571126
2022-03-14,-0.1590450093868221
2022-03-15,-0.14032577325683326
2022-03-16,-0.11671633829475403
2022-03-17,-0.10171092171983132
2022-03-18,-0.0902145182964672
2022-03-21,-0.09481821037091098
2022-03-22,-0.08165153865640007
2022-03-23,-0.09512324969835617
2022-03-24,-0.0813800011040694
2022-03-25,-0.08213646828184185
2022-03-28,-0.06991453520699176
2022-03-29,-0.05282353269473994
2022-03-30,-0.06044829586986489
2022-03-31,-0.07240357444012435
2022-04-01,-0.07120392132002351
2022-04-04,-0.0590833056614557
2022-04-05,-0.07655231650704164
2022-04-06,-0.08463326484821176
2022-04-07,-0.08070738963622859
2022-04-08,-0.08366496745309648
2022-04-11,-0.0963833960713123
2022-04-12,-0.10196786113359801
2022-04-13,-0.0895732508651843
2022-04-14,-0.10019071492904008
2022-04-18,-0.10474358094136138
2022-04-19,-0.08534417491271229
2022-04-20,-0.0956402813538959
2022-04-21,-0.10914047062581267
2022-04-22,-0.13233256131069848
2022-04-25,-0.12556363273576354
2022-04-26,-0.15379095351442962
2022-04-27,-0.15805218983128622
2022-04-28,-0.13494603151129703
2022-04-29,-0.1660877300075545
2022-05-02,-0.15968910732393526
2022-05-03,-0.15995202703093414
2022-05-04,-0.13840146663580954
2022-05-05,-0.16933102155528168
2022-05-06,-0.1802649058995116
2022-05-09,-0.2141803289006874
2022-05-10,-0.210824768387878
2022-05-11,-0.23019722256580955
2022-05-12,-0.21894278010028367
2022-05-13,-0.1950720241160141
2022-05-16,-0.20140141558987912
2022-05-17,-0.18855307700420632
2022-05-18,-0.2227283863166588
2022-05-19,-0.2232263546125307
2022-05-20,-0.22251334662765965
2022-05-23,-0.21204938490356628
2022-05-24,-0.22301090918201694
2022-05-25,-0.21130255797186115
2022-05-26,-0.19318239588675956
2022-05-27,-0.17347976356414463
2022-05-31,-0.17907110787849778
2022-06-01,-0.1876947958342179
2022-06-02,-0.16449378189330965
2022-06-03,-0.1791023443325086
2022-06-06,-0.1794604510274267
2022-06-07,-0.17238874146033056
2022-06-08,-0.17757083389979733
2022-06-09,-0.19656465941596224
2022-06-10,-0.21926459736074533
2022-06-13,-0.2507179182304512
2022-06-14,-0.25210096526160375
2022-06-15,-0.23789920930532094
2022-06-16,-0.26160797311977635
2022-06-17,-0.25393431814734446
2022-06-21,-0.23354207069988886
2022-06-22,-0.23056962029622308
2022-06-23,-0.2180518287255886
2022-06-24,-0.19420472004072464
2022-06-27,-0.19983136799234513
2022-06-28,-0.2176307634451876
2022-06-29,-0.22022639583951042
2022-06-30,-0.22658887046827658
2022-07-01,-0.21886301216687476
2022-07-05,-0.20974077570391603
2022-07-06,-0.2102805070708348
2022-07-07,-0.19637842150703289
2022-07-08,-0.19629539800757378
2022-07-11,-0.20951611971953
2022-07-12,-0.21728941848371308
2022-07-13,-0.21922053937566133
2022-07-14,-0.22257646624835192
2022-07-15,-0.20427546061394763
2022-07-18,-0.21077555034915751
2022-07-19,-0.19100582524018994
2022-07-20,-0.179310195943316
2022-07-21,-0.16852804855085057
2022-07-22,-0.1791748799207532
2022-07-25,-0.18017103459617034
2022-07-26,-0.19505816863290193
2022-07-27,-0.1737218664154936
2022-07-28,-0.1646244131826735
2022-07-29,-0.15587825149004886
2022-08-01,-0.15312090539449352
2022-08-02,-0.146296080322465
2022-08-03,-0.13058834723917234
2022-08-04,-0.1285221545803067
2022-08-05,-0.13074456576764504
2022-08-08,-0.13740904469656456
2022-08-09,-0.145972511135946
2022-08-10,-0.12471166056902194
2022-08-11,-0.12876627587399625
2022-08-12,-0.11248760333147223
2022-08-15,-0.10351172034446676
2022-08-16,-0.1021435678009911
2022-08-17,-0.11177183116922551
2022-08-18,-0.11246274763511055
2022-08-19,-0.1259565697929408
2022-08-22,-0.14639102233390566
2022-08-23,-0.1494430723047202
2022-08-24,-0.1456043052871825
2022-08-25,-0.13353881703992299
2022-08-26,-0.16267062211286387
2022-08-29,-0.1677483365628334
2022-08-30,-0.17427180902717476
2022-08-31,-0.17701056197624954
2022-09-01,-0.17232001186038237
2022-09-02,-0.18212218508777112
2022-09-06,-0.18612705779715144
2022-09-07,-0.16995077223818122
2022-09-08,-0.161533611081761
2022-09-09,-0.14736212725306286
2022-09-12,-0.13596684341016796
2022-09-13,-0.1739356240006713
2022-09-14,-0.16618579360109065
2022-09-15,-0.1703528148663105
2022-09-16,-0.17668961187371368
2022-09-19,-0.17301946612302432
2022-09-20,-0.18369036927244753
2022-09-21,-0.19568426511829606
2022-09-22,-0.20578378703374545
2022-09-23,-0.22022990616905802
2022-09-26,-0.22613776717224554
