,weight
AAPL,0.01856131765307174
ABBV,0.02116615085413525
ABT,0.022772527133084825
ACN,0.02142637552320671
ADBE,0.019108598340167145
AMD,0.012016209042310214
AMGN,0.02204301731854584
AMZN,0.020374864126635195
AVGO,0.017344877016046013
BAC,0.016170049432469687
BMY,0.02365043161774018
COST,0.03009033592638155
CRM,0.01613964418207518
CSCO,0.022158600347731705
CVX,0.016835808340030393
DHR,0.024188273595017823
DIS,0.01632009096151321
GOOG,0.02115892759255176
HD,0.022207056219395626
HON,0.020125343040324054
JPM,0.01765906037780229
KO,0.026662592739661206
LIN,0.022711220775500016
LLY,0.017585719363416824
MA,0.018262763761684064
MCD,0.024866029806946074
META,0.017185850594389995
MRK,0.02507997701882974
MSFT,0.023630532214931735
NEE,0.022287520058939938
NFLX,0.016201539402506637
NKE,0.01810685712283211
NVDA,0.013243748992551842
ORCL,0.02111953977471367
PEP,0.03233265895993986
PFE,0.02078362218476751
PG,0.030659307713657817
PM,0.02262595874267418
TMO,0.022228853131720433
TSLA,0.008472933482807726
TXN,0.021320790496741314
UNH,0.019102518267017674
UPS,0.019869095025797832
V,0.02193450316193224
VZ,0.03374055261151142
WFC,0.015112287367421375
WMT,0.026942784743645698
XOM,0.016412683843224748
