,weight
AAPL,0.04795646623103873
ABBV,0.0
ABT,4.569801955276979e-18
ACN,0.0043884271014541934
ADBE,2.2172074353255407e-17
AMD,0.05447009593354283
AMGN,4.904406372547992e-18
AMZN,2.53453365770827e-17
AVGO,0.0
BAC,0.0
BMY,0.0
COST,0.33094805642356
CRM,0.0
CSCO,0.0
CVX,0.0
DHR,0.1918734279821443
DIS,2.3104287870744707e-17
GOOG,1.0206201647913594e-17
HD,1.4444753983088763e-17
HON,2.0013404119633542e-17
JPM,9.625848592648022e-18
KO,0.0
LIN,0.0
LLY,0.08202312384177071
MA,0.0
MCD,0.0
META,4.257124139475386e-18
MRK,1.0452927815022611e-17
MSFT,5.9956268984694e-17
NEE,0.010530922100516675
NFLX,0.0
NKE,0.0
NVDA,0.06705117108914639
ORCL,0.0
PEP,1.3205897779370972e-17
PFE,9.361459293202188e-19
PG,0.05227941154906651
PM,1.0163044785020552e-17
TMO,0.0
TSLA,0.0858276491561791
TXN,1.7635308194793978e-17
UNH,2.4930362090405693e-18
UPS,0.07265124859158062
V,0.0
VZ,0.0
WFC,4.930019794582575e-18
WMT,4.004561659059509e-17
XOM,0.0
