,weight
AAPL,0.009379135281862887
AMGN,0.0922496663471201
AMZN,0.19593821961970342
CRM,0.0238634786482735
CSCO,0.05032225455082409
CVX,0.029159673608119416
DIS,0.0031333707159989675
HD,0.007741994363619041
HON,0.0021307210508649107
JPM,0.005812011362357898
KO,0.03756141842366239
MCD,0.009178669208253191
MRK,0.1309958710861005
MSFT,0.012996450606976068
NKE,0.0011338878563734087
NVDA,0.008284492199833555
PG,0.0722753349434457
UNH,0.08951918482659077
V,0.0015410025842401873
VZ,0.11149151261598422
WMT,0.10529165009979581
