,weight
AAPL,0.008971125231976745
ABBV,0.006954934136070925
ABT,0.034471007402348396
ACN,0.007533337546190118
ADBE,0.0034126570451080587
AMD,0.016033798614804303
AMGN,0.011308835008657073
AMZN,0.017597830041233428
AVGO,0.013675982781510752
BAC,0.004917027836880588
BMY,0.008683351656042407
COST,0.04815186675846709
CRM,0.029492083142386938
CSCO,0.06008282974201098
CVX,0.017422304421386897
DHR,0.02380686702588023
DIS,0.007008116052856091
GOOG,0.006998929589688208
HD,0.004887732031042139
HON,0.026686868585504602
JPM,0.005864286164081357
KO,0.010481040180276915
LIN,0.008463908526722177
LLY,0.02227353631480421
MA,0.004664437758497818
MCD,0.006128275817697137
META,0.0207173742241418
MRK,0.014639628384058544
MSFT,0.005218936211998935
NEE,0.011766934808692436
NFLX,0.09416849079536853
NKE,0.005266978910313353
NVDA,0.019477057955939413
ORCL,0.05319332286017102
PEP,0.009273662128131965
PFE,0.02146340964851195
PG,0.008338599488054576
PM,0.01886145200563284
TMO,0.020106043343863646
TSLA,0.019354231524214362
TXN,0.020664395300077885
UNH,0.008074238359897084
UPS,0.10054075534229463
V,0.006728556490721393
VZ,0.0628051364189365
WFC,0.008205205409881131
WMT,0.03860504108011247
XOM,0.016557579896859877
