,weight
AAPL,0.031544886282397884
AMGN,0.051618595627037675
AMZN,0.031544886282397884
AXP,0.01402956475324125
BA,0.01402956475324125
CAT,0.01402956475324125
CRM,0.031544886282397884
CSCO,0.028558884349066508
CVX,0.01402956475324125
DIS,0.01402956475324125
GS,0.01402956475324125
HD,0.028558884349066508
HON,0.01402956475324125
IBM,0.01402956475324125
JNJ,0.051618595627037675
JPM,0.01402956475324125
KO,0.01402956475324125
MCD,0.028558884349066508
MMM,0.01402956475324125
MRK,0.051618595627037675
MSFT,0.031544886282397884
NKE,0.028558884349066508
NVDA,0.031544886282397884
PG,0.051618595627037675
SHW,0.028558884349066508
TRV,0.01402956475324125
UNH,0.028558884349066508
V,0.028558884349066508
VZ,0.051618595627037675
WMT,0.2159156229704618
