,weight
AAPL,0.02783435933302784
AMGN,0.0349908781699086
AMZN,0.029000068045961766
AXP,0.02497223859584372
BA,0.01944897064089983
CAT,0.027358541061881077
CRM,0.024802704934638226
CSCO,0.03640725123426107
CVX,0.02851409726952798
DIS,0.028130422365360796
GS,0.027718195654017255
HD,0.03480100720374194
HON,0.03678259413259698
IBM,0.030550612508097943
JNJ,0.0481993835093239
JPM,0.032702535458054426
KO,0.04589140055423957
MCD,0.04565298154256107
MMM,0.03760475491203311
MRK,0.029723439268465365
MSFT,0.03319422914445501
NKE,0.02496955334345123
NVDA,0.015530894025407783
PG,0.048475399686344844
SHW,0.03836352064038867
TRV,0.03215884466455134
UNH,0.0365077488908363
V,0.028959300185941075
VZ,0.04895938440728344
WMT,0.04179468861689777
