,weight
AAPL,0.009146990921407208
AMGN,0.0678282677167333
AMZN,0.1396738133596387
AXP,0.0011496230202562839
BA,0.01123301336556824
CAT,0.008304960780777375
CRM,0.004610513458618164
CSCO,0.017937256349383944
CVX,0.004001220147496621
DIS,0.009916600167525484
GS,0.0007109684087061124
HD,0.005971012046738325
HON,0.003723393483343738
IBM,0.019679596188624474
JNJ,0.05780800639854548
JPM,0.0007810519030943337
KO,0.06253986016256967
MCD,0.007344437630816286
MMM,0.011673394436614736
MRK,0.05415749149396106
MSFT,0.003112238297121582
NKE,0.02706434998475482
NVDA,0.012030325455777549
PG,0.05556733951073438
SHW,0.005839500686691883
TRV,0.006226711211852562
UNH,0.04393903129434092
V,0.003360894162317089
VZ,0.11157810548618358
WMT,0.2330900324698061
