Date,cumulative_return
2020-06-01,0.002093877024008428
2020-06-02,0.0026273471995559294
2020-06-03,-0.0007551212009422326
2020-06-04,-0.0027244089327616017
2020-06-05,-0.001999060120032259
2020-06-08,0.0007309252608749262
2020-06-09,0.002057046560112852
2020-06-10,0.008972022045882655
2020-06-11,0.0016949009056126396
2020-06-12,0.002665172365452051
2020-06-15,0.006140013174942949
2020-06-16,0.0060972829226295655
2020-06-17,0.005392675159992866
2020-06-18,0.008127744194423636
2020-06-19,0.010104221239144895
2020-06-22,0.012218929982818594
2020-06-23,0.012482370500256135
2020-06-24,0.008543470317965873
2020-06-25,0.010213530061228493
2020-06-26,0.009988691897101276
2020-06-29,0.012605514208890112
2020-06-30,0.01358492971040648
2020-07-01,0.014743172701052965
2020-07-02,0.017614474006119485
2020-07-06,0.020386920095331718
2020-07-07,0.02140510383850791
2020-07-08,0.022111916995861236
2020-07-09,0.023485449116072754
2020-07-10,0.022966207685905404
2020-07-13,0.022249538074364583
2020-07-14,0.02495167302677337
2020-07-15,0.026660551788486586
2020-07-16,0.02633104540633968
2020-07-17,0.028578837618496333
2020-07-20,0.030557585986688895
2020-07-21,0.034471185435849705
2020-07-22,0.03737096412071805
2020-07-23,0.03857436819165039
2020-07-24,0.038768780836387906
2020-07-27,0.04103937873098862
2020-07-28,0.04252642452294464
2020-07-29,0.046521390635163584
2020-07-30,0.04553501875727517
2020-07-31,0.04798889379933846
2020-08-03,0.04947984016153373
2020-08-04,0.05470316007717457
2020-08-05,0.055422541519727586
2020-08-06,0.059021869994665854
2020-08-07,0.054249415166526704
2020-08-10,0.05334742876430476
2020-08-11,0.043160725383329046
2020-08-12,0.04298593741636103
2020-08-13,0.04216254772774386
2020-08-14,0.0403167123386452
2020-08-17,0.04588611453528246
2020-08-18,0.049559119807562446
2020-08-19,0.04380257125021991
2020-08-20,0.045831691992949786
2020-08-21,0.046163209662342775
2020-08-24,0.04680757272294045
2020-08-25,0.04621742644143145
2020-08-26,0.04803933341564259
2020-08-27,0.04265054465762552
2020-08-28,0.04707325581887156
2020-08-31,0.04946680037112494
2020-09-01,0.05262970768281394
2020-09-02,0.052274161493560456
2020-09-03,0.048310205022304986
2020-09-04,0.04294999785780451
2020-09-08,0.04096567078267799
2020-09-09,0.043866013554842764
2020-09-10,0.04277339357675536
2020-09-11,0.043826574792640294
2020-09-14,0.045169915367283764
2020-09-15,0.04611191409347315
2020-09-16,0.04770707632680504
2020-09-17,0.04802085460618688
2020-09-18,0.046926778592561114
2020-09-21,0.0414904411707826
2020-09-22,0.04133706389606062
2020-09-23,0.0354633436449272
2020-09-24,0.03638801462534369
2020-09-25,0.036998954915845816
2020-09-28,0.041072274221310545
2020-09-29,0.04149341841957277
2020-09-30,0.04025036073922639
2020-10-01,0.04143320581569565
2020-10-02,0.04015259079735234
2020-10-05,0.040038228260263375
2020-10-06,0.03943356837986012
2020-10-07,0.03943317059341456
2020-10-08,0.04345144343205698
2020-10-09,0.04604630992380443
2020-10-12,0.04710671960997148
2020-10-13,0.045696989937825006
2020-10-14,0.04631817933483484
2020-10-15,0.046216842441999084
2020-10-16,0.044894375082374705
2020-10-19,0.04270891315787262
2020-10-20,0.04309177523097629
2020-10-21,0.04227465213760273
2020-10-22,0.03981873487749987
2020-10-23,0.04076422412346581
2020-10-26,0.03984607684971597
2020-10-27,0.04240156188126609
2020-10-28,0.0359786061338323
2020-10-29,0.03240873940808431
2020-10-30,0.02974496094823431
2020-11-02,0.03528530181396161
2020-11-03,0.036819455616006413
2020-11-04,0.04420453550885939
2020-11-05,0.048496482704023736
2020-11-06,0.044748884960794655
2020-11-09,0.03845340286860566
2020-11-10,0.039499894192224216
2020-11-11,0.04063690999182268
2020-11-12,0.04307399011199409
2020-11-13,0.044148041179478126
2020-11-16,0.04548266332681328
2020-11-17,0.04726162194426409
2020-11-18,0.04669000944896995
2020-11-19,0.04855685065878257
2020-11-20,0.050426327883283495
2020-11-23,0.048326698422693326
2020-11-24,0.048296616608605625
2020-11-25,0.04948160571226046
2020-11-27,0.05101551677011873
2020-11-30,0.04997073325029078
2020-12-01,0.049165867133498464
2020-12-02,0.049447877403254736
2020-12-03,0.05301781321397159
2020-12-04,0.05090373821013805
2020-12-07,0.054199002293238374
2020-12-08,0.05547601377511957
2020-12-09,0.05210788853628334
2020-12-10,0.05568114334150698
2020-12-11,0.05615805797749429
2020-12-14,0.05545942741299692
2020-12-15,0.058829346249308134
2020-12-16,0.059327475896647774
2020-12-17,0.06150747892693609
2020-12-18,0.060738738701409556
2020-12-21,0.05902399093724586
2020-12-22,0.05889974177091495
2020-12-23,0.06042668639314841
2020-12-24,0.06240052808798757
2020-12-28,0.06225767314009101
2020-12-29,0.06247605193048922
2020-12-30,0.06477394534990966
2020-12-31,0.06657216893413209
2021-01-04,0.06730865786254303
2021-01-05,0.06881766260192212
2021-01-06,0.06312916142426594
2021-01-07,0.062365179115834835
2021-01-08,0.0579366610233818
2021-01-11,0.05445515330377093
2021-01-12,0.057592830070539947
2021-01-13,0.06047005466795641
2021-01-14,0.06006700852975211
2021-01-15,0.05883388577997528
2021-01-19,0.06173021384965294
2021-01-20,0.06465162516046186
2021-01-21,0.06413608861998554
2021-01-22,0.061690819486473814
2021-01-25,0.06569285531442492
2021-01-26,0.06483107401368637
2021-01-27,0.06292003756170983
2021-01-28,0.06272581442362557
2021-01-29,0.060671162348041596
2021-02-01,0.06397089215655605
2021-02-02,0.06333288596468312
2021-02-03,0.062397411158745086
2021-02-04,0.060999209785812525
2021-02-05,0.06143881567975917
2021-02-08,0.06539925880717079
2021-02-09,0.06622441620138786
2021-02-10,0.06791917518117763
2021-02-11,0.06595815811806904
2021-02-12,0.06458503873445443
2021-02-16,0.05907007694823685
2021-02-17,0.05904850583945209
2021-02-18,0.05643880739964624
2021-02-19,0.05305357104138975
2021-02-22,0.054162661873546014
2021-02-23,0.054826295438034744
2021-02-24,0.05569253741125446
2021-02-25,0.04130510106027785
2021-02-26,0.0462418409765184
2021-03-01,0.04526976140025063
2021-03-02,0.04731852898895417
2021-03-03,0.04258478270409127
2021-03-04,0.03807830228539566
2021-03-05,0.04032074641692862
2021-03-08,0.03316149133937918
2021-03-09,0.04065925374869317
2021-03-10,0.044916640685918496
2021-03-11,0.0469354654969667
2021-03-12,0.03966124015311645
2021-03-15,0.042101607660917084
2021-03-16,0.04207223601388321
2021-03-17,0.042171989688665645
2021-03-18,0.03172356433684054
2021-03-19,0.03496477799067321
2021-03-22,0.03838303271683996
2021-03-23,0.037740318835965514
2021-03-24,0.04150393721398915
2021-03-25,0.038928440227733896
2021-03-26,0.041059175820411964
2021-03-29,0.03740445912461654
2021-03-30,0.034301994478803444
2021-03-31,0.03647403675171135
2021-04-01,0.04312645799664527
2021-04-05,0.03981983479742457
2021-04-06,0.043437838171344945
