,weight
AAPL,0.014220882150802801
AMGN,0.11677742677221807
AMZN,0.025986981213665782
CRM,0.007651678810307877
CSCO,0.07893448282880569
CVX,0.007118890019051808
DIS,0.007444230210288075
HD,0.0059523281738466695
HON,0.005370022892283271
JPM,0.0043867327868780314
KO,0.0755677359195764
MCD,0.034347507054945936
MRK,0.159800257429381
MSFT,0.007081709201655266
NKE,0.004603737705174338
NVDA,0.018326031680071943
PG,0.10172350034245961
UNH,0.0605050296012757
V,0.006251092723603442
VZ,0.12837411475775715
WMT,0.12957562772595102
