Date,drawdown
2019-06-03,0.0
2019-06-04,0.0
2019-06-05,0.0
2019-06-06,0.0
2019-06-07,0.0
2019-06-10,-0.0022420155197523384
2019-06-11,-0.0012682481888561803
2019-06-12,-0.001885773665597057
2019-06-13,0.0
2019-06-14,-0.0010804238436535885
2019-06-17,-0.00062963417500983
2019-06-18,0.0
2019-06-19,0.0
2019-06-20,0.0
2019-06-21,-0.0038540835662865813
2019-06-24,-0.0016761098923202544
2019-06-25,-0.004709389592037816
2019-06-26,-0.00702696041522588
2019-06-27,-0.0028281984577421815
2019-06-28,-0.0015414109035182255
2019-07-01,-0.0016006434701668626
2019-07-02,0.0
2019-07-03,0.0
2019-07-05,-0.005470467241758037
2019-07-08,-0.007503312417306174
2019-07-09,-0.007444360528074068
2019-07-10,-0.003571812029297572
2019-07-11,-0.008014886420637857
2019-07-12,-0.005971980129014898
2019-07-15,-0.004924708689141188
2019-07-16,-0.00791830813209915
2019-07-17,-0.00597137045066598
2019-07-18,-0.0036198816712587067
2019-07-19,-0.007059680628776488
2019-07-22,-0.0057666902152213595
2019-07-23,-0.004591686372110937
2019-07-24,-0.0022933653931649367
2019-07-25,-0.006345287110718356
2019-07-26,-0.004331619039400492
2019-07-29,-0.004317737863072435
2019-07-30,-0.00367832097095222
2019-07-31,-0.005747890162057123
2019-08-01,-0.0026418382999042755
2019-08-02,-0.0035597722448329483
2019-08-05,-0.008027152705247231
2019-08-06,-0.0020415893958858344
2019-08-07,-0.0006674653274593156
2019-08-08,0.0
2019-08-09,-0.0027141856167590683
2019-08-12,-0.0012319368207756032
2019-08-13,0.0
2019-08-14,-0.004321466489478953
2019-08-15,-3.397288778828056e-05
2019-08-16,0.0
2019-08-19,-0.0007871145084220599
2019-08-20,0.0
2019-08-21,0.0
2019-08-22,-0.00206975019601785
2019-08-23,-0.0030532719492755156
2019-08-26,-0.0007964633726557091
2019-08-27,0.0
2019-08-28,0.0
2019-08-29,0.0
2019-08-30,-0.0013048074586968772
2019-09-03,-0.0019652346030862855
2019-09-04,0.0
2019-09-05,-0.0031175439484283363
2019-09-06,-0.001949885799171991
