,weight
AAPL,0.007228631624647715
ABBV,0.012654795074606116
ABT,0.012654795074606116
ACN,0.003459626015572674
ADBE,0.012739041840482798
ADI,0.007228631624647715
ADP,0.003459626015572674
AMAT,0.007228631624647715
AMD,0.012739041840482798
AMGN,0.012654795074606116
AMZN,0.04952696481069432
ANET,0.012654795074606116
AVGO,0.007228631624647715
AXP,0.003807681725237393
BA,0.003807681725237393
BAC,0.003807681725237393
BKNG,0.003807681725237393
BLK,0.003459626015572674
BMY,0.012654795074606116
BRK-B,0.003807681725237393
BSX,0.003459626015572674
C,0.003807681725237393
CAT,0.003807681725237393
CB,0.003807681725237393
COP,0.003807681725237393
COST,0.069809176527284
CRM,0.012739041840482798
CSCO,0.003459626015572674
CVX,0.003807681725237393
DE,0.003807681725237393
DHR,0.012654795074606116
DIS,0.003807681725237393
DUK,0.003459626015572674
ELV,0.003459626015572674
ETN,0.003807681725237393
GE,0.003807681725237393
GILD,0.0315847256766522
GOOG,0.007228631624647715
GS,0.003807681725237393
HD,0.003459626015572674
HON,0.003807681725237393
IBM,0.003459626015572674
ICE,0.003459626015572674
INTU,0.007228631624647715
ISRG,0.003459626015572674
JNJ,0.003459626015572674
JPM,0.003807681725237393
KLAC,0.007228631624647715
KO,0.003459626015572674
LIN,0.003459626015572674
LLY,0.0315847256766522
LMT,0.003459626015572674
LOW,0.003459626015572674
LRCX,0.007228631624647715
MA,0.003459626015572674
MCD,0.003459626015572674
MDLZ,0.003459626015572674
MDT,0.003459626015572674
META,0.012739041840482798
MO,0.003459626015572674
MRK,0.012654795074606116
MSFT,0.007228631624647715
MU,0.007228631624647715
NEE,0.003459626015572674
NFLX,0.04952696481069432
NKE,0.003459626015572674
NOW,0.012739041840482798
NVDA,0.012739041840482798
ORCL,0.012654795074606116
PANW,0.012739041840482798
PEP,0.003459626015572674
PFE,0.0315847256766522
PG,0.003459626015572674
PGR,0.012654795074606116
PLD,0.003459626015572674
PLTR,0.05204548267429528
PM,0.003459626015572674
QCOM,0.007228631624647715
RTX,0.003807681725237393
SBUX,0.003459626015572674
SCHW,0.003807681725237393
SO,0.003459626015572674
SPGI,0.003459626015572674
SYK,0.003459626015572674
T,0.003459626015572674
TJX,0.003807681725237393
TMO,0.012654795074606116
TSLA,0.027850248751121794
TXN,0.007228631624647715
UBER,0.027850248751121794
UNH,0.003459626015572674
UNP,0.003807681725237393
UPS,0.012654795074606116
V,0.003459626015572674
VRTX,0.0315847256766522
VZ,0.003459626015572674
WFC,0.003807681725237393
WM,0.003459626015572674
WMT,0.069809176527284
XOM,0.003807681725237393
