,weight
DBC,0.06887269283366697
EEM,0.04522594788210239
EFA,0.0503727489319
GLD,0.08409578479818533
HYG,0.08715081810939797
IEF,0.18464257154752567
IWM,0.03908397206241377
LQD,0.08633982330759804
QQQ,0.04452581651618048
SPY,0.04595594382580229
TIP,0.16036176552573017
TLT,0.06605605927344213
VNQ,0.03731605538605495
