run_id,universe_id,construction_date,estimation_months,method,total_return,annualized_return,volatility,sharpe_ratio,max_drawdown
djia_20190601_12m,djia,2019-06-01,12,equal_weight,0.15319975537679809,0.15319975537679809,0.333212823374704,0.45976548508915616,-0.3284584531028397
djia_20190601_12m,djia,2019-06-01,12,naive_risk_parity,0.12184384128747983,0.12184384128747983,0.3270918562329845,0.37250649615896153,-0.3251856018613075
djia_20190601_12m,djia,2019-06-01,12,markowitz,0.07923111904408042,0.07923111904408042,0.28875749287875396,0.2743863657153606,-0.2741455154568876
djia_20190601_12m,djia,2019-06-01,12,hrp_recursive,0.10113277908455331,0.10113277908455331,0.28126346675309605,0.3595659978596921,-0.28025561315602887
djia_20190601_12m,djia,2019-06-01,12,hca_deprado_ew_nrp,0.11042987003340721,0.11042987003340721,0.29165735070001914,0.378628790834038,-0.2751157259196402
djia_20190601_24m,djia,2019-06-01,24,equal_weight,0.15319975537679809,0.15319975537679809,0.333212823374704,0.45976548508915616,-0.3284584531028397
djia_20190601_24m,djia,2019-06-01,24,naive_risk_parity,0.1250397252474651,0.1250397252474651,0.3282550670654155,0.3809224526686342,-0.3271414070410249
djia_20190601_24m,djia,2019-06-01,24,markowitz,0.007313413123423151,0.007313413123423151,0.36083432932524306,0.020268063565623502,-0.37563240647104157
djia_20190601_24m,djia,2019-06-01,24,hrp_recursive,0.09452385840207533,0.09452385840207533,0.29915258369896647,0.3159720609239114,-0.30365195283690816
djia_20190601_24m,djia,2019-06-01,24,hca_deprado_ew_nrp,0.13940366622070632,0.13940366622070632,0.2915816414464474,0.4780947988671967,-0.28839908278792825
djia_20190601_36m,djia,2019-06-01,36,equal_weight,0.15319975537679809,0.15319975537679809,0.333212823374704,0.45976548508915616,-0.3284584531028397
djia_20190601_36m,djia,2019-06-01,36,naive_risk_parity,0.12337864849547575,0.12337864849547575,0.32746317560874844,0.3767710621694087,-0.32705808323157337
djia_20190601_36m,djia,2019-06-01,36,markowitz,-0.003065367886596948,-0.003065367886596948,0.3912417645702741,-0.007834971018403003,-0.41278680044806537
djia_20190601_36m,djia,2019-06-01,36,hrp_recursive,0.1229195401778782,0.1229195401778782,0.2894039480536347,0.42473345994263273,-0.28568956713987537
