0,cumulative_return
2020-06-01,0.0017337816234910264
2020-06-02,0.003120651631304705
2020-06-03,0.013336062998656972
2020-06-04,0.016133036842081783
2020-06-05,0.03030353970706834
2020-06-08,0.03544693203868032
2020-06-09,0.04085897080580536
2020-06-10,0.04521365075255379
2020-06-11,0.02585456506916839
2020-06-12,0.004813301776556367
2020-06-15,-0.001984430435173379
2020-06-16,0.024967028951303094
2020-06-17,0.024470926650601132
2020-06-18,0.020797908831012624
2020-06-19,0.031226407989109584
2020-06-22,0.024835797641182378
2020-06-23,0.03864518108136661
2020-06-24,0.026707321868147504
2020-06-25,0.021219073192650928
2020-06-26,0.020882908866046046
2020-06-29,0.013502468353190356
2020-06-30,0.030547203885575636
2020-07-01,0.056174162157037744
2020-07-02,0.061256759244345815
2020-07-06,0.07260138466987831
2020-07-07,0.07592678440630052
2020-07-08,0.07502893866395022
2020-07-09,0.08076772652107644
2020-07-10,0.08625389411740181
2020-07-13,0.10384807669020235
2020-07-14,0.088665511604886
2020-07-15,0.10170370527975336
2020-07-16,0.09856663132841348
2020-07-17,0.1029194238995903
2020-07-20,0.10753371143433577
2020-07-21,0.11546400630157727
2020-07-22,0.10985537778857579
2020-07-23,0.11190172683421129
2020-07-24,0.10582496141839925
2020-07-27,0.11248112966689683
2020-07-28,0.11551219546403546
2020-07-29,0.11979253082246855
2020-07-30,0.13758307140273285
2020-07-31,0.1398076372068917
2020-08-03,0.14508919730298464
2020-08-04,0.1540639013821874
2020-08-05,0.15924657788084007
2020-08-06,0.1623132576366486
2020-08-07,0.1725027484670294
2020-08-10,0.17608767980875628
2020-08-11,0.17673725847341437
2020-08-12,0.18103863940636056
2020-08-13,0.17904919074491632
2020-08-14,0.1813664829024979
2020-08-17,0.18848311712418808
2020-08-18,0.1954651031157193
2020-08-19,0.19453430855792853
2020-08-20,0.18754206808371388
2020-08-21,0.18985581983525268
2020-08-24,0.19839499377412007
2020-08-25,0.20146288396058076
2020-08-26,0.210992905278512
2020-08-27,0.22003419507664912
2020-08-28,0.2196873708021414
2020-08-31,0.22744360213568382
2020-09-01,0.23120660635994184
2020-09-02,0.24663698183718696
2020-09-03,0.24121583164156823
2020-09-04,0.21515948292145692
2020-09-08,0.19098555902669467
2020-09-09,0.19935394133912032
2020-09-10,0.19790833203569713
2020-09-11,0.18444333559493842
2020-09-14,0.19631667114509455
2020-09-15,0.2032008166057906
2020-09-16,0.20951339447112138
2020-09-17,0.18478511069333292
2020-09-18,0.19012583979211684
2020-09-21,0.17671286382301044
2020-09-22,0.18319334346733518
2020-09-23,0.18499781151274663
2020-09-24,0.16674719548884376
2020-09-25,0.17582150319697187
2020-09-28,0.19676263332227073
2020-09-29,0.19640555283920702
2020-09-30,0.20562361885887848
2020-10-01,0.21508118784148555
2020-10-02,0.20410843965552927
2020-10-05,0.208207386552971
2020-10-06,0.21548072077508995
2020-10-07,0.22449831251676122
2020-10-08,0.23230452266485413
2020-10-09,0.2354565387658185
2020-10-12,0.25056600747625235
2020-10-13,0.2510135777025284
2020-10-14,0.2491351976388061
2020-10-15,0.22806254052386277
2020-10-16,0.2403969275812261
2020-10-19,0.2352987161505551
2020-10-20,0.2231357117378523
2020-10-21,0.21539488439597299
2020-10-22,0.21229523189055843
2020-10-23,0.21420916865069417
2020-10-26,0.2059562593319193
2020-10-27,0.2026733502807938
2020-10-28,0.17854509123450324
2020-10-29,0.17649513552952412
2020-10-30,0.1655907277982418
2020-11-02,0.17511030837606434
2020-11-03,0.19458174592048638
2020-11-04,0.23055829306911413
2020-11-05,0.24014824555452274
2020-11-06,0.23830475937936058
2020-11-09,0.26786421936275784
2020-11-10,0.23985490721529268
2020-11-11,0.2471531061743466
2020-11-12,0.24038596372813625
2020-11-13,0.24239704754658775
2020-11-16,0.254135721306187
2020-11-17,0.25542147232592693
2020-11-18,0.2569725158842484
2020-11-19,0.24080615921274018
2020-11-20,0.2417388473374018
2020-11-23,0.24280446591004012
2020-11-24,0.25644415901947193
2020-11-25,0.25814635912227346
2020-11-27,0.26158689441595895
2020-11-30,0.26410879953049293
2020-12-01,0.27974848350405357
2020-12-02,0.2755366279673883
2020-12-03,0.2736159703582117
2020-12-04,0.272930662384296
2020-12-07,0.2780132983724266
2020-12-08,0.2798145493654991
2020-12-09,0.28364950423892177
2020-12-10,0.27240819925968096
2020-12-11,0.26929583349151076
2020-12-14,0.283884633376587
2020-12-15,0.27859487112585635
2020-12-16,0.2841578178759603
2020-12-17,0.29089395948075536
2020-12-18,0.29567126517357956
2020-12-21,0.2806746877508268
2020-12-22,0.2767361250958349
2020-12-23,0.2758415206792382
2020-12-24,0.2704929532545719
2020-12-28,0.2819093341619856
2020-12-29,0.28523962129616454
2020-12-30,0.28270851413440545
2020-12-31,0.283324250734752
2021-01-04,0.290389431031564
2021-01-05,0.27943252713848143
2021-01-06,0.2874900939694862
2021-01-07,0.2940436087192344
2021-01-08,0.29596739970714037
2021-01-11,0.30524389110465644
2021-01-12,0.3040286777474239
2021-01-13,0.30291399687177556
2021-01-14,0.3068051599766055
2021-01-15,0.2981856545595545
2021-01-19,0.2991464711981373
2021-01-20,0.31689631163526655
2021-01-21,0.3199538480186299
2021-01-22,0.31494752544311333
2021-01-25,0.3218351066230718
2021-01-26,0.32116539185030657
2021-01-27,0.3020292515882399
2021-01-28,0.3006280426398895
2021-01-29,0.2804342027626343
2021-02-01,0.2809161645392
2021-02-02,0.30027866933017133
2021-02-03,0.29302684893763287
2021-02-04,0.2931418741751255
2021-02-05,0.29874410066229995
2021-02-08,0.30362164129204516
2021-02-09,0.30311923726024337
2021-02-10,0.3056185719043334
2021-02-11,0.30042805309990617
2021-02-12,0.29595134589911365
2021-02-16,0.3009224874084875
2021-02-17,0.30426964826238057
2021-02-18,0.3012949296016778
2021-02-19,0.29982570881330006
2021-02-22,0.28942726724616774
2021-02-23,0.2888955558191775
2021-02-24,0.29197458982055147
2021-02-25,0.2875860871313758
2021-02-26,0.2742277059642535
2021-03-01,0.2794618899153414
2021-03-02,0.28044994095279185
2021-03-03,0.2703993584636277
2021-03-04,0.26050626292772083
2021-03-05,0.25995846183760274
2021-03-08,0.2749432058505341
2021-03-09,0.27840380970590517
2021-03-10,0.28532796999736143
2021-03-11,0.2919004875079796
2021-03-12,0.28563493364696213
2021-03-15,0.28855418268995114
2021-03-16,0.29121585705150754
2021-03-17,0.2890477595194274
2021-03-18,0.2871724354685672
2021-03-19,0.2866266089479612
2021-03-22,0.2952766596726497
2021-03-23,0.30321409493123896
2021-03-24,0.2971269435728672
2021-03-25,0.2930590571716727
2021-03-26,0.3110689452635522
2021-03-29,0.322261511334782
2021-03-30,0.31886802794020186
2021-03-31,0.32418582781030203
2021-04-01,0.32929111774332065
2021-04-05,0.34323902554812213
2021-04-06,0.3443228137424337
2021-04-07,0.340928543911416
2021-04-08,0.34401329898531907
2021-04-09,0.3492361020456889
2021-04-12,0.3572881734200277
2021-04-13,0.36483023526263203
2021-04-14,0.3637879982953607
2021-04-15,0.3737630772967442
2021-04-16,0.382383433515179
2021-04-19,0.38048515683636164
2021-04-20,0.382850527326702
2021-04-21,0.37889711593620157
2021-04-22,0.3777471132332202
2021-04-23,0.37511417910941325
2021-04-26,0.375775677717608
2021-04-27,0.38867479747684963
2021-04-28,0.3858649591254868
2021-04-29,0.39181173860993135
2021-04-30,0.3907331243371912
2021-05-03,0.4054956976988364
2021-05-04,0.40198092586469314
2021-05-05,0.4082016169281746
2021-05-06,0.40794071534903575
2021-05-07,0.42206940502450463
2021-05-10,0.4257483888725475
2021-05-11,0.4087047876009071
2021-05-12,0.3968244900236664
2021-05-13,0.4004018468966224
2021-05-14,0.4083841000082118
2021-05-17,0.4101960044591686
2021-05-18,0.4073368841231566
2021-05-19,0.39054520501091816
2021-05-20,0.4082083859586194
2021-05-21,0.41426798848582536
2021-05-24,0.41384109010848125
2021-05-25,0.4121436364184399
2021-05-26,0.406755948310664
2021-05-27,0.40774425047204854
2021-05-28,0.40822831603840415
2021-06-01,0.40810832741337855
