,weight
AAPL,0.014143414506400031
ABBV,0.016589107033140784
ABT,0.016589107033140784
ACN,0.00974845355563903
ADBE,0.014143414506400031
AMD,0.014143414506400031
AMGN,0.016589107033140784
AMZN,0.014143414506400031
AVGO,0.00974845355563903
BAC,0.00974845355563903
BMY,0.016589107033140784
COST,0.055953982546200404
CRM,0.014143414506400031
CSCO,0.00974845355563903
CVX,0.00974845355563903
DHR,0.016589107033140784
DIS,0.00974845355563903
GOOG,0.014143414506400031
HD,0.00974845355563903
HON,0.00974845355563903
JPM,0.00974845355563903
KO,0.016589107033140784
LIN,0.00974845355563903
LLY,0.11460511472884813
MA,0.00974845355563903
MCD,0.00974845355563903
META,0.014143414506400031
MRK,0.016589107033140784
MSFT,0.014143414506400031
NEE,0.016589107033140784
NFLX,0.10558449407937459
NKE,0.00974845355563903
NVDA,0.014143414506400031
ORCL,0.055953982546200404
PEP,0.016589107033140784
PFE,0.016589107033140784
PG,0.016589107033140784
PM,0.016589107033140784
TMO,0.016589107033140784
TSLA,0.014143414506400031
TXN,0.00974845355563903
UNH,0.016589107033140784
UPS,0.055953982546200404
V,0.00974845355563903
VZ,0.016589107033140784
WFC,0.00974845355563903
WMT,0.055953982546200404
XOM,0.00974845355563903
