,weight
AAPL,0.002609581005139178
ABBV,0.03219428783024602
ABT,0.002609581005139178
ACN,0.002609581005139178
ADBE,0.0067042587370082915
ADI,0.0067042587370082915
ADP,0.002609581005139178
AMAT,0.0067042587370082915
AMD,0.021936833142555418
AMGN,0.006897383350669082
AMZN,0.0067042587370082915
ANET,0.021936833142555418
AVGO,0.0067042587370082915
AXP,0.002609581005139178
BA,0.002609581005139178
BAC,0.002609581005139178
BKNG,0.002609581005139178
BLK,0.002609581005139178
BMY,0.03219428783024602
BRK-B,0.002609581005139178
BSX,0.002609581005139178
C,0.002609581005139178
CAT,0.002609581005139178
CB,0.006897383350669082
COP,0.002609581005139178
COST,0.07005869468268298
CRM,0.0067042587370082915
CSCO,0.002609581005139178
CVX,0.002609581005139178
DE,0.002609581005139178
DHR,0.002609581005139178
DIS,0.002609581005139178
DUK,0.006897383350669082
ELV,0.006897383350669082
ETN,0.002609581005139178
GE,0.06621611376577205
GILD,0.03219428783024602
GOOG,0.002609581005139178
GS,0.002609581005139178
HD,0.002609581005139178
HON,0.002609581005139178
IBM,0.002609581005139178
ICE,0.006897383350669082
INTU,0.002609581005139178
ISRG,0.002609581005139178
JNJ,0.006897383350669082
JPM,0.002609581005139178
KLAC,0.0067042587370082915
KO,0.006897383350669082
LIN,0.002609581005139178
LLY,0.006897383350669082
LMT,0.006897383350669082
LOW,0.002609581005139178
LRCX,0.0067042587370082915
MA,0.002609581005139178
MCD,0.002609581005139178
MDLZ,0.006897383350669082
MDT,0.002609581005139178
META,0.0067042587370082915
MO,0.03557769704588405
MRK,0.006897383350669082
MSFT,0.002609581005139178
MU,0.0067042587370082915
NEE,0.006897383350669082
NFLX,0.021936833142555418
NKE,0.002609581005139178
NOW,0.0067042587370082915
NVDA,0.0067042587370082915
ORCL,0.006897383350669082
PANW,0.021936833142555418
PEP,0.006897383350669082
PFE,0.006897383350669082
PG,0.006897383350669082
PGR,0.006897383350669082
PLD,0.006897383350669082
PM,0.03557769704588405
QCOM,0.0067042587370082915
RTX,0.002609581005139178
SBUX,0.002609581005139178
SCHW,0.002609581005139178
SO,0.006897383350669082
SPGI,0.002609581005139178
SYK,0.002609581005139178
T,0.03557769704588405
TJX,0.002609581005139178
TMO,0.002609581005139178
TSLA,0.0345942212624409
TXN,0.0067042587370082915
UBER,0.0345942212624409
UNH,0.006897383350669082
UNP,0.002609581005139178
UPS,0.006897383350669082
V,0.002609581005139178
VRTX,0.03219428783024602
VZ,0.03557769704588405
WFC,0.002609581005139178
WM,0.006897383350669082
WMT,0.07005869468268298
XOM,0.002609581005139178
