,weight
AAPL,2.543285168598393e-18
AMGN,0.0
AMZN,0.02220852803818818
AXP,3.556791462679623e-17
BA,0.24276910339917726
CAT,0.0
CRM,0.0
CSCO,0.0
CVX,7.029963265733225e-19
DIS,1.2023277914268521e-17
GS,0.0
HD,1.1396982443947516e-17
HON,4.336115795635668e-18
IBM,0.0
JNJ,0.0
JPM,2.296694359279408e-17
KO,1.6284895855637472e-18
MCD,0.2933138984884206
MMM,0.0
MRK,0.05482598046625438
MSFT,0.15935450290407555
NKE,0.0
NVDA,0.03452765284188264
PG,0.05675127006765006
SHW,5.170897446967418e-17
TRV,0.0
UNH,0.09477817298753115
V,2.7159264420761886e-17
VZ,0.0
WMT,0.041470890806820336
