,weight
AAPL,9.754693853162826e-18
ABBV,0.0
ABT,0.0
ACN,1.591352244701514e-17
ADBE,0.0
AMD,0.0
AMGN,0.0
AMZN,0.0
AVGO,0.0
BAC,0.0
BMY,2.7942858871682825e-17
COST,0.2620577113405343
CRM,5.431112758429497e-17
CSCO,2.722143232704969e-17
CVX,0.0
DHR,0.14868469267252996
DIS,0.0
GOOG,6.693599798388786e-17
HD,5.169278659076179e-17
HON,4.073940196096031e-17
JPM,1.134244747881282e-17
KO,2.772818640989063e-17
LIN,0.0
LLY,0.13136454449354013
MA,0.0
MCD,3.737853161204312e-18
META,2.2918434465339962e-17
MRK,0.0
MSFT,1.0445530517083483e-18
NEE,1.1017663145776824e-17
NFLX,0.01950527604378325
NKE,2.2445134515623606e-17
NVDA,0.13774154891608997
ORCL,2.625893742370289e-17
PEP,0.0
PFE,0.02999527143920011
PG,1.295503525366376e-18
PM,2.6494078240591637e-17
TMO,0.0
TSLA,0.12644104704289447
TXN,3.7954347408428397e-17
UNH,1.579767624398238e-17
UPS,0.14420990805142786
V,0.0
VZ,0.0
WFC,2.4067262303910194e-17
WMT,2.2768418448137866e-17
XOM,5.693445047298739e-17
