,weight
AAPL,0.0
ABBV,4.846347678905265e-17
ABT,0.0
ACN,4.8984607126426924e-17
ADBE,0.0
ADI,0.0
ADP,3.798742260924538e-17
AMAT,8.18926760254704e-17
AMD,0.2085031657094607
AMGN,0.0
AMZN,2.366258839925472e-17
ANET,0.0
AVGO,2.2179470429559708e-17
AXP,5.4120367825390314e-17
BA,1.227065749051081e-16
BAC,0.0
BKNG,4.874905561668051e-17
BLK,9.739303342193833e-18
BMY,4.938480186745553e-18
BRK-B,1.0862801889712748e-17
BSX,0.0
C,0.0
CAT,0.0
CB,2.5790076731749784e-17
COP,0.0
COST,0.0
CRM,5.96483519358315e-17
CSCO,1.1908261814167872e-17
CVX,1.4597291818513324e-16
DE,0.0
DHR,3.767118408859551e-17
DIS,8.938370264443473e-18
DUK,7.973486122302073e-17
ELV,2.0083769912091538e-17
ETN,1.1602972301823605e-17
GE,1.9955120350745612e-17
GILD,0.0
GOOG,3.727489693325408e-18
GS,1.277898074401617e-17
HD,0.0
HON,2.5595699933695803e-17
IBM,3.985279814798921e-17
ICE,0.0
INTU,3.6085460227035483e-17
ISRG,5.740173800626252e-17
JNJ,0.0
JPM,2.0632530826737824e-17
KLAC,0.0
KO,0.0
LIN,0.0
LLY,0.3144619708783791
LMT,0.0
LOW,0.0
LRCX,3.4151851407256343e-17
MA,1.2901473351626881e-17
MCD,0.0
MDLZ,0.0
MDT,6.9959384471626e-18
META,0.0
MO,1.113541378077609e-17
MRK,0.0
MSFT,3.4474600381001834e-17
MU,4.101784470587776e-17
NEE,0.0
NFLX,4.265346242618507e-18
NKE,2.7674791298205205e-17
NOW,2.02321110819059e-17
NVDA,4.437450682823681e-17
ORCL,1.109181559297819e-16
PANW,8.436981539813367e-19
PEP,1.7554707274751273e-17
PFE,2.581954382510484e-17
PG,0.17788824210087123
PGR,0.0
PLD,0.0
PM,0.0
QCOM,0.0
RTX,7.213357245086072e-17
SBUX,0.0
SCHW,0.0
SO,3.207515660831355e-17
SPGI,0.0
SYK,0.0
T,1.2777561483376571e-17
TJX,0.0
TMO,1.5412351346240134e-16
TSLA,0.1597553272206523
TXN,3.7057893958151916e-17
UBER,0.0
UNH,2.8230868076018384e-17
UNP,2.6878587702192005e-17
UPS,0.0
V,0.0
VRTX,0.0
VZ,1.557936821049184e-17
WFC,0.0
WM,3.458218915112492e-17
WMT,0.1393912940906366
XOM,0.0
