,weight
AAPL,3.282193755031463e-17
AMGN,1.2034415792420698e-16
AMZN,3.7551769527782645e-17
AXP,0.03209023642127552
BA,0.15813141314456364
CAT,1.4328597064787488e-17
CRM,9.299515812326012e-17
CSCO,0.0868169152918425
CVX,0.0
DIS,8.039758519259675e-17
GS,0.0
HD,3.7151471037581197e-17
HON,2.5521479428128955e-19
IBM,0.0
JNJ,2.8024342937066275e-17
JPM,0.0
KO,0.0
MCD,0.21732746342826018
MMM,1.5107716371351674e-18
MRK,3.282193755031463e-17
MSFT,0.11773871362363647
NKE,0.02862979681663951
NVDA,0.0
PG,0.05241588407960903
SHW,0.0
TRV,0.0
UNH,0.0
V,0.16369309147351394
VZ,0.09935548243973656
WMT,0.043801003280922346
