,weight
AAPL,0.014427778410963023
AMGN,0.04511709419521367
AMZN,0.057119668931838535
AXP,0.0014919991500526595
BA,0.007866455607856381
CAT,0.012512646251178063
CRM,0.05987508208039436
CSCO,0.015737193373128334
CVX,0.0054587160353236335
DIS,0.03387489402502939
GS,0.001062416541895451
HD,0.016451756970117346
HON,0.005201225611407097
IBM,0.01637420254522756
JNJ,0.04293175789691849
JPM,0.0011054768056798338
KO,0.0701639670101382
MCD,0.021376126344191542
MMM,0.017907669353150538
MRK,0.054574798757028954
MSFT,0.01824305346421619
NKE,0.04388830894072392
NVDA,0.012710208729517555
PG,0.03908246563226124
SHW,0.01653609142759058
TRV,0.014577052843209303
UNH,0.06439748173767669
V,0.016162510148701327
VZ,0.09364047651229715
WMT,0.18013142466707288
