,weight
AAPL,0.00015222302103674626
ABBV,0.022205661924328556
ABT,0.0003296471142010136
ACN,8.868803411062214e-05
ADBE,0.0019570163489143143
ADI,0.0003855630207384026
ADP,7.598368033277797e-05
AMAT,0.0004800982496119318
AMD,0.018445614317068176
AMGN,0.0011373597910670566
AMZN,0.03835674153072663
ANET,0.05594133831781527
AVGO,0.001265530714637816
AXP,0.00026593521321264895
BA,0.0021956465784042666
BAC,3.880907838907232e-05
BKNG,0.006254787498682259
BLK,0.0002410700062264226
BMY,0.02865699867995787
BRK-B,0.0008292453689006207
BSX,0.0002742151599951164
C,5.724553012959276e-05
CAT,0.0022468812684752135
CB,0.006738205353899264
COP,0.0007702173742295413
COST,0.01689855086003648
CRM,0.0021422549597964083
CSCO,0.003938403719864486
CVX,0.0010823489209534896
DE,0.0015269834508620632
DHR,0.0007545244264764601
DIS,0.005527847749106281
DUK,0.00019969852644654366
ELV,0.004587549635215652
ETN,0.0006054598881668851
GE,0.0018693755124696873
GILD,0.12471328687067357
GOOG,0.00034689776948034943
GS,0.00017521612776838256
HD,0.0004952797499494474
HON,0.0008706940385237234
IBM,0.002175728238657043
ICE,0.009378313317264552
INTU,0.00012075476366294983
ISRG,0.00046525485250152214
JNJ,0.0008809044891917116
JPM,4.5335634126584764e-05
KLAC,0.0009333095670764199
KO,0.001050025896639051
LIN,0.0012382190515152888
LLY,0.0003771627242709383
LMT,0.004508449724002979
LOW,0.0003788664676223999
LRCX,0.0004249141947578355
MA,0.0001113652563639955
MCD,0.00030183694477670694
MDLZ,0.0005208683753055885
MDT,0.0001841542699570345
META,0.004209362235541545
MO,0.03705123827574922
MRK,0.0014477031667984289
MSFT,0.0001531673647168186
MU,0.0017088299769086053
NEE,0.00019500574566311314
NFLX,0.13889719223411856
NKE,0.0003530938232076951
NOW,0.015947208721446237
NVDA,0.0019787500355838115
ORCL,0.004076336660550473
PANW,0.05573955222398007
PEP,0.0004471078864323212
PFE,0.00048370837593488425
PG,0.0009704948188745512
PGR,0.00642199640546392
PLD,0.003410137087441912
PM,0.014788788904598466
QCOM,0.0008224512803953465
RTX,0.004121154504698593
SBUX,0.00025482209006591375
SCHW,0.001482288952603106
SO,0.00028773684414589026
SPGI,0.0004349938175518831
SYK,0.0001216915129482501
T,0.0032900965538054518
TJX,0.00043852475947246336
TMO,0.0003534117823023485
TSLA,0.03768658397249717
TXN,0.0005127539002660695
UBER,0.04112566156079142
UNH,0.005523142087338335
UNP,0.0017624876771356918
UPS,0.02339772048966813
V,0.0001385009130498136
VRTX,0.0029909667511164913
VZ,0.006516466523363502
WFC,0.0002789386161582929
WM,0.0032941705163556318
WMT,0.19549979632756806
XOM,0.003165405475117778
