run_id,source,universe_id,universe_display_name,requested_tickers,available_tickers,n_assets,construction_date,estimation_months,construction_start,construction_end,backtest_start,backtest_end,mc_horizon,mc_simulations,mc_seed,methods,hca_n_clusters,method,total_return,annualized_return,volatility,sharpe_ratio,max_drawdown,mean_terminal_value,median_terminal_value,std_terminal_value,prob_loss,herfindahl,max_weight
djia_20190601_12m,processed,djia,DJIA Constituents,"['AAPL', 'AMGN', 'AMZN', 'AXP', 'BA', 'CAT', 'CRM', 'CSCO', 'CVX', 'DIS', 'GS', 'HD', 'HON', 'IBM', 'JNJ', 'JPM', 'KO', 'MCD', 'MMM', 'MRK', 'MSFT', 'NKE', 'NVDA', 'PG', 'SHW', 'TRV', 'UNH', 'V', 'VZ', 'WMT']","['AAPL', 'AMGN', 'AMZN', 'CRM', 'CSCO', 'CVX', 'DIS', 'HD', 'HON', 'JPM', 'KO', 'MCD', 'MRK', 'MSFT', 'NKE', 'NVDA', 'PG', 'UNH', 'V', 'VZ', 'WMT']",21,2019-06-01,12,2018-06-01,2019-05-31,2019-06-03,2020-06-01,252,2000,42,"['equal_weight', 'naive_risk_parity', 'markowitz', 'hrp_recursive', 'hca_deprado_ew_nrp']",4,equal_weight,0.22189335717075842,0.22189335717075842,0.21653394700700265,1.0247509004377149,-0.27169344068282963,1.14647207805154,1.14100474785598,0.14561344398051948,0.1615,0.0476190476190476,0.047619047619047616
djia_20190601_12m,processed,djia,DJIA Constituents,"['AAPL', 'AMGN', 'AMZN', 'AXP', 'BA', 'CAT', 'CRM', 'CSCO', 'CVX', 'DIS', 'GS', 'HD', 'HON', 'IBM', 'JNJ', 'JPM', 'KO', 'MCD', 'MMM', 'MRK', 'MSFT', 'NKE', 'NVDA', 'PG', 'SHW', 'TRV', 'UNH', 'V', 'VZ', 'WMT']","['AAPL', 'AMGN', 'AMZN', 'CRM', 'CSCO', 'CVX', 'DIS', 'HD', 'HON', 'JPM', 'KO', 'MCD', 'MRK', 'MSFT', 'NKE', 'NVDA', 'PG', 'UNH', 'V', 'VZ', 'WMT']",21,2019-06-01,12,2018-06-01,2019-05-31,2019-06-03,2020-06-01,252,2000,42,"['equal_weight', 'naive_risk_parity', 'markowitz', 'hrp_recursive', 'hca_deprado_ew_nrp']",4,naive_risk_parity,0.17884221167543468,0.17884221167543468,0.2121409116825544,0.8430349914921288,-0.27162037762437585,1.17121960278672,1.161319099159831,0.13852009104181218,0.095,0.049541038571060944,0.06590958897786109
djia_20190601_12m,processed,djia,DJIA Constituents,"['AAPL', 'AMGN', 'AMZN', 'AXP', 'BA', 'CAT', 'CRM', 'CSCO', 'CVX', 'DIS', 'GS', 'HD', 'HON', 'IBM', 'JNJ', 'JPM', 'KO', 'MCD', 'MMM', 'MRK', 'MSFT', 'NKE', 'NVDA', 'PG', 'SHW', 'TRV', 'UNH', 'V', 'VZ', 'WMT']","['AAPL', 'AMGN', 'AMZN', 'CRM', 'CSCO', 'CVX', 'DIS', 'HD', 'HON', 'JPM', 'KO', 'MCD', 'MRK', 'MSFT', 'NKE', 'NVDA', 'PG', 'UNH', 'V', 'VZ', 'WMT']",21,2019-06-01,12,2018-06-01,2019-05-31,2019-06-03,2020-06-01,252,2000,42,"['equal_weight', 'naive_risk_parity', 'markowitz', 'hrp_recursive', 'hca_deprado_ew_nrp']",4,markowitz,0.0803220972339922,0.0803220972339922,0.18804848225213144,0.42713504662216856,-0.23583208785882426,1.3929419517541086,1.3842561848964636,0.1519081872535516,0.0015,0.25976900827427757,0.3725892813943081
djia_20190601_12m,processed,djia,DJIA Constituents,"['AAPL', 'AMGN', 'AMZN', 'AXP', 'BA', 'CAT', 'CRM', 'CSCO', 'CVX', 'DIS', 'GS', 'HD', 'HON', 'IBM', 'JNJ', 'JPM', 'KO', 'MCD', 'MMM', 'MRK', 'MSFT', 'NKE', 'NVDA', 'PG', 'SHW', 'TRV', 'UNH', 'V', 'VZ', 'WMT']","['AAPL', 'AMGN', 'AMZN', 'CRM', 'CSCO', 'CVX', 'DIS', 'HD', 'HON', 'JPM', 'KO', 'MCD', 'MRK', 'MSFT', 'NKE', 'NVDA', 'PG', 'UNH', 'V', 'VZ', 'WMT']",21,2019-06-01,12,2018-06-01,2019-05-31,2019-06-03,2020-06-01,252,2000,42,"['equal_weight', 'naive_risk_parity', 'markowitz', 'hrp_recursive', 'hca_deprado_ew_nrp']",4,hrp_recursive,0.08337279412041809,0.08337279412041809,0.19065620848711956,0.43729388506144884,-0.2515711671963623,1.230006174435061,1.2240819231396325,0.12300111077549465,0.0205,0.10769211968658206,0.17621183746770908
djia_20190601_12m,processed,djia,DJIA Constituents,"['AAPL', 'AMGN', 'AMZN', 'AXP', 'BA', 'CAT', 'CRM', 'CSCO', 'CVX', 'DIS', 'GS', 'HD', 'HON', 'IBM', 'JNJ', 'JPM', 'KO', 'MCD', 'MMM', 'MRK', 'MSFT', 'NKE', 'NVDA', 'PG', 'SHW', 'TRV', 'UNH', 'V', 'VZ', 'WMT']","['AAPL', 'AMGN', 'AMZN', 'CRM', 'CSCO', 'CVX', 'DIS', 'HD', 'HON', 'JPM', 'KO', 'MCD', 'MRK', 'MSFT', 'NKE', 'NVDA', 'PG', 'UNH', 'V', 'VZ', 'WMT']",21,2019-06-01,12,2018-06-01,2019-05-31,2019-06-03,2020-06-01,252,2000,42,"['equal_weight', 'naive_risk_parity', 'markowitz', 'hrp_recursive', 'hca_deprado_ew_nrp']",4,hca_deprado_ew_nrp,0.11015233846359496,0.11015233846359496,0.20318390022298172,0.5421312335411891,-0.2513433641995221,1.2526711642487993,1.2432438662176422,0.13526278025524796,0.0225,0.10493053156194126,0.18944453578832215
djia_20200601_12m,processed,djia,DJIA Constituents,"['AAPL', 'AMGN', 'AMZN', 'AXP', 'BA', 'CAT', 'CRM', 'CSCO', 'CVX', 'DIS', 'GS', 'HD', 'HON', 'IBM', 'JNJ', 'JPM', 'KO', 'MCD', 'MMM', 'MRK', 'MSFT', 'NKE', 'NVDA', 'PG', 'SHW', 'TRV', 'UNH', 'V', 'VZ', 'WMT']","['AAPL', 'AMGN', 'AMZN', 'CRM', 'CSCO', 'CVX', 'DIS', 'HD', 'HON', 'JPM', 'KO', 'MCD', 'MRK', 'MSFT', 'NKE', 'NVDA', 'PG', 'UNH', 'V', 'VZ', 'WMT']",21,2020-06-01,12,2019-06-03,2020-05-29,2020-06-01,2021-06-01,253,2000,42,"['equal_weight', 'naive_risk_parity', 'markowitz', 'hrp_recursive', 'hca_deprado_ew_nrp']",4,equal_weight,0.3430590968361229,0.3414942574924822,0.14365514649535918,2.3771808099023746,-0.08937622473616325,1.2602976253268061,1.2365409439123436,0.27993582659775595,0.1835,0.0476190476190476,0.047619047619047616
djia_20200601_12m,processed,djia,DJIA Constituents,"['AAPL', 'AMGN', 'AMZN', 'AXP', 'BA', 'CAT', 'CRM', 'CSCO', 'CVX', 'DIS', 'GS', 'HD', 'HON', 'IBM', 'JNJ', 'JPM', 'KO', 'MCD', 'MMM', 'MRK', 'MSFT', 'NKE', 'NVDA', 'PG', 'SHW', 'TRV', 'UNH', 'V', 'VZ', 'WMT']","['AAPL', 'AMGN', 'AMZN', 'CRM', 'CSCO', 'CVX', 'DIS', 'HD', 'HON', 'JPM', 'KO', 'MCD', 'MRK', 'MSFT', 'NKE', 'NVDA', 'PG', 'UNH', 'V', 'VZ', 'WMT']",21,2020-06-01,12,2019-06-03,2020-05-29,2020-06-01,2021-06-01,253,2000,42,"['equal_weight', 'naive_risk_parity', 'markowitz', 'hrp_recursive', 'hca_deprado_ew_nrp']",4,naive_risk_parity,0.305027464471362,0.30365494663182857,0.13656602439078364,2.223502866005091,-0.08864948993259991,1.2439253535185824,1.2150655770057273,0.2562363561553203,0.1525,0.049900420791427307,0.0755557025974581
djia_20200601_12m,processed,djia,DJIA Constituents,"['AAPL', 'AMGN', 'AMZN', 'AXP', 'BA', 'CAT', 'CRM', 'CSCO', 'CVX', 'DIS', 'GS', 'HD', 'HON', 'IBM', 'JNJ', 'JPM', 'KO', 'MCD', 'MMM', 'MRK', 'MSFT', 'NKE', 'NVDA', 'PG', 'SHW', 'TRV', 'UNH', 'V', 'VZ', 'WMT']","['AAPL', 'AMGN', 'AMZN', 'CRM', 'CSCO', 'CVX', 'DIS', 'HD', 'HON', 'JPM', 'KO', 'MCD', 'MRK', 'MSFT', 'NKE', 'NVDA', 'PG', 'UNH', 'V', 'VZ', 'WMT']",21,2020-06-01,12,2019-06-03,2020-05-29,2020-06-01,2021-06-01,253,2000,42,"['equal_weight', 'naive_risk_parity', 'markowitz', 'hrp_recursive', 'hca_deprado_ew_nrp']",4,markowitz,0.5096283758575357,0.5071728223760972,0.21857394471784472,2.3203718221346206,-0.13248478489122661,1.9896165298038482,1.9242166543020764,0.5268999974775368,0.01,0.2995184209504051,0.4398005286113221
djia_20200601_12m,processed,djia,DJIA Constituents,"['AAPL', 'AMGN', 'AMZN', 'AXP', 'BA', 'CAT', 'CRM', 'CSCO', 'CVX', 'DIS', 'GS', 'HD', 'HON', 'IBM', 'JNJ', 'JPM', 'KO', 'MCD', 'MMM', 'MRK', 'MSFT', 'NKE', 'NVDA', 'PG', 'SHW', 'TRV', 'UNH', 'V', 'VZ', 'WMT']","['AAPL', 'AMGN', 'AMZN', 'CRM', 'CSCO', 'CVX', 'DIS', 'HD', 'HON', 'JPM', 'KO', 'MCD', 'MRK', 'MSFT', 'NKE', 'NVDA', 'PG', 'UNH', 'V', 'VZ', 'WMT']",21,2020-06-01,12,2019-06-03,2020-05-29,2020-06-01,2021-06-01,253,2000,42,"['equal_weight', 'naive_risk_parity', 'markowitz', 'hrp_recursive', 'hca_deprado_ew_nrp']",4,hrp_recursive,0.20904187759384985,0.20813506267593684,0.13347500352706845,1.559356112949849,-0.09364170253971604,1.2395245064516804,1.2194243776512053,0.21297652977864936,0.126,0.10670023719918412,0.19593821961970342
djia_20200601_12m,processed,djia,DJIA Constituents,"['AAPL', 'AMGN', 'AMZN', 'AXP', 'BA', 'CAT', 'CRM', 'CSCO', 'CVX', 'DIS', 'GS', 'HD', 'HON', 'IBM', 'JNJ', 'JPM', 'KO', 'MCD', 'MMM', 'MRK', 'MSFT', 'NKE', 'NVDA', 'PG', 'SHW', 'TRV', 'UNH', 'V', 'VZ', 'WMT']","['AAPL', 'AMGN', 'AMZN', 'CRM', 'CSCO', 'CVX', 'DIS', 'HD', 'HON', 'JPM', 'KO', 'MCD', 'MRK', 'MSFT', 'NKE', 'NVDA', 'PG', 'UNH', 'V', 'VZ', 'WMT']",21,2020-06-01,12,2019-06-03,2020-05-29,2020-06-01,2021-06-01,253,2000,42,"['equal_weight', 'naive_risk_parity', 'markowitz', 'hrp_recursive', 'hca_deprado_ew_nrp']",4,hca_deprado_ew_nrp,0.23296841044617955,0.23194822435899765,0.13362290029205035,1.735841864321493,-0.0885250959001137,1.2716316388899491,1.2521988625147973,0.21925510571788542,0.0955,0.13353942390117515,0.23989377837567288
